id,catalog_number,sprocket_diameters
394873,2040B22,Outside Diameter:3.780 in|Pitch Diameter:3.549 in|Caliper Diameter:3.237 in
394852,80B60F-1G,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in
394877,160A16,Outside Diameter:11.260 in|Pitch Diameter:10.252 in|Caliper Diameter:9.127 in
394939,2062A28,Outside Diameter:14.210 in|Pitch Diameter:13.397 in|Caliper Diameter:12.522 in
394943,50B13F-1B,Outside Diameter:2.910 in|Pitch Sprocket Diameter:2.612 in|Caliper Diameter:2.193 in
394802,2082B30,Outside Diameter:20.230 in|Pitch Diameter:19.134 in|Caliper Diameter:18.009 in
394967,140A60,Outside Diameter:34.400 in|Pitch Diameter:33.437 in|Caliper Diameter:32.437 in
394865,50B14FP,Outside Diameter:3.110 in|Pitch Sprocket Diameter:2.809 in|Caliper Diameter:2.409 in
394910,41B17FJ,Outside Diameter:2.970 in|Pitch Diameter:2.721 in|Caliper Diameter:2.403 in
394947,100A17,Outside Diameter:7.440 in|Pitch Diameter:6.803 in|Caliper Diameter:6.024 in
394985,60B30F-1L,Outside Diameter:7.590 in|Pitch Diameter:7.175 in|Caliper Diameter:6.706 in
394894,50B17F-1G,Outside Diameter:3.720 in|Pitch Sprocket Diameter:3.401 in|Caliper Diameter:2.987 in
394997,50B24F-1F,Outside Diameter:5.120 in|Pitch Sprocket Diameter:4.788 in|Caliper Diameter:4.388 in
395001,35B40F-1C,Outside Diameter:4.990 in|Pitch Diameter:4.780 in|Caliper Diameter:4.580 in
394981,50B23F-1C,Outside Diameter:4.920 in|Pitch Sprocket Diameter:4.590 in|Caliper Diameter:4.179 in
394989,50B25F-1F,Outside Diameter:5.320 in|Pitch Sprocket Diameter:4.987 in|Caliper Diameter:4.577 in
395010,50B19F-1C,Outside Diameter:4.120 in|Pitch Sprocket Diameter:3.798 in|Caliper Diameter:3.384 in
395018,40B32FJ,Outside Diameter:5.380 in|Pitch Diameter:5.101 in|Caliper Diameter:4.788 in
395043,50B22F-1D,Outside Diameter:4.720 in|Pitch Sprocket Diameter:4.392 in|Caliper Diameter:3.992 in
395051,50B19FL,Outside Diameter:4.120 in|Pitch Sprocket Diameter:3.798 in|Caliper Diameter:3.384 in
395065,40B36F-1B,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in
395039,50B21F-1F,Outside Diameter:4.520 in|Pitch Sprocket Diameter:4.194 in|Caliper Diameter:3.782 in
395047,35B26F-1B,Outside Diameter:3.310 in|Pitch Diameter:3.111 in|Caliper Diameter:2.911 in
395014,60B42F-1C,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in
395114,80B60F-1R,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in
395061,40B36F-1C,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in
395069,40B38F-1H,Outside Diameter:6.330 in|Pitch Diameter:6.055 in|Caliper Diameter:5.742 in
395102,50B16F-1B,Outside Diameter:3.520 in|Pitch Sprocket Diameter:3.204 in|Caliper Diameter:2.804 in
395085,140A35,Outside Diameter:20.490 in|Pitch Diameter:19.523 in|Caliper Diameter:18.503 in
395139,40B34FJ,Outside Diameter:5.700 in|Pitch Diameter:5.419 in|Caliper Diameter:5.107 in
395130,50B30F-1C,Outside Diameter:6.320 in|Pitch Sprocket Diameter:5.979 in|Caliper Diameter:5.579 in
395022,80B19F-1C,Outside Diameter:6.590 in|Pitch Diameter:6.076 in|Caliper Diameter:5.430 in
395160,40B34F-1D,Outside Diameter:5.700 in|Pitch Diameter:5.419 in|Caliper Diameter:5.107 in
394977,50B22F-1G,Outside Diameter:4.720 in|Pitch Sprocket Diameter:4.392 in|Caliper Diameter:3.992 in
395191,60B54F-1L,Outside Diameter:13.330 in|Pitch Diameter:12.889 in|Caliper Diameter:12.430 in
395204,60B35F-1D,Outside Diameter:8.780 in|Pitch Diameter:8.367 in|Caliper Diameter:7.889 in
395172,40B60FP,Outside Diameter:9.840 in|Pitch Diameter:9.554 in|Caliper Diameter:9.241 in
395180,40B54FJ,Outside Diameter:8.880 in|Pitch Diameter:8.599 in|Caliper Diameter:8.286 in
395217,40B45F-1G,Outside Diameter:7.450 in|Pitch Diameter:7.168 in|Caliper Diameter:6.851 in
395155,40B34F-1G,Outside Diameter:5.700 in|Pitch Diameter:5.419 in|Caliper Diameter:5.107 in
395176,40B54F-1D,Outside Diameter:8.880 in|Pitch Diameter:8.599 in|Caliper Diameter:8.286 in
395235,40B42F-1C,Outside Diameter:6.970 in|Pitch Diameter:6.691 in|Caliper Diameter:6.379 in
395248,40B45FJ,Outside Diameter:7.450 in|Pitch Diameter:7.168 in|Caliper Diameter:6.851 in
395221,40B45F-1C,Outside Diameter:7.450 in|Pitch Diameter:7.168 in|Caliper Diameter:6.851 in
395243,40B50FL,Outside Diameter:8.250 in|Pitch Diameter:7.963 in|Caliper Diameter:7.650 in
395239,40B48FP,Outside Diameter:7.930 in|Pitch Diameter:7.645 in|Caliper Diameter:7.332 in
395225,40B40FJ,Outside Diameter:6.650 in|Pitch Diameter:6.373 in|Caliper Diameter:6.061 in
395199,41B10FL,Outside Diameter:1.840 in|Pitch Diameter:1.618 in|Caliper Diameter:1.312 in
395280,60B22F-1C,Outside Diameter:5.670 in|Pitch Diameter:5.270 in|Caliper Diameter:4.801 in
395292,180B21,Outside Diameter:16.280 in|Pitch Diameter:15.096 in|Caliper Diameter:13.648 in
395346,60B13F-1C,Outside Diameter:3.490 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in
395260,40B48F-1G,Outside Diameter:7.930 in|Pitch Diameter:7.645 in|Caliper Diameter:7.332 in
395387,2082A15,Outside Diameter:10.610 in|Pitch Diameter:9.620 in|Caliper Diameter:8.442 in
395382,2050A21,No. Teeth:21 |Outside Diameter:4.520 in|Pitch Diameter:4.241 in|Caliper Diameter:3.829 in
395362,35B18FH,Outside Diameter:2.350 in|Pitch Diameter:2.160 in|Caliper Diameter:1.960 in
395431,50B19F-1G,Outside Diameter:4.120 in|Pitch Sprocket Diameter:3.798 in|Caliper Diameter:3.384 in
395473,160A48,Outside Diameter:31.714 in|Pitch Diameter:30.580 in|Caliper Diameter:29.455 in
395493,100A90,Outside Diameter:36.550 in|Pitch Diameter:35.817 in|Caliper Diameter:35.068 in
395461,40B15F-1B,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.079 in
395497,180A16,Outside Diameter:12.660 in|Pitch Diameter:11.533 in|Caliper Diameter:10.127 in
395501,60B60F-1F,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in
395477,35B60F-1D,Outside Diameter:7.380 in|Pitch Diameter:7.165 in|Caliper Diameter:6.965 in
395518,140A19,Outside Diameter:11.540 in|Pitch Diameter:10.633 in|Caliper Diameter:9.596 in
395554,160A17,Outside Diameter:11.900 in|Pitch Diameter:10.844 in|Caliper Diameter:9.713 in
395558,140A36,Outside Diameter:21.050 in|Pitch Diameter:20.080 in|Caliper Diameter:19.080 in
395574,100A18,Outside Diameter:7.840 in|Pitch Diameter:7.199 in|Caliper Diameter:6.449 in
395570,240A20,Outside Diameter:20.740 in|Pitch Diameter:19.177 in|Caliper Diameter:17.302 in
395578,240A40,Outside Diameter:39.920 in|Pitch Diameter:38.237 in|Caliper Diameter:36.362 in
395583,100A24,Outside Diameter:10.250 in|Pitch Diameter:9.576 in|Caliper Diameter:8.826 in
395595,100A12,Outside Diameter:5.420 in|Pitch Diameter:4.830 in|Caliper Diameter:4.080 in
395522,140A17,Outside Diameter:10.410 in|Pitch Diameter:9.524 in|Caliper Diameter:8.483 in
395591,240A17,Outside Diameter:17.850 in|Pitch Diameter:16.327 in|Caliper Diameter:14.382 in
395587,40B24FP,Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.518 in
395611,2082B22,Outside Diameter:15.110 in|Pitch Diameter:14.053 in|Caliper Diameter:12.928 in
395615,80B14F-1F,Outside Diameter:4.980 in|Pitch Diameter:4.494 in|Caliper Diameter:3.869 in
395623,100A54,Outside Diameter:22.210 in|Pitch Diameter:21.498 in|Caliper Diameter:20.748 in
395636,180A30,Outside Diameter:22.760 in|Pitch Diameter:21.525 in|Caliper Diameter:20.119 in
395669,50B32F-1L,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in
395640,180A40,Outside Diameter:29.940 in|Pitch Diameter:28.677 in|Caliper Diameter:27.271 in
395673,140B21,Outside Diameter:12.660 in|Pitch Diameter:11.743 in|Caliper Diameter:10.709 in
395682,140B24,Outside Diameter:14.340 in|Pitch Diameter:13.407 in|Caliper Diameter:12.407 in
395665,100A40,Outside Diameter:16.630 in|Pitch Diameter:15.933 in|Caliper Diameter:15.183 in
395678,140B20,Outside Diameter:12.100 in|Pitch Diameter:11.186 in|Caliper Diameter:10.186 in
395632,100A45,Outside Diameter:18.630 in|Pitch Diameter:17.920 in|Caliper Diameter:17.159 in
395694,140B18,Outside Diameter:10.980 in|Pitch Diameter:10.078 in|Caliper Diameter:9.078 in
395660,200A20,Outside Diameter:17.290 in|Pitch Diameter:15.982 in|Caliper Diameter:14.420 in
395711,140B32,Outside Diameter:18.820 in|Pitch Diameter:17.854 in|Caliper Diameter:16.854 in
395656,200A35,Outside Diameter:29.280 in|Pitch Diameter:27.890 in|Caliper Diameter:26.300 in
395723,160B13,Outside Diameter:9.310 in|Pitch Diameter:8.358 in|Caliper Diameter:7.171 in
395796,200B25,Outside Diameter:21.290 in|Pitch Diameter:19.947 in|Caliper Diameter:18.346 in
395788,2042A23,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
395740,100B32,Outside Diameter:13.440 in|Pitch Diameter:12.753 in|Caliper Diameter:12.003 in
395800,160B20,Outside Diameter:13.830 in|Pitch Diameter:12.784 in|Caliper Diameter:11.659 in
395835,180B18,Outside Diameter:14.110 in|Pitch Diameter:12.957 in|Caliper Diameter:11.551 in
395784,240B14,Outside Diameter:14.940 in|Pitch Diameter:13.482 in|Caliper Diameter:11.607 in
395804,35B32FJ,Outside Diameter:4.030 in|Pitch Diameter:3.826 in|Caliper Diameter:3.626 in
395849,40B60FL,Outside Diameter:9.840 in|Pitch Diameter:9.554 in|Caliper Diameter:9.241 in
395853,50B48F-1R,Outside Diameter:9.910 in|Pitch Sprocket Diameter:9.556 in|Caliper Diameter:9.156 in
395857,50B20FJ,Outside Diameter:4.320 in|Pitch Sprocket Diameter:3.995 in|Caliper Diameter:3.595 in
395826,240B19,Outside Diameter:19.780 in|Pitch Diameter:18.227 in|Caliper Diameter:16.289 in
395870,180B20,Outside Diameter:15.560 in|Pitch Diameter:14.383 in|Caliper Diameter:12.977 in
395878,50B20F-1B,Outside Diameter:4.320 in|Pitch Sprocket Diameter:3.995 in|Caliper Diameter:3.595 in
395874,40B21F-1D,Outside Diameter:3.620 in|Pitch Diameter:3.355 in|Caliper Diameter:3.033 in
395922,50B15FP,Outside Diameter:3.320 in|Pitch Sprocket Diameter:3.006 in|Caliper Diameter:2.590 in
395927,60B40F-1L,Outside Diameter:9.980 in|Pitch Diameter:9.560 in|Caliper Diameter:9.091 in
395981,50B22FP,Outside Diameter:4.720 in|Pitch Sprocket Diameter:4.392 in|Caliper Diameter:3.992 in
395902,40B27FJ,Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in
396001,40B18F-1C,Outside Diameter:3.140 in|Pitch Diameter:2.879 in|Caliper Diameter:2.567 in
396078,35B48FL,Outside Diameter:5.950 in|Pitch Diameter:5.734 in|Caliper Diameter:5.534 in
396099,2052B11,Outside Diameter:5.010 in|Pitch Diameter:4.437 in|Caliper DIameter:3.642 in
396086,2050B24,No. Teeth:24 |Outside Diameter:5.120 in|Pitch Diameter:4.830 in|Caliper Diameter:4.430 in
396104,2042B17,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
396112,2042B26,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
396136,60B17F-1G,Outside Diameter:4.460 in|Pitch Diameter:4.082 in|Caliper Diameter:3.595 in
396034,100A48,Outside Diameter:19.820 in|Pitch Diameter:19.113 in|Caliper Diameter:18.363 in
396116,2052B25,Outside Diameter:10.650 in|Pitch Diameter:9.973 in|Caliper DIameter:9.204 in
396128,2052B28,Outside Diameter:11.840 in|Pitch Diameter:11.164 in|Caliper DIameter:10.414 in
396120,2052B19,Outside Diameter:8.240 in|Pitch Diameter:7.595 in|Caliper DIameter:6.819 in
396160,2080A24,Outside Diameter:8.200 in|Pitch Diameter:7.727 in|Caliper Diameter:7.102 in
396148,2080A21,Outside Diameter:7.230 in|Pitch Diameter:6.785 in|Caliper Diameter:6.141 in
396091,2050B21,No. Teeth:21 |Outside Diameter:4.520 in|Pitch Diameter:4.241 in|Caliper Diameter:3.829 in
396095,60B30F-1G,Outside Diameter:7.590 in|Pitch Diameter:7.175 in|Caliper Diameter:6.706 in
396108,2050B12,No. Teeth:12 |Outside Diameter:2.710 in|Pitch Diameter:2.500 in|Caliper Diameter:2.100 in
396152,2080A17,Outside Diameter:5.940 in|Pitch Diameter:5.536 in|Caliper Diameter:4.888 in
396168,2062A14,Outside Diameter:7.470 in|Pitch Diameter:6.741 in|Caliper Diameter:5.866 in
396173,50B16FJ,Outside Diameter:3.520 in|Pitch Sprocket Diameter:3.204 in|Caliper Diameter:2.804 in
396156,2080A30,Outside Diameter:10.110 in|Pitch Diameter:9.620 in|Caliper Diameter:8.995 in
396185,2040B20,Outside Diameter:3.460 in|Pitch Diameter:3.236 in|Caliper Diameter:2.924 in
396164,2062A20,Outside Diameter:10.370 in|Pitch Diameter:9.589 in|Caliper Diameter:8.714 in
396193,2042B10,Outside Diameter:3.680 in|Pitch Diameter:3.236 in|Caliper Diameter:2.611 in
396197,2082A26,Outside Diameter:17.670 in|Pitch Diameter:16.593 in|Caliper Diameter:15.468 in
396189,2042B16,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in
396205,2052A14,Outside Diameter:6.230 in|Pitch Diameter:5.617 in|Caliper DIameter:4.867 in
396239,2082B21,Outside Diameter:14.470 in|Pitch Diameter:13.419 in|Caliper Diameter:12.256 in
396201,50B24F-1C,Outside Diameter:5.120 in|Pitch Sprocket Diameter:4.788 in|Caliper Diameter:4.388 in
396209,2040B13,Outside Diameter:2.320 in|Pitch Diameter:2.152 in|Caliper Diameter:1.824 in
396243,35B28FP,Outside Diameter:3.550 in|Pitch Diameter:3.349 in|Caliper Diameter:3.149 in
396263,40B40F-1B,Outside Diameter:6.650 in|Pitch Diameter:6.373 in|Caliper Diameter:6.061 in
396284,2080B16,Outside Diameter:5.630 in|Pitch Diameter:5.226 in|Caliper Diameter:4.601 in
396312,2080B26,Outside Diameter:8.840 in|Pitch Diameter:8.357 in|Caliper Diameter:7.732 in
396304,80B22F-1G,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
396296,2060B17,Outside Diameter:4.450 in|Pitch Diameter:4.152 in|Caliper Diameter:3.666 in
396234,2082B24,Outside Diameter:16.390 in|Pitch Diameter:15.323 in|Caliper Diameter:14.198 in
396328,2062B28,Outside Diameter:14.210 in|Pitch Diameter:13.397 in|Caliper Diameter:12.522 in
396300,2062B11,Outside Diameter:6.010 in|Pitch Diameter:5.324 in|Caliper Diameter:4.395 in
396230,2082B12,Outside Diameter:8.660 in|Pitch Diameter:7.727 in|Caliper Diameter:6.602 in
396324,2062B18,Outside Diameter:9.410 in|Pitch Diameter:8.638 in|Caliper Diameter:7.763 in
396332,40B22F-1C,Outside Diameter:3.780 in|Pitch Diameter:3.513 in|Caliper Diameter:3.201 in
396356,60B31F-1R,Outside Diameter:7.830 in|Pitch Diameter:7.413 in|Caliper Diameter:6.935 in
396348,40B60FJ,Outside Diameter:9.840 in|Pitch Diameter:9.554 in|Caliper Diameter:9.241 in
396352,40B48FJ,Outside Diameter:7.930 in|Pitch Diameter:7.645 in|Caliper Diameter:7.332 in
396280,2062B16,Outside Diameter:8.440 in|Pitch Diameter:7.689 in|Caliper Diameter:6.814 in
396415,40B26FP,Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in
396399,60B26F-1C,Outside Diameter:6.630 in|Pitch Diameter:6.222 in|Caliper Diameter:5.753 in
396407,80B28F-1H,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in
396369,2080A26,Outside Diameter:8.840 in|Pitch Diameter:8.357 in|Caliper Diameter:7.732 in
396472,2052A28,Outside Diameter:11.840 in|Pitch Diameter:11.164 in|Caliper DIameter:10.414 in
396496,2052A24,Outside Diameter:10.250 in|Pitch Diameter:9.577 in|Caliper DIameter:8.827 in
396468,2042A17,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
396512,50B25FP,Outside Diameter:5.320 in|Pitch Sprocket Diameter:4.987 in|Caliper Diameter:4.577 in
396516,2052A19,Outside Diameter:8.240 in|Pitch Diameter:7.595 in|Caliper DIameter:6.819 in
396520,2052A15,Outside Diameter:6.630 in|Pitch Diameter:6.012 in|Caliper DIameter:5.229 in
396508,35B17FH,Outside Diameter:2.230 in|Pitch Diameter:2.041 in|Caliper Diameter:1.832 in
396395,50B55F-1R,Outside Diameter:11.310 in|Pitch Sprocket Diameter:10.948 in|Caliper Diameter:10.543 in
396500,2060A28,Outside Diameter:7.110 in|Pitch Diameter:6.741 in|Caliper Diameter:6.272 in
396488,2040A28,Outside Diameter:4.740 in|Pitch Diameter:4.494 in|Caliper Diameter:4.182 in
396536,35B45FJ,Outside Diameter:5.590 in|Pitch Diameter:5.376 in|Caliper Diameter:5.173 in
396484,35B25FL,Outside Diameter:3.190 in|Pitch Diameter:2.992 in|Caliper Diameter:2.786 in
396544,180B23,Outside Diameter:17.720 in|Pitch Diameter:16.524 in|Caliper Diameter:15.079 in
396569,50B29F-1G,Outside Diameter:6.120 in|Pitch Sprocket Diameter:5.781 in|Caliper Diameter:5.371 in
396581,2062A26,Outside Diameter:13.250 in|Pitch Diameter:12.444 in|Caliper Diameter:11.569 in
396618,40B40F-1C,Outside Diameter:6.650 in|Pitch Diameter:6.373 in|Caliper Diameter:6.061 in
396626,50B28FP,Outside Diameter:5.920 in|Pitch Sprocket Diameter:5.582 in|Caliper Diameter:5.182 in
396589,180B19,Outside Diameter:14.830 in|Pitch Diameter:13.670 in|Caliper Diameter:12.217 in
396556,50B40F-1D,Outside Diameter:8.320 in|Pitch Sprocket Diameter:7.966 in|Caliper Diameter:7.566 in
396667,100A21,Outside Diameter:9.040 in|Pitch Diameter:8.388 in|Caliper Diameter:7.613 in
396671,50B29F-1B,Outside Diameter:6.120 in|Pitch Sprocket Diameter:5.781 in|Caliper Diameter:5.371 in
396650,50B35F-1D,Outside Diameter:7.320 in|Pitch Sprocket Diameter:6.973 in|Caliper Diameter:6.565 in
396630,50B13FJ,Outside Diameter:2.910 in|Pitch Sprocket Diameter:2.612 in|Caliper Diameter:2.193 in
396715,35B13FJ,Outside Diameter:1.750 in|Pitch Diameter:1.567 in|Caliper Diameter:1.356 in
396736,40B27F-1H,Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in
396792,60B45F-1C,Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in
396788,80B14F-1L,Outside Diameter:4.980 in|Pitch Diameter:4.494 in|Caliper Diameter:3.869 in
396855,2082A30,Outside Diameter:20.230 in|Pitch Diameter:19.134 in|Caliper Diameter:18.009 in
396830,50B26F-1G,Outside Diameter:5.520 in|Pitch Sprocket Diameter:5.185 in|Caliper Diameter:4.785 in
396868,50B28F-1D,Outside Diameter:5.920 in|Pitch Sprocket Diameter:5.582 in|Caliper Diameter:5.182 in
396900,40B25FL,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in
396864,2062B30,Outside Diameter:15.170 in|Pitch Diameter:14.350 in|Caliper Diameter:13.475 in
396937,50B13F-1C,Outside Diameter:2.910 in|Pitch Sprocket Diameter:2.612 in|Caliper Diameter:2.193 in
396977,40B45FL,Outside Diameter:7.450 in|Pitch Diameter:7.168 in|Caliper Diameter:6.851 in
396949,2080B13,Outside Diameter:4.640 in|Pitch Diameter:4.304 in|Caliper Diameter:3.647 in
397039,2040B26,Outside Diameter:4.420 in|Pitch Diameter:4.179 in|Caliper Diameter:3.867 in
397027,40B18FJ,Outside Diameter:3.140 in|Pitch Diameter:2.879 in|Caliper Diameter:2.567 in
396998,80B26F-1C,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
397092,60B22F-1R,Outside Diameter:5.670 in|Pitch Diameter:5.270 in|Caliper Diameter:4.801 in
397031,2052A26,Outside Diameter:11.050 in|Pitch Diameter:10.370 in|Caliper DIameter:9.620 in
397112,60B20F-1H,Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in
397124,60B24F-1J,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in
397104,160A11,Outside Diameter:8.010 in|Pitch Diameter:7.100 in|Caliper Diameter:5.902 in
397096,60B22F-1H,Outside Diameter:5.670 in|Pitch Diameter:5.270 in|Caliper Diameter:4.801 in
397132,60B25F-1R,Outside Diameter:6.390 in|Pitch Diameter:5.984 in|Caliper Diameter:5.503 in
397100,60B25F-1D,Outside Diameter:6.390 in|Pitch Diameter:5.984 in|Caliper Diameter:5.503 in
397149,60B24F-1B,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in
397141,60B23F-1F,Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in
397079,60B28F-1D,Outside Diameter:7.110 in|Pitch Diameter:6.698 in|Caliper Diameter:6.229 in
397173,140A30,Outside Diameter:17.700 in|Pitch Diameter:16.742 in|Caliper Diameter:15.742 in
397157,2042A19,Outside Diameter:6.590 in|Pitch Diameter:6.076 in|Caliper Diameter:5.430 in
397136,60B23F-1L,Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in
397181,60B15FP,Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in
397205,60B17F-1H,Outside Diameter:4.460 in|Pitch Diameter:4.082 in|Caliper Diameter:3.595 in
397193,40B25F-1B,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in
397185,50B55F-1D,Outside Diameter:11.310 in|Pitch Sprocket Diameter:10.948 in|Caliper Diameter:10.543 in
397161,60B17F-1C,Outside Diameter:4.460 in|Pitch Diameter:4.082 in|Caliper Diameter:3.595 in
397226,60B36F-1B,Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in
397201,60B18F-1B,Outside Diameter:4.700 in|Pitch Diameter:4.319 in|Caliper Diameter:3.850 in
397222,60B36F-1J,Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in
397234,60B28F-1R,Outside Diameter:7.110 in|Pitch Diameter:6.698 in|Caliper Diameter:6.229 in
397255,60B42F-1F,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in
397230,60B33F-1G,Outside Diameter:8.300 in|Pitch Diameter:7.890 in|Caliper Diameter:7.412 in
397197,60B19F-1R,Outside Diameter:4.950 in|Pitch Diameter:4.557 in|Caliper Diameter:4.072 in
397177,50B16F-1C,Outside Diameter:3.520 in|Pitch Sprocket Diameter:3.204 in|Caliper Diameter:2.804 in
397165,60B16FL,Outside Diameter:4.220 in|Pitch Diameter:3.845 in|Caliper Diameter:3.375 in
397260,2062B21,Outside Diameter:10.850 in|Pitch Diameter:10.064 in|Caliper Diameter:9.161 in
397264,180A22,Outside Diameter:17.000 in|Pitch Diameter:15.810 in|Caliper Diameter:14.404 in
397286,60B29F-1R,Outside Diameter:7.350 in|Pitch Diameter:6.937 in|Caliper Diameter:6.458 in
397251,40B35FP,Outside Diameter:5.860 in|Pitch Diameter:5.578 in|Caliper Diameter:5.260 in
397317,60B33F-1B,Outside Diameter:8.300 in|Pitch Diameter:7.890 in|Caliper Diameter:7.412 in
397169,60B38F-1B,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in
397290,60B29F-1G,Outside Diameter:7.350 in|Pitch Diameter:6.937 in|Caliper Diameter:6.458 in
397329,60B30F-1C,Outside Diameter:7.590 in|Pitch Diameter:7.175 in|Caliper Diameter:6.706 in
397333,60B31F-1D,Outside Diameter:7.830 in|Pitch Diameter:7.413 in|Caliper Diameter:6.935 in
397350,50B37FP,Outside Diameter:7.720 in|Pitch Sprocket Diameter:7.37 in|Caliper Diameter:6.963 in
397382,2060B12,Outside Diameter:3.250 in|Pitch Diameter:3.000 in|Caliper Diameter:2.531 in
397359,50B28F-1G,Outside Diameter:5.920 in|Pitch Sprocket Diameter:5.582 in|Caliper Diameter:5.182 in
397298,60B26F-1R,Outside Diameter:6.630 in|Pitch Diameter:6.222 in|Caliper Diameter:5.753 in
397369,40B35F-1C,Outside Diameter:5.860 in|Pitch Diameter:5.578 in|Caliper Diameter:5.260 in
397386,50B36F-1D,Outside Diameter:7.520 in|Pitch Sprocket Diameter:7.171 in|Caliper Diameter:6.771 in
397346,50B34F-1L,Outside Diameter:7.120 in|Pitch Sprocket Diameter:6.774 in|Caliper Diameter:6.374 in
397392,50B36F-1B,Outside Diameter:7.520 in|Pitch Sprocket Diameter:7.171 in|Caliper Diameter:6.771 in
397302,60B28F-1B,Outside Diameter:7.110 in|Pitch Diameter:6.698 in|Caliper Diameter:6.229 in
397308,60B32F-1C,Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in
397419,60B38F-1J,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in
397432,50B27F-1G,Outside Diameter:5.720 in|Pitch Sprocket Diameter:5.384 in|Caliper Diameter:4.975 in
397398,50B36FL,Outside Diameter:7.520 in|Pitch Sprocket Diameter:7.171 in|Caliper Diameter:6.771 in
397411,2042B11,Outside Diameter:4.010 in|Pitch Diameter:3.549 in|Caliper Diameter:2.888 in
397423,50B26FL,Outside Diameter:5.520 in|Pitch Sprocket Diameter:5.185 in|Caliper Diameter:4.785 in
397438,50B31F-1H,Outside Diameter:6.520 in|Pitch Sprocket Diameter:6.178 in|Caliper Diameter:5.770 in
397442,50B32FL,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in
397450,100A23,Outside Diameter:9.840 in|Pitch Diameter:9.180 in|Caliper Diameter:8.409 in
397462,2040A30,Outside Diameter:5.060 in|Pitch Diameter:4.810 in|Caliper Diameter:4.498 in
397446,50B32F-1C,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in
397466,60B10FL,Outside Diameter:2.760 in|Pitch Diameter:2.427 in|Caliper Diameter:1.958 in
397354,50B35F-1F,Outside Diameter:7.320 in|Pitch Sprocket Diameter:6.973 in|Caliper Diameter:6.565 in
397493,50B17FP,Outside Diameter:3.720 in|Pitch Sprocket Diameter:3.401 in|Caliper Diameter:2.987 in
397470,50B60FP,Outside Diameter:12.300 in|Pitch Sprocket Diameter:11.942 in|Caliper Diameter:11.542 in
397454,50B30F-1B,Outside Diameter:6.320 in|Pitch Sprocket Diameter:5.979 in|Caliper Diameter:5.579 in
