main_image,catalog_number,specifications,chain_technical_data,sprocket_diameters,locking_bolts,id
,120A22,Stock Bore Diameter:1.250 in|Style:A |No. Teeth:22 |Outside Diameter:11.330 in|Pitch Diameter:10.541 in|Caliper Diameter:9.666 in|Weight:20.000 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120 ,,,395466
,120A24,Stock Bore Diameter:1.250 in|Style:A |No. Teeth:24 |Outside Diameter:12.290 in|Pitch Diameter:11.492 in|Caliper Diameter:10.617 in|Weight:24.800 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120 ,,,395490
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,140M80,Hub Diameter:9.000 in|LTB:5.188 in|Style:C1 |No. Teeth:80 |Outside Diameter:45.590 in|Pitch Diameter:44.575 in|Caliper Diameter:43.574 in|Max. Bore:5.500 in|Weight:348.000 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes ,Pitch:1.750 in|Chain Size:140 ,,,395720
,60A15,Stock Bore Diameter:0.750 in|Style:A |No. Teeth:15 |Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in|Weight:1.080 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,,,395919
,80B49,Stock Bore Diameter:1.250 in|Hub Diameter:5.250 in|LTB:2.000 in|Style:B |No. Teeth:49 |Outside Diameter:16.180 in|Pitch Diameter:15.608 in|Caliper Diameter:14.975 in|Max. Bore:3.250 in|Weight:35.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,395982
,35A54,Stock Bore Diameter:0.594 in|Style:A |No. Teeth:54 |Outside Diameter:6.660 in|Pitch Diameter:6.449 in|Caliper Diameter:6.249 in|Weight:1.400 lb|Tooth Nom. Thickness:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,395990
,60A42,Stock Bore Diameter:0.938 in|Style:A |No. Teeth:42 |Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in|Weight:9.840 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,,,395948
,160B18,Stock Bore Diameter:1.500 in|Hub Diameter:7.000 in|LTB:2.750 in|Style:B |No. Teeth:18 |Max. Bore:5.250 in|Weight:48.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:12.540 in|Pitch Diameter:11.518 in|Caliper Diameter:10.393 in,,395704
,50A60,Stock Bore Diameter:0.938 in|Style:A |No. Teeth:60 |Outside Diameter:12.300 in|Pitch Diameter:11.942 in|Caliper Diameter:11.542 in|Weight:10.800 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,396043
,60B18F-1L,Hub Diameter:3.500 in|LTB:1.250 in|Style:B |No. Teeth:18 |Finished Bore Diameter:1.750 in|Max. Bore:2.375 in|Weight:2.600 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:4.700 in|Pitch Diameter:4.319 in|Caliper Diameter:3.850 in,,396092
,50A50,Stock Bore Diameter:0.938 in|Style:A |No. Teeth:50 |Outside Diameter:10.310 in|Pitch Diameter:9.954 in|Caliper Diameter:9.554 in|Weight:7.100 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,396067
,160B12,Stock Bore Diameter:1.500 in|Hub Diameter:5.500 in|LTB:2.500 in|Style:B |No. Teeth:12 |Max. Bore:3.750 in|Weight:21.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:8.660 in|Pitch Diameter:7.728 in|Caliper Diameter:6.603 in,,396087
,2052B16,No. Teeth:16 |Plain Bore:0.750 in|Max. Bore:2.250 in|Hub Diameter:3.250 in|LTB:1.250 in|Weight:4.800 lb|Type:B |Tooth Nominal Width:0.343 in|Hardened Teeth:Yes ,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in,Outside Diameter:7.030 in|Pitch Diameter:6.407 in|Caliper DIameter:5.657 in,,396117
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,35JA25,Hub Diameter:2.063 in|LTB:0.625 in|Style:B |No. Teeth:25 |Outside Diameter:3.190 in|Pitch Diameter:2.992 in|Caliper Diameter:2.786 in|Max. Bore:1.250 in|Weight:0.440 lb|Tooth Nominal Width:0.168 in|Hardened Teeth :Yes ,Pitch:0.375 in|Chain Size:35 ,,,395737
,40BB18H,No. Teeth:18 |Chain Size:40 |O.D.:3.140 in|B:0.638 in|L:0.720 in|W:0.284 in|Weight:0.530 lb|Hardened Teeth:Yes ,,,,396121
,35B36FJ,Hub Diameter:2.250 in|LTB:0.875 in|Style:B |No. Teeth:36 |Finished Bore Diameter:0.625 in|Max. Bore:1.500 in|Weight:1.560 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:4.510 in|Pitch Diameter:4.303 in|Caliper Diameter:4.103 in,,395805
,2062B12,No. Teeth:12 |Plain Bore:0.750 in|Max. Bore:2.750 in|Hub Diameter:4.000 in|LTB:1.500 in|Weight:5.700 lb|Type:B |Tooth Nominal Width:0.459 in|Hardened Teeth:Yes ,Size:C2062 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.875 in,Outside Diameter:6.500 in|Pitch Diameter:5.796 in|Caliper Diameter:4.921 in,,396277
,2060B13,No. Teeth:13 |Plain Bore:0.750 in|Max. Bore:1.438 in|Hub Diameter:2.313 in|LTB:1.250 in|Weight:1.520 lb|Type:B |Tooth Nominal Width:0.459 in|Hardened Teeth:Yes ,Size:A2060/C2060 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.469 in,Outside Diameter:3.480 in|Pitch Diameter:3.228 in|Caliper Diameter:2.735 in,,396125
,2082B13,No. Teeth:13 |Plain Bore:1.375 in|Max. Bore:3.250 in|Hub Diameter:4.750 in|LTB:1.875 in|Weight:15.000 lb|Type:B |Tooth Nominal Width:0.575 in|Hardened Teeth:Yes ,Size:C2082 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :1.125 in,Outside Diameter:9.320 in|Pitch Diameter:8.357 in|Caliper Diameter:7.171 in,,396231
,60BTL42,Hub Diameter :3.563 in|LTB:1.250 in|Style:B |No. Teeth:42 |Outside Diameter:10.468 in|Pitch Diameter:10.036 in|Caliper Diameter:9.568 in|Max. Bore:2.000 in|Weight :10.000 lb|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60 ,,,396190
,35B24FH,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:24 |Finished Bore Diameter:0.500 in|Max. Bore:1.375 in|Weight:0.880 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:3.070 in|Pitch Diameter:2.873 in|Caliper Diameter:2.673 in,,396305
http://chains.ustsubaki.com/ImgMedium/triple strand.jpg,T60B17,Stock Bore Diameter:1.000 in|Hub Diameter:3.250 in|LTB:3.000 in|Style:B |No. Teeth:17 |Outside Diameter:4.460 in|Pitch Diameter:4.082 in|Caliper Diameter:3.595 in|Max. Bore:2.250 in|Weight:7.700 lb|Tooth Nominal Width:0.444 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60-3 ,,,396378
,D60B20,Stock Bore Diameter:1.000 in|Hub Diameter:3.750 in|LTB:2.125 in|Style:B |No. Teeth:20 |Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in|Max. Bore:2.500 in|Weight:7.720 lb|Tooth Nominal Width:0.444 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60-2 ,,,396400
,2060B25,No. Teeth:25 |Plain Bore:0.750 in|Max. Bore:2.250 in|Hub Diameter:3.250 in|LTB:1.500 in|Weight:6.080 lb|Type:B |Tooth Nominal Width:0.459 in|Hardened Teeth:Yes ,Size:A2060/C2060 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.469 in,Outside Diameter:6.380 in|Pitch Diameter:6.032 in|Caliper Diameter:5.551 in,,396297
http://chains.ustsubaki.com/ImgMedium/triple strand.jpg,T50B26,Stock Bore Diameter:1.000 in|Hub Diameter:3.750 in|LTB:2.625 in|Style:B |No. Teeth:26 |Outside Diameter:5.520 in|Pitch Diameter:5.185 in|Caliper Diameter:4.785 in|Max. Bore:2.500 in|Weight:11.020 lb|Tooth Nominal Width:0.332 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50-3 ,,,396370
http://chains.ustsubaki.com/ImgMedium/triple strand.jpg,T40B15,Stock Bore :0.500 in|Hub Diameter:1.813 in|LTB:2.125 in|Style:B |No. Teeth:15 |Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.079 in|Max. Bore:1.250 in|Weight:1.760 lb|Tooth Nominal Width:0.275 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40-3 ,,,396341
,2082B9,No. Teeth:9 |Plain Bore:1.000 in|Max. Bore:2.750 in|Hub Diameter:4.250 in|LTB:1.750 in|Weight:8.200 lb|Type:B |Tooth Nominal Width:0.575 in|Hardened Teeth:Yes ,Size:C2082 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :1.125 in,Outside Diameter:6.700 in|Pitch Diameter:5.848 in|Caliper Diameter:4.634 in,,396404
,60B24F-1F,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:24 |Finished Bore Diameter:1.375 in|Max. Bore:2.750 in|Weight:5.300 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in,,396153
,D60B60,Stock Bore Diameter:1.250 in|Hub Diameter:4.750 in|LTB:2.750 in|Style:B |No. Teeth:60 |Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in|Max. Bore:3.250 in|Weight:63.100 lb|Tooth Nominal Width:0.444 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60-2 ,,,396457
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS80A13,Pitch:1.000 in|No. Teeth:13 |Outside Diameter:4.660 in|Plain Bore:1.000 in|Max. Bore:2.000 in|LTB:2.188 in|C:1.625 in|D:3.016 in|Weight:6.500 lb|Tooth Nominal Width:0.575 in|Hardened Teeth:Yes ,,,,396481
,D60B13,Stock Bore Diameter:1.000 in|Hub Diameter:2.250 in|LTB:2.125 in|Style:B |No. Teeth:13 |Outside Diameter:3.490 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in|Max. Bore:1.500 in|Weight:2.600 lb|Tooth Nominal Width:0.444 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60-2 ,,,396424
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,80SF25,Hub Diameter:4.625 in|LTB:1.250 in|Style:B |No. Teeth:25 |Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in|Max. Bore:2.938 in|Weight:8.000 lb|Tooth Nom. Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,396566
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS100A20,Pitch:1.250 in|No. Teeth:20 |Outside Diameter:8.640 in|Plain Bore:1.250 in|Max. Bore:4.812 in|LTB:2.688 in|C:2.000 in|D:6.609 in|Weight:26.500 lb|Tooth Nominal Width:0.692 in|Hardened Teeth:Yes ,,,,396533
http://chains.ustsubaki.com/ImgMedium/triple strand.jpg,T60B36,Stock Bore Diameter:1.250 in|Hub Diameter:4.500 in|LTB:3.250 in|Style:B |No. Teeth:40 |Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in|Max. Bore:3.000 in|Weight:37.000 lb|Tooth Nominal Width:0.444 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60-3 ,,,396541
,D50B48,Stock Bore Diameter:1.188 in|Hub Diameter:4.250 in|LTB:2.375 in|Style:B |No. Teeth:48 |Outside Diameter:9.910 in|Pitch Diameter:9.556 in|Caliper Diameter:9.156 in|Max. Bore:2.750 in|Weight:24.080 lb|Tooth Nominal Width:0.332 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50-2 ,,,396428
http://chains.ustsubaki.com/ImgMedium/triple strand.jpg,T80B18,Stock Bore Diameter:1.000 in|Hub Diameter:4.734 in|LTB:3.875 in|Style:B |No. Teeth:18 |Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in|Max. Bore:3.250 in|Weight:21.200 lb|Tooth Nominal Width:0.557 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80-3 ,,,396549
,60BTL28,Hub Diameter :3.625 in|LTB:1.250 in|Style:B |No. Teeth:28 |Outside Diameter:7.107 in|Pitch Diameter:7.110 in|Caliper Diameter:6.698 in|Max. Bore:2.000 in|Weight :4.000 lb|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60 ,,,396664
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,120SF15,Hub Diameter:4.625 in|LTB:1.250 in|Style:B |No. Teeth:15 |Outside Diameter:7.960 in|Pitch Diameter:7.215 in|Caliper Diameter:6.300 in|Max. Bore:2.938 in|Weight:8.000 lb|Tooth Nominal Width:0.894 in|Hardened Teeth :Yes ,Pitch:1.500 in|Chain Size:120 ,,,396631
,60BTL14,Hub Diameter :2.469 in|LTB:1.000 in|Style:B |No. Teeth:14 |Outside Diameter:3.736 in|Pitch Diameter:3.371 in|Caliper Diameter:2.902 in|Max. Bore:1.250 in|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60 ,,,396676
http://chains.ustsubaki.com/ImgMedium/triple strand.jpg,T100B17,Stock Bore Diameter:1.250 in|Hub Diameter:5.250 in|LTB:4.500 in|Style:B |No. Teeth:17 |Outside Diameter:7.440 in|Pitch Diameter:6.803 in|Caliper Diameter:6.024 in|Max. Bore:3.500 in|Weight:33.800 lb|Tooth Nominal Width:0.692 in|Hardened Teeth:Yes ,Pitch:1.250 in|Chain Size:100-3 ,,,396357
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,35JA28,Hub Diameter:2.063 in|LTB:0.625 in|Style:B |No. Teeth:28 |Outside Diameter:3.550 in|Pitch Diameter:3.349 in|Caliper Diameter:3.149 in|Max. Bore:1.250 in|Weight:0.520 lb|Tooth Nominal Width:0.168 in|Hardened Teeth :Yes ,Pitch:0.375 in|Chain Size:35 ,,,396781
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS40A24,Pitch:0.500 in|No. Teeth:24 |Outside Diameter:4.100 in|Plain Bore:0.625 in|Max. Bore:1.250 in|LTB:1.406 in|C:1.125 in|D:2.266 in|Weight:4.000 lb|Tooth Nominal Width:0.284 in|Hardened Teeth:Yes ,,,,396586
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,120F36,Hub Diameter:6.625 in|LTB:2.500 in|Style:C |No. Teeth:36 |Outside Diameter:18.050 in|Pitch Diameter:17.211 in|Caliper Diameter:16.336 in|Max. Bore:3.938 in|Weight:63.400 lb|Tooth Nominal Width:0.894 in,Pitch:1.500 in|Chain Size:120 ,,,396623
,80BTL28,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:28 |Outside Diameter:9.475 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in|Max. Bore:2.500 in|Weight:9.500 lb|Tooth Nom. Width:0.575 in|Hardened Teeth:Yes ,Pitch:1.000 in|Chain Size:80 ,,,396688
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,80SF22,Hub Diameter:4.625 in|LTB:1.250 in|Style:B |No. Teeth:22 |Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in|Max. Bore:2.938 in|Weight:6.300 lb|Tooth Nom. Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,396769
,80BTL16,Hub Diameter:3.250 in|LTB:1.500 in|Style:B |No. Teeth:16 |Outside Diameter:5.627 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in|Max. Bore:2.000 in|Weight:2.800 lb|Tooth Nom. Width:0.575 in|Hardened Teeth:Yes ,Pitch:1.000 in|Chain Size:80 ,,,396700
,60B31F-1H,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:31 |Finished Bore Diameter:1.500 in|Max. Bore:2.750 in|Weight:7.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:7.830 in|Pitch Diameter:7.413 in|Caliper Diameter:6.935 in,,396704
,50BTL27,Hub Diameter:3.625 in|LTB:1.250 in|Style:B |No. Teeth:27 |Outside Diameter:5.723 in|Pitch Diameter:5.384 in|Caliper Diameter:4.975 in|Max. Bore:2.000 in|Weight:2.600 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,396680
,80B11SS,Stock Bore Diameter:1.000 in|Hub Diameter:2.813 in|LTB:1.625 in|Style:B |No. Teeth:11 |Outside Diameter:4.010 in|Pitch Diameter:3.550 in|Caliper Diameter:1.625 in|Max. Bore:3.200 in|Weight:3.200 lb|Tooth Nominal Width:0.575 in,Pitch:1.000 in|Chain Size:80.000 ,,,396844
,160B28,Stock Bore Diameter:1.500 in|Hub Diameter:7.000 in|LTB:3.000 in|Style:B |No. Teeth:28 |Max. Bore:5.250 in|Weight:98.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:18.950 in|Pitch Diameter:17.862 in|Caliper Diameter:16.737 in,,396822
,2062B13,No. Teeth:13 |Plain Bore:0.750 in|Max. Bore:2.750 in|Hub Diameter:4.000 in|LTB:1.500 in|Weight:6.280 lb|Type:B |Tooth Nominal Width:0.459 in|Hardened Teeth:Yes ,Size:C2062 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.875 in,Outside Diameter:6.990 in|Pitch Diameter:6.268 in|Caliper Diameter:5.347 in,,396881
,60BTL20,Hub Diameter :3.625 in|LTB:1.250 in|Style:B |No. Teeth:20 |Outside Diameter:5.185 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in|Max. Bore:2.000 in|Weight :1.900 lb|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60 ,,,396655
http://chains.ustsubaki.com/ImgMedium/TL Spkt.jpg,D60CTL42,Hub Diameter :4.250 in|LTB:1.750 in|Style:C |No. Teeth:42 |Outside Diameter:10.458 in|Pitch Diameter:10.036 in|Caliper Diameter:9.568 in|Max. Bore:2.500 in|Weight :25.500 lb|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60-2 ,,,396990
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,50SDS45,Hub Diameter:3.188 in|LTB:0.750 in|Style:B |No. Teeth:45 |Outside Diameter:9.310 in|Pitch Diameter:8.960 in|Caliper Diameter:8.554 in|Max. Bore:2.000 in|Weight:5.900 lb|Tooth Nominal Width:0.343 in,Pitch:0.625 in|Chain Size:50 ,,,396818
http://chains.ustsubaki.com/ImgMedium/TL Spkt.jpg,D60BTL15,Hub Diameter :2.813 in|LTB:1.500 in|Style:B |No. Teeth:15 |Outside Diameter:3.979 in|Pitch Diameter:3.607 in|Caliper Diameter:3.119 in|Max. Bore:1.625 in|Weight :1.300 lb|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60-2 ,,,396982
,35B16FH,Hub Diameter:1.469 in|LTB:0.750 in|Style:B |No. Teeth:16 |Finished Bore Diameter:0.500 in|Max. Bore:0.938 in|Weight:0.350 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:2.110 in|Pitch Diameter:1.922 in|Caliper Diameter:1.722 in,,396574
,50A30,Stock Bore Diameter:0.719 in|Style:A |No. Teeth:30 |Outside Diameter:6.320 in|Pitch Diameter:5.979 in|Caliper Diameter:5.579 in|Weight:2.540 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,396840
,50BTL36,Hub Diameter:3.563 in|LTB:1.250 in|Style:B |No. Teeth:36 |Outside Diameter:7.519 in|Pitch Diameter:7.171 in|Caliper Diameter:6.771 in|Max. Bore:2.000 in|Weight:4.300 lb|Tooth Nominal Width:0.343 in,Pitch:0.625 in|Chain Size:50 ,,,397056
,60BTL45,Hub Diameter :3.563 in|LTB:1.250 in|Style:B |No. Teeth:45 |Outside Diameter:11.175 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in|Max. Bore:2.000 in|Weight :11.500 lb|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60 ,,,397040
,60B23F-1B,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:23 |Finished Bore Diameter:1.125 in|Max. Bore:2.750 in|Weight:5.000 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in,,397097
,40BTL96,Hub Diameter:3.563 in|LTB:1.250 in|Style:B |No. Teeth:96 |Outside Diameter:15.573 in|Pitch Diameter:15.282 in|Caliper Diameter:14.969 in|Max. Bore:2.000 in|Weight:14.600 lb|Tooth Nom. Thickness:0.284 in,Pitch:0.500 in|Chain Size:40 ,,,397044
,D50B25,Stock Bore Diameter:1.000 in|Hub Diameter:3.625 in|LTB:1.875 in|Style:B |No. Teeth:25 |Outside Diameter:5.320 in|Pitch Diameter:4.987 in|Caliper Diameter:4.577 in|Max. Bore:2.500 in|Weight:6.940 lb|Tooth Nominal Width:0.332 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50-2 ,,,397174
,100A25,Stock Bore Diameter:1.250 in|Style:A |No. Teeth:25 |Weight:13.900 lb|Tooth Nominal Width:0.692 in|Hardened Teeth:Yes ,Pitch:1.250 in|Chain Size:100 ,Outside Diameter:10.650 in|Pitch Diameter:9.974 in|Caliper Diameter:9.204 in,,397133
http://chains.ustsubaki.com/ImgMedium/TL Spkt.jpg,D40CTL48,Hub Diameter:4.250 in|LTB:1.750 in|Style:C |No. Teeth:48 |Outside Diameter:7.928 in|Pitch Diameter:7.645 in|Caliper Diameter:7.332 in|Max. Bore:2.500 in|Weight:9.600 lb|Tooth Nom. Thickness:0.275 in,Pitch:0.500 in|Chain Size:40-2 ,,,397060
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,50SDS36,Hub Diameter:3.188 in|LTB:0.750 in|Style:B |No. Teeth:36 |Outside Diameter:7.520 in|Pitch Diameter:7.171 in|Caliper Diameter:6.771 in|Max. Bore:2.000 in|Weight:3.640 lb|Tooth Nominal Width:0.343 in,Pitch:0.625 in|Chain Size:50 ,,,397182
,140B19,Stock Bore Diameter:1.500 in|Hub Diameter:6.250 in|LTB:2.500 in|Style:B |No. Teeth:19 |Max. Bore:4.250 in|Weight:34.100 lb|Tooth Nominal Width:0.924 in,Pitch:1.750 in|Chain Size:140 ,Outside Diameter:11.540 in|Pitch Diameter:10.633 in|Caliper Diameter:9.596 in,,397244
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS60ATL17,Pitch:0.750 in|No. Teeth:17 |Outside Diameter:4.460 in|Bushing:1615 |Max. Bore:1.625 in|LTB:1.938 in|C:1.484 in|D:3.219 in|Weight:4.500 lb|Tooth Nominal Width:0.459 in|Hardened Teeth:Yes ,,,,397379
,80B18F-1L,Hub Diameter:4.250 in|LTB:1.500 in|Style:B |No. Teeth:18 |Finished Bore Diameter:1.750 in|Max. Bore:2.750 in|Weight:6.500 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in,,397439
,40B30F-1D,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:30 |Finished Bore Diameter:1.250 in|Max. Bore:2.250 in|Weight:2.700 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:5.060 in|Pitch Diameter:4.783 in|Caliper Diameter:4.471 in,,397455
,41B13FL,Hub Diameter:1.563 in|LTB:0.875 in|Style:B |No. Teeth:13 |Finished Bore Diameter:0.750 in|Max. Bore:0.750 in|Weight:0.430 lb|Tooth Nominal Width:0.227 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:41 ,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.768 in,,397506
,50B45F-1H,Hub Diameter:3.750 in|LTB:1.250 in|Style:B |No. Teeth:45 |Finished Bore Diameter:1.500 in|Max. Bore:2.500 in|Weight:8.000 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:9.310 in|Pitch Sprocket Diameter:8.960 in|Caliper Diameter:8.554 in,,397575
,35B12FL,Hub Diameter:1.219 in|LTB:0.750 in|Style:B |No. Teeth:12 |Finished Bore Diameter:0.750 in|Max. Bore:0.563 in|Weight:0.200 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:1.630 in|Pitch Diameter:1.449 in|Caliper Diameter:1.249 in,,397351
,50B32F-1D,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:32 |Finished Bore Diameter:1.250 in|Max. Bore:2.250 in|Weight:4.700 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in,,397447
,160A15,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:15 |Weight:21.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:10.610 in|Pitch Diameter:9.620 in|Caliper Diameter:8.442 in,,397335
,60B45SS,Stock Bore Diameter:0.750 in|Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:45 |Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in|Max. Bore:2.750 in|Weight:14.500 lb|Tooth Nominal Width:0.459 in,Pitch:0.750 in|Chain Size:60 ,,,397678
,100B35,Stock Bore Diameter:1.250 in|Hub Diameter:5.000 in|LTB:2.500 in|Style:B |No. Teeth:35 |Max. Bore:3.313 in|Weight:36.900 lb|Tooth Nominal Width:0.692 in|Hardened Teeth:Yes ,Pitch:1.250 in|Chain Size:100 ,Outside Diameter:14.640 in|Pitch Diameter:13.945 in|Caliper Diameter:13.181 in,,397599
