main_image,catalog_number,specifications,chain_technical_data,sprocket_diameters,locking_bolts,id
,50B36F-1G,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:36 |Finished Bore Diameter:1.438 in|Max. Bore:2.250 in|Weight:5.500 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:7.520 in|Pitch Sprocket Diameter:7.171 in|Caliper Diameter:6.771 in,,397602
,80B60F-1F,Hub Diameter:5.250 in|LTB:2.000 in|Style:B |No. Teeth:60 |Finished Bore Diameter:1.375 in|Max. Bore:3.500 in|Weight:58.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in,,397631
,80B27F-1L,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:27 |Finished Bore Diameter:1.750 in|Max. Bore:3.250 in|Weight:14.700 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in,,397590
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,40SH24,Hub Diameter:2.688 in|LTB:0.813 in|Style:B |No. Teeth:24 |Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.518 in|Max. Bore:1.625 in|Weight:1.220 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,,,397615
,80B36F-2C,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:36 |Finished Bore Diameter:2.188 in|Max. Bore:3.250 in|Weight:22.400 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:12.030 in|Pitch Diameter:11.474 in|Caliper Diameter:10.849 in,,397635
,80B28F-1J,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:28 |Finished Bore Diameter:1.625 in|Max. Bore:3.250 in|Weight:15.300 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in,,397643
,80B18F-1R,Hub Diameter:4.250 in|LTB:1.500 in|Style:B |No. Teeth:18 |Finished Bore Diameter:1.938 in|Max. Bore:2.750 in|Weight:6.500 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in,,397669
,80B28F-2G,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:28 |Finished Bore Diameter:2.438 in|Max. Bore:3.250 in|Weight:15.300 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in,,397639
,80B28F-2R,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:28 |Finished Bore Diameter:2.938 in|Max. Bore:3.250 in|Weight:15.300 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in,,397648
,80B21F-1H,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:21 |Finished Bore Diameter:1.500 in|Max. Bore:2.750 in|Weight:8.900 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in,,397681
,60B24F-1L,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:24 |Finished Bore Diameter:1.750 in|Max. Bore:2.750 in|Weight:5.300 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in,,397673
,D35B48,Stock Bore Diameter:0.750 in|Hub Diameter:2.500 in|LTB:1.375 in|Style:B |No. Teeth:48 |Outside Diameter:5.950 in|Pitch Diameter:5.734 in|Caliper Diameter:5.534 in|Max. Bore:1.750 in|Weight:4.660 lb|Plate Nom. Width:0.162 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,397665
,80B22F-1L,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:22 |Finished Bore Diameter:1.750 in|Max. Bore:2.750 in|Weight:9.500 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in,,397710
,25B22SS,,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in,,,397694
,80B22F-2G,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:22 |Finished Bore Diameter:2.438 in|Max. Bore:2.750 in|Weight:9.500 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in,,397689
,D40B12,Stock Bore :0.500 in|Hub Diameter:1.188 in|LTB:1.500 in|Style:B |No. Teeth:12 |Outside Diameter:2.170 in|Pitch Diameter:1.932 in|Caliper Diameter:1.620 in|Max. Bore:0.938 in|Weight:0.760 lb|Tooth Nominal Width:0.275 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40-2 ,,,397726
,80B24F-1C,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:24 |Finished Bore Diameter:1.188 in|Max. Bore:2.750 in|Weight:10.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in,,397685
,D160B20,Stock Bore Diameter:2.000 in|Hub Diameter:7.000 in|LTB:4.750 in|Style:B |No. Teeth:20 |Outside Diameter:13.830 in|Pitch Diameter:12.784 in|Caliper Diameter:11.659 in|Max. Bore:5.250 in|Weight:119.000 lb|Tooth Nominal Width:1.119 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160-2 ,,,397734
,80B24F-1J,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:24 |Finished Bore Diameter:1.625 in|Max. Bore:2.750 in|Weight:10.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in,,397698
,80B21F-2R,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:21 |Finished Bore Diameter:2.938 in|Max. Bore:2.750 in|Weight:8.900 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in,,397702
,D35B21,Stock Bore Diameter:0.750 in|Hub Diameter:2.063 in|LTB:1.375 in|Style:B |No. Teeth:21 |Outside Diameter:2.710 in|Pitch Diameter:2.516 in|Caliper Diameter:2.309 in|Max. Bore:1.375 in|Weight:1.240 lb|Plate Nom. Width:0.162 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,397722
,D35B17,Stock Bore Diameter:0.500 in|Hub Diameter:1.594 in|LTB:1.250 in|Style:B |No. Teeth:17 |Outside Diameter:2.230 in|Pitch Diameter:2.041 in|Caliper Diameter:1.832 in|Max. Bore:1.063 in|Weight:0.740 lb|Plate Nom. Width:0.162 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,397742
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS40A20,Pitch:0.500 in|No. Teeth:20 |Outside Diameter:3.460 in|Plain Bore:0.625 in|Max. Bore:1.750 in|LTB:1.406 in|C:1.125 in|D:2.625 in|Weight:2.600 lb|Tooth Nominal Width:0.284 in|Hardened Teeth:Yes ,,,,397730
,40A16,Stock Bore Diameter:0.625 in|Style:A |No. Teeth:16 |Outside Diameter:2.810 in|Pitch Diameter:2.563 in|Caliper Diameter:2.250 in|Weight:0.340 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,,,397714
,80B26F-1H,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:26 |Finished Bore Diameter:1.500 in|Max. Bore:3.250 in|Weight:14.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in,,397750
,240A35,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:35 |Weight:416.000 lb|Tooth Nominal Width:1.738 in|Hardened Teeth:Yes ,Pitch:3.000 in|Chain Size:240 ,Outside Diameter:35.130 in|Pitch Diameter:33.467 in|Caliper Diameter:31.559 in,,397774
,120A11,Stock Bore Diameter:1.250 in|Style:A |No. Teeth:11 |Outside Diameter:6.010 in|Pitch Diameter:5.325 in|Caliper Diameter:4.395 in|Weight:4.800 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120 ,,,397738
,140B25,Stock Bore Diameter:1.500 in|Hub Diameter:6.250 in|LTB:2.500 in|Style:B |No. Teeth:25 |Max. Bore:4.250 in|Weight:47.800 lb|Tooth Nominal Width:0.924 in,Pitch:1.750 in|Chain Size:140 ,Outside Diameter:14.900 in|Pitch Diameter:13.963 in|Caliper Diameter:12.935 in,,397790
,80B60F-2C,Hub Diameter:5.250 in|LTB:2.000 in|Style:B |No. Teeth:60 |Finished Bore Diameter:2.188 in|Max. Bore:3.500 in|Weight:58.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in,,397794
http://chains.ustsubaki.com/ImgMedium/triple strand.jpg,T40B14,Stock Bore :0.500 in|Hub Diameter:1.688 in|LTB:2.125 in|Style:B |No. Teeth:14 |Outside Diameter:2.490 in|Pitch Diameter:2.247 in|Caliper Diameter:1.934 in|Max. Bore:1.125 in|Weight:1.500 lb|Tooth Nominal Width:0.275 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40-3 ,,,397770
http://chains.ustsubaki.com/ImgMedium/a1900.jpg,C2080VRP-10,,,,,397803
,D40B30,Stock Bore :0.875 in|Hub Diameter:3.250 in|LTB:1.625 in|Style:B |No. Teeth:30 |Outside Diameter:5.060 in|Pitch Diameter:4.783 in|Caliper Diameter:4.471 in|Max. Bore:2.250 in|Weight:5.340 lb|Tooth Nominal Width:0.275 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40-2 ,,,397778
,D160B13,Stock Bore Diameter:2.000 in|Hub Diameter:6.000 in|LTB:4.750 in|Style:B |No. Teeth:13 |Outside Diameter:9.310 in|Pitch Diameter:8.358 in|Caliper Diameter:7.171 in|Max. Bore:4.000 in|Weight:48.000 lb|Tooth Nominal Width:1.119 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160-2 ,,,397821
,D120B17,Stock Bore Diameter:1.500 in|Hub Diameter:5.250 in|LTB:3.750 in|Style:B |No. Teeth:17 |Outside Diameter:8.920 in|Pitch Diameter:8.163 in|Caliper Diameter:7.254 in|Max. Bore:3.500 in|Weight:36.900 lb|Tooth Nominal Width:0.894 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120-2 ,,,397826
,80B19F-1R,Hub Diameter:4.250 in|LTB:1.500 in|Style:B |No. Teeth:19 |Finished Bore Diameter:1.938 in|Max. Bore:2.750 in|Weight:7.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:6.590 in|Pitch Diameter:6.076 in|Caliper Diameter:5.430 in,,397766
,80B60F-1L,Hub Diameter:5.250 in|LTB:2.000 in|Style:B |No. Teeth:60 |Finished Bore Diameter:1.750 in|Max. Bore:3.500 in|Weight:58.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in,,397799
,D140B18,Stock Bore Diameter:1.750 in|Hub Diameter:7.000 in|LTB:4.000 in|Style:B |No. Teeth:18 |Outside Diameter:10.980 in|Pitch Diameter:10.078 in|Caliper Diameter:9.078 in|Max. Bore:5.250 in|Weight:65.600 lb|Tooth Nominal Width:0.894 in|Hardened Teeth:Yes ,Pitch:1.750 in|Chain Size:140-2 ,,,397812
,D160B26,Stock Bore Diameter:2.000 in|Hub Diameter:7.500 in|LTB:4.750 in|Style:B |No. Teeth:26 |Outside Diameter:17.670 in|Pitch Diameter:16.592 in|Caliper Diameter:15.467 in|Max. Bore:5.375 in|Weight:201.000 lb|Tooth Nominal Width:1.119 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160-2 ,,,397838
,80B17F-1R,Hub Diameter:4.000 in|LTB:1.500 in|Style:B |No. Teeth:17 |Finished Bore Diameter:1.938 in|Max. Bore:2.750 in|Weight:6.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in,,397855
,2052B30,No. Teeth:30 |Plain Bore:1.000 in|Max. Bore:2.750 in|Hub Diameter:3.750 in|LTB:1.250 in|Weight:12.900 lb|Type:B |Tooth Nominal Width:0.343 in|Hardened Teeth:Yes ,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in,Outside Diameter:12.640 in|Pitch Diameter:11.958 in|Caliper DIameter:11.208 in,,397913
,D120B13,Stock Bore Diameter:1.500 in|Hub Diameter:4.500 in|LTB:3.750 in|Style:B |No. Teeth:13 |Outside Diameter:6.990 in|Pitch Diameter:6.269 in|Caliper Diameter:5.347 in|Max. Bore:3.000 in|Weight:21.100 lb|Tooth Nominal Width:0.894 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120-2 ,,,397830
,50B16FL,Hub Diameter:2.500 in|LTB:1.000 in|Style:B |No. Teeth:16 |Finished Bore Diameter:0.750 in|Max. Bore:1.750 in|Weight:1.450 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:3.520 in|Pitch Sprocket Diameter:3.204 in|Caliper Diameter:2.804 in,,397882
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS40A23,Pitch:0.500 in|No. Teeth:23 |Outside Diameter:3.940 in|Plain Bore:0.625 in|Max. Bore:1.062 in|LTB:1.406 in|C:1.125 in|D:2.094 in|Weight:3.500 lb|Tooth Nominal Width:0.284 in|Hardened Teeth:Yes ,,,,397847
,60B48F-2G,Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:48 |Finished Bore Diameter:2.438 in|Max. Bore:2.750 in|Weight:15.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in,,397917
,60B48F-1F,Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:48 |Finished Bore Diameter:1.375 in|Max. Bore:2.750 in|Weight:15.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in,,397922
,60B45F-1G,Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:45 |Finished Bore Diameter:1.438 in|Max. Bore:2.750 in|Weight:13.800 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in,,397934
,60B54F-1R,Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:54 |Finished Bore Diameter:1.938 in|Max. Bore:2.750 in|Weight:21.000 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:13.330 in|Pitch Diameter:12.889 in|Caliper Diameter:12.430 in,,397956
,D140B15,Stock Bore Diameter:1.625 in|Hub Diameter:6.500 in|LTB:3.750 in|Style:B |No. Teeth:15 |Outside Diameter:9.280 in|Pitch Diameter:8.418 in|Caliper Diameter:7.371 in|Max. Bore:4.500 in|Weight:42.500 lb|Tooth Nominal Width:0.894 in|Hardened Teeth:Yes ,Pitch:1.750 in|Chain Size:140-2 ,,,397817
,60B54F-1D,Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:54 |Finished Bore Diameter:1.250 in|Max. Bore:2.750 in|Weight:21.000 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:13.330 in|Pitch Diameter:12.889 in|Caliper Diameter:12.430 in,,397960
,50BTL35,Hub Diameter:3.563 in|LTB:1.250 in|Style:B |No. Teeth:35 |Outside Diameter:7.319 in|Pitch Diameter:6.972 in|Caliper Diameter:6.565 in|Max. Bore:2.000 in|Weight:4.200 lb|Tooth Nominal Width:0.343 in,Pitch:0.625 in|Chain Size:50 ,,,397904
,D35B23,Stock Bore Diameter:0.750 in|Hub Diameter:2.250 in|LTB:1.375 in|Style:B |No. Teeth:23 |Outside Diameter:2.950 in|Pitch Diameter:2.754 in|Caliper Diameter:2.548 in|Max. Bore:1.500 in|Weight:1.54 lb|Plate Nom. Width:0.162 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,397986
http://chains.ustsubaki.com/ImgMedium/triple strand.jpg,T50B19,Stock Bore Diameter:1.000 in|Hub Diameter:3.125 in|LTB:2.500 in|Style:B |No. Teeth:19 |Outside Diameter:4.120 in|Pitch Diameter:3.798 in|Caliper Diameter:3.384 in|Max. Bore:2.125 in|Weight:5.600 lb|Tooth Nominal Width:0.332 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50-3 ,,,397949
,160B16,Stock Bore Diameter:1.500 in|Hub Diameter:7.000 in|LTB:2.750 in|Style:B |No. Teeth:16 |Max. Bore:5.250 in|Weight:41.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:11.260 in|Pitch Diameter:10.252 in|Caliper Diameter:9.127 in,,397965
,60B48F-1C,Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:48 |Finished Bore Diameter:1.188 in|Max. Bore:2.750 in|Weight:15.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in,,397909
,80B12F-1H,Hub Diameter:3.125 in|LTB:1.625 in|Style:B |No. Teeth:12 |Finished Bore Diameter:1.500 in|Max. Bore:1.875 in|Weight:3.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in,,397990
,80B13F-1R,Hub Diameter:3.000 in|LTB:1.500 in|Style:B |No. Teeth:13 |Finished Bore Diameter:1.938 in|Max. Bore:2.000 in|Weight:3.500 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in,,397978
,60B60F-1L,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:60 |Finished Bore Diameter:1.750 in|Max. Bore:2.750 in|Weight:25.000 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in,,397944
,80B13F-1H,Hub Diameter:3.000 in|LTB:1.500 in|Style:B |No. Teeth:13 |Finished Bore Diameter:1.500 in|Max. Bore:2.000 in|Weight:3.500 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in,,397998
,160A24,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:24 |Weight:56.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:16.390 in|Pitch Diameter:15.322 in|Caliper Diameter:14.197 in,,398010
,60B42F-1G,Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:42 |Finished Bore Diameter:1.438 in|Max. Bore:2.750 in|Weight:12.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in,,397930
,80B17F-1L,Hub Diameter:4.000 in|LTB:1.500 in|Style:B |No. Teeth:17 |Finished Bore Diameter:1.750 in|Max. Bore:2.750 in|Weight:6.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in,,398006
,D120B22,Stock Bore Diameter:1.500 in|Hub Diameter:5.750 in|LTB:4.000 in|Style:B |No. Teeth:22 |Outside Diameter:11.330 in|Pitch Diameter:10.541 in|Caliper Diameter:9.666 in|Max. Bore:3.813 in|Weight:64.000 lb|Tooth Nominal Width:0.894 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120-2 ,,,398014
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,120SF14,Hub Diameter:4.625 in|LTB:1.250 in|Style:B |No. Teeth:14 |Outside Diameter:7.470 in|Pitch Diameter:6.741 in|Caliper Diameter:5.866 in|Max. Bore:2.938 in|Weight:7.400 lb|Tooth Nominal Width:0.894 in|Hardened Teeth :Yes ,Pitch:1.500 in|Chain Size:120 ,,,398002
,80B11F-1H,Hub Diameter:2.813 in|LTB:1.625 in|Style:B |No. Teeth:11 |Finished Bore Diameter:1.500 in|Max. Bore:1.625 in|Weight:1.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:4.010 in|Pitch Diameter:3.550 in|Caliper Diameter:2.888 in,,397994
,200A32,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:32 |Weight:196.000 lb|Tooth Nominal Width:1.389 in|Hardened Teeth:Yes ,Pitch:2.500 in|Chain Size:200 ,Outside Diameter:26.880 in|Pitch Diameter:25.505 in|Caliper Diameter:23.943 in,,398026
,41B20FJ,Hub Diameter:2.750 in|LTB:1.000 in|Style:B |No. Teeth:20 |Finished Bore Diameter:0.625 in|Max. Bore:0.625 in|Weight:1.390 lb|Tooth Nominal Width:0.227 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:41 ,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.890 in,,398038
,60B60F-1B,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:60 |Finished Bore Diameter:1.125 in|Max. Bore:2.750 in|Weight:25.000 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in,,397970
,80B17F-1C,Hub Diameter:4.000 in|LTB:1.500 in|Style:B |No. Teeth:17 |Finished Bore Diameter:1.188 in|Max. Bore:2.750 in|Weight:6.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in,,398030
,80B16F-1G,Hub Diameter:4.000 in|LTB:1.500 in|Style:B |No. Teeth:16 |Finished Bore Diameter:1.438 in|Max. Bore:2.750 in|Weight:5.500 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in,,398022
,200A12,Stock Bore Diameter:1.375 in|Style:A |No. Teeth:12 |Weight:24.000 lb|Tooth Nominal Width:1.389 in|Hardened Teeth:Yes ,Pitch:2.500 in|Chain Size:200 ,Outside Diameter:10.830 in|Pitch Diameter:9.660 in|Caliper Diameter:8.098 in,,398066
,50A46,Stock Bore Diameter:0.938 in|Style:A |No. Teeth:46 |Outside Diameter:9.510 in|Pitch Diameter:9.159 in|Caliper Diameter:8.759 in|Weight:6.420 lb|Tooth Nominal Width:0.343 in,Pitch:0.625 in|Chain Size:50 ,,,1752423
,60B12F-1C,Hub Diameter:2.375 in|LTB:1.250 in|Style:B |No. Teeth:12 |Finished Bore Diameter:1.188 in|Max. Bore:1.375 in|Weight:1.300 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:3.250 in|Pitch Diameter:2.898 in|Caliper Diameter:2.429 in,,398057
,35B27F-1C,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:27 |Finished Bore Diameter:1.188 in|Max. Bore:1.375 in|Weight:0.940 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:3.430 in|Pitch Diameter:3.230 in|Caliper Diameter:3.025 in,,1752432
,80B23F-1R,Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:23 |Finished Bore Diameter:1.938 in|Max. Bore:2.750 in|Weight:10.200 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in,,1752456
,80B11F-1C,Hub Diameter:2.813 in|LTB:1.625 in|Style:B |No. Teeth:11 |Finished Bore Diameter:1.188 in|Max. Bore:1.625 in|Weight:1.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:4.010 in|Pitch Diameter:3.550 in|Caliper Diameter:2.888 in,,398072
,40B29F-1H,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:29 |Finished Bore Diameter:1.500 in|Max. Bore:2.250 in|Weight:2.600 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.900 in|Pitch Diameter:4.625 in|Caliper Diameter:4.305 in,,1752440
