id,catalog_number,factors
5118423,23234EJW33,e - ISO Factor:0.33 |Y0 - ISO Factor:2.08 |Y1 - ISO Factor:3.09 |Y2 - ISO Factor:2.03 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.0909 
5119975,22240KEJW33,e - ISO Factor:0.27 |Y0 - ISO Factor:2.5 |Y1 - ISO Factor:3.72 |Y2 - ISO Factor:2.44 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0992 
5118285,22332EMBW33C3,e - ISO Factor:0.32 |Y0 - ISO Factor:2.09 |Y1 - ISO Factor:3.11 |Y2 - ISO Factor:2.04 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.092 
5119607,23056KEJW507C08,e - ISO Factor:0.23 |Y0 - ISO Factor:2.92 |Y1 - ISO Factor:4.35 |Y2 - ISO Factor:2.86 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1300 |Cg - Geometry Factor:0.1182 
5076586,23096YMBW507C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):600 |Cg - Geometry Factor:0.1015 
5116813,22220EJW33C3,e - ISO Factor:0.24 |Y0 - ISO Factor:2.85 |Y1 - ISO Factor:4.24 |Y2 - ISO Factor:2.78 |Reference Thermal Speed Rating (Grease):3100 |Reference Thermal Speed Rating (Oil):3800 |Cg - Geometry Factor:0.0694 
5117546,22334KEMBW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0955 
5069306,23292YMBW507C08,e - ISO Factor:0.34 |Y0 - ISO Factor:1.96 |Y1 - ISO Factor:2.93 |Y2 - ISO Factor:1.92 |Reference Thermal Speed Rating (Grease):290 |Reference Thermal Speed Rating (Oil):310 |Cg - Geometry Factor:0.1033 
5118621,23148KEMBW40IW534,e - ISO Factor:0.3 |Y0 - ISO Factor:2.28 |Y1 - ISO Factor:3.4 |Y2 - ISO Factor:2.23 |Reference Thermal Speed Rating (Grease):930 |Reference Thermal Speed Rating (Oil):1100 |Cg - Geometry Factor:0.1105 
5118392,22244EMBW33,e - ISO Factor:0.27 |Y0 - ISO Factor:2.51 |Y1 - ISO Factor:3.73 |Y2 - ISO Factor:2.45 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1057 
5117918,22328EMW33,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):1600 |Reference Thermal Speed Rating (Oil):1800 |Cg - Geometry Factor:0.0914 
5082499,6212-2RS,Grease Reference Speed:6500 rpm|Oil Reference Speed:9300 rpm
5110869,6212-Z-NR,Grease Reference Speed:6500 rpm|Oil Reference Speed:9300 rpm
5120270,23326EMW33W800,e - ISO Factor:0.42 |Y0 - ISO Factor:1.62 |Y1 - ISO Factor:2.42 |Y2 - ISO Factor:1.59 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.086 
5081853,6316-Z,Grease Reference Speed:5200 rpm|Oil Reference Speed:7500 rpm
5118898,23048EMW33C08,e - ISO Factor:0.23 |Y0 - ISO Factor:2.91 |Y1 - ISO Factor:4.34 |Y2 - ISO Factor:2.85 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1059 
5110809,6203-Z-NR,Grease Reference Speed:17000 rpm|Oil Reference Speed:25000 rpm
5118635,23236EMBW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.0931 
5118450,22338KEMBW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.12 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.1021 
5110770,6044M,Grease Reference Speed:2600 rpm|Oil Reference Speed:3600 rpm
5116286,NJ328EMA,Reference Thermal Speed Rating (Grease):1900 |Reference Thermal Speed Rating (Oil):2100 |Cg - Geometry Factor:0.112 
5119182,24072EMBW33W45A,e - ISO Factor:0.3 |Y0 - ISO Factor:2.24 |Y1 - ISO Factor:3.33 |Y2 - ISO Factor:2.19 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):600 |Cg - Geometry Factor:0.1377 
5117215,22316KEMW33W800,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3300 |Reference Thermal Speed Rating (Oil):3800 |Cg - Geometry Factor:0.0638 
5081817,6300-Z,Grease Reference Speed:20000 rpm|Oil Reference Speed:29000 rpm
5120169,23034KEJW33,e - ISO Factor:0.22 |Y0 - ISO Factor:3.02 |Y1 - ISO Factor:4.49 |Y2 - ISO Factor:2.95 |Reference Thermal Speed Rating (Grease):1800 |Reference Thermal Speed Rating (Oil):2200 |Cg - Geometry Factor:0.0933 
5082506,6214-2RS,Grease Reference Speed:5700 rpm|Oil Reference Speed:8300 rpm
5116886,21317EJW33,e - ISO Factor:0.22 |Y0 - ISO Factor:3.04 |Y1 - ISO Factor:4.53 |Y2 - ISO Factor:2.97 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3900 |Cg - Geometry Factor:0.0669 
5070910,24184YMBW33W45A,e - ISO Factor:0.37 |Y0 - ISO Factor:1.81 |Y1 - ISO Factor:2.7 |Y2 - ISO Factor:1.77 |Reference Thermal Speed Rating (Grease):260 |Reference Thermal Speed Rating (Oil):270 |Cg - Geometry Factor:0.0957 
5110752,6026-NR,Grease Reference Speed:4100 rpm|Oil Reference Speed:5900 rpm
5117742,23234EMW33W22,e - ISO Factor:0.33 |Y0 - ISO Factor:2.08 |Y1 - ISO Factor:3.09 |Y2 - ISO Factor:2.03 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.0909 
5116628,22217EJW33C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.07 |Y1 - ISO Factor:4.57 |Y2 - ISO Factor:3 |Reference Thermal Speed Rating (Grease):3400 |Reference Thermal Speed Rating (Oil):4200 |Cg - Geometry Factor:0.0595 
5119273,22264KEMBW33W45A,e - ISO Factor:0.26 |Y0 - ISO Factor:2.58 |Y1 - ISO Factor:3.84 |Y2 - ISO Factor:2.52 |Reference Thermal Speed Rating (Grease):780 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.134 
5082332,6301-2RS,Grease Reference Speed:19000 rpm|Oil Reference Speed:27000 rpm
5117609,22324KEJW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1900 |Reference Thermal Speed Rating (Oil):2200 |Cg - Geometry Factor:0.0834 
5119735,23064EJW507C08,e - ISO Factor:0.23 |Y0 - ISO Factor:2.93 |Y1 - ISO Factor:4.36 |Y2 - ISO Factor:2.86 |Reference Thermal Speed Rating (Grease):880 |Reference Thermal Speed Rating (Oil):1000 |Cg - Geometry Factor:0.1278 
5110979,6304-Z-NR,Grease Reference Speed:13000 rpm|Oil Reference Speed:20000 rpm
5117798,24138EJW841,e - ISO Factor:0.36 |Y0 - ISO Factor:1.85 |Y1 - ISO Factor:2.76 |Y2 - ISO Factor:1.81 |Reference Thermal Speed Rating (Grease):810 |Reference Thermal Speed Rating (Oil):880 |Cg - Geometry Factor:0.0942 
5117029,21312EJW33,e - ISO Factor:0.23 |Y0 - ISO Factor:2.91 |Y1 - ISO Factor:4.33 |Y2 - ISO Factor:2.84 |Reference Thermal Speed Rating (Grease):4200 |Reference Thermal Speed Rating (Oil):5100 |Cg - Geometry Factor:0.0542 
5110862,6211-Z-NR,Grease Reference Speed:7000 rpm|Oil Reference Speed:10000 rpm
5117512,24132EJW33,e - ISO Factor:0.37 |Y0 - ISO Factor:1.84 |Y1 - ISO Factor:2.74 |Y2 - ISO Factor:1.8 |Reference Thermal Speed Rating (Grease):1000 |Reference Thermal Speed Rating (Oil):1100 |Cg - Geometry Factor:0.0911 
5117717,23234EMW33,e - ISO Factor:0.33 |Y0 - ISO Factor:2.08 |Y1 - ISO Factor:3.09 |Y2 - ISO Factor:2.03 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.0909 
5119689,22320EMW33,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.07 |Y2 - ISO Factor:2.02 |Reference Thermal Speed Rating (Grease):2500 |Reference Thermal Speed Rating (Oil):2900 |Cg - Geometry Factor:0.0746 
5119485,26344EMBW33W45A,e - ISO Factor:0.33 |Y0 - ISO Factor:2.04 |Y1 - ISO Factor:3.03 |Y2 - ISO Factor:1.99 |Reference Thermal Speed Rating (Grease):640 |Reference Thermal Speed Rating (Oil):700 |Cg - Geometry Factor:0.1075 
5117593,22228EJW33,e - ISO Factor:0.25 |Y0 - ISO Factor:2.67 |Y1 - ISO Factor:3.98 |Y2 - ISO Factor:2.61 |Reference Thermal Speed Rating (Grease):2200 |Reference Thermal Speed Rating (Oil):2600 |Cg - Geometry Factor:0.0856 
5111042,6317-NR,Grease Reference Speed:5000 rpm|Oil Reference Speed:7200 rpm
5082241,62305-2RS,Grease Limiting Speed:14000 rpm
5118736,23248KEMBW507C08,e - ISO Factor:0.35 |Y0 - ISO Factor:1.92 |Y1 - ISO Factor:2.86 |Y2 - ISO Factor:1.88 |Reference Thermal Speed Rating (Grease):720 |Reference Thermal Speed Rating (Oil):790 |Cg - Geometry Factor:0.1115 
5081776,6203-RS,Grease Reference Speed:17000 rpm|Oil Reference Speed:25000 rpm
5082354,6202-2RS,Grease Reference Speed:19000 rpm|Oil Reference Speed:28000 rpm
5119161,23072KEMBW906A,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5082047,61803-ZZ,Grease Limiting Speed:24000 rpm|Oil Limiting Speed:29000 rpm
5118876,24156EMBW33W45A,e - ISO Factor:0.36 |Y0 - ISO Factor:1.86 |Y1 - ISO Factor:2.77 |Y2 - ISO Factor:1.82 |Reference Thermal Speed Rating (Grease):510 |Reference Thermal Speed Rating (Oil):540 |Cg - Geometry Factor:0.1207 
5082046,61804,Grease Limiting Speed:21000 rpm|Oil Limiting Speed:25000 rpm
5110920,6224-ZZ,Grease Reference Speed:4000 rpm|Oil Reference Speed:5700 rpm
5110702,6011-NR,Grease Reference Speed:7800 rpm|Oil Reference Speed:11000 rpm
5110990,6306-Z-NR,Grease Reference Speed:10000 rpm|Oil Reference Speed:15000 rpm
5082536,63006-2RS,Grease Limiting Speed:15000 rpm
5119409,22230EJW33C3,e - ISO Factor:0.25 |Y0 - ISO Factor:2.69 |Y1 - ISO Factor:4 |Y2 - ISO Factor:2.63 |Reference Thermal Speed Rating (Grease):2000 |Reference Thermal Speed Rating (Oil):2400 |Cg - Geometry Factor:0.0899 
5116164,6309-Z-NR,Grease Reference Speed:7800 rpm|Oil Reference Speed:11000 rpm
5116188,NJ2220EMA,Reference Thermal Speed Rating (Grease):2500 |Reference Thermal Speed Rating (Oil):2900 |Cg - Geometry Factor:0.1040 
5118356,23236KEMBW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.0931 
5082050,61802-ZZ,Grease Limiting Speed:26000 rpm|Oil Limiting Speed:31000 rpm
5082482,6313-2RS,Grease Reference Speed:6000 rpm|Oil Reference Speed:8600 rpm
5110798,6202-2RS-NR,Grease Reference Speed:19000 rpm|Oil Reference Speed:28000 rpm
5116539,6311-NR,Grease Reference Speed:6700 rpm|Oil Reference Speed:10000 rpm
5082188,6019-ZZ,Grease Reference Speed:5000 rpm|Oil Reference Speed:7300 rpm
5118197,23226KEMW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.14 |Y1 - ISO Factor:3.19 |Y2 - ISO Factor:2.09 |Reference Thermal Speed Rating (Grease):1700 |Reference Thermal Speed Rating (Oil):1900 |Cg - Geometry Factor:0.0816 
5119632,23060KEJW507C08,e - ISO Factor:0.24 |Y0 - ISO Factor:2.87 |Y1 - ISO Factor:4.27 |Y2 - ISO Factor:2.8 |Reference Thermal Speed Rating (Grease):940 |Reference Thermal Speed Rating (Oil):1100 |Cg - Geometry Factor:0.1231 
5116152,NJ320EMA,Reference Thermal Speed Rating (Grease):2900 |Reference Thermal Speed Rating (Oil):3300 |Cg - Geometry Factor:0.1025 
5119366,22328EJW33C3,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):1600 |Reference Thermal Speed Rating (Oil):1800 |Cg - Geometry Factor:0.0914 
5082480,6004-NR,Grease Reference Speed:17000 rpm|Oil Reference Speed:25000 rpm
5081624,6222-2RS,Grease Reference Speed:4300 rpm|Oil Reference Speed:6100 rpm
5110742,6020-NR,Grease Reference Speed:4800 rpm|Oil Reference Speed:6900 rpm
5120245,24148EJW33W45A,e - ISO Factor:0.37 |Y0 - ISO Factor:1.8 |Y1 - ISO Factor:2.68 |Y2 - ISO Factor:1.76 |Reference Thermal Speed Rating (Grease):610 |Reference Thermal Speed Rating (Oil):650 |Cg - Geometry Factor:0.1086 
5116803,22217KEMW33,e - ISO Factor:0.22 |Y0 - ISO Factor:3.07 |Y1 - ISO Factor:4.57 |Y2 - ISO Factor:3 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4200 |Cg - Geometry Factor:0.0595 
5082074,607-ZZ,Grease Limiting Speed:38000 rpm|Oil Limiting Speed:45000 rpm
5111065,6330M,Grease Reference Speed:2800 rpm|Oil Reference Speed:4000 rpm
5118531,23238KEMBW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.1 |Y1 - ISO Factor:3.12 |Y2 - ISO Factor:2.05 |Reference Thermal Speed Rating (Grease):990 |Reference Thermal Speed Rating (Oil):1100 |Cg - Geometry Factor:0.0968 
5116464,22309EMW33,e - ISO Factor:0.36 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.83 |Y2 - ISO Factor:1.86 |Reference Thermal Speed Rating (Grease):5100 |Reference Thermal Speed Rating (Oil):6100 |Cg - Geometry Factor:0.049 
5119148,23068EMBW507C08,e - ISO Factor:0.23 |Y0 - ISO Factor:2.96 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):800 |Reference Thermal Speed Rating (Oil):930 |Cg - Geometry Factor:0.135 
5081990,61905-ZZ,Grease Limiting Speed:16000 rpm|Oil Limiting Speed:19000 rpm
5119372,22324EJW33C3,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1900 |Reference Thermal Speed Rating (Oil):2200 |Cg - Geometry Factor:0.0834 
5082194,6205-2RS,Grease Reference Speed:14000 rpm|Oil Reference Speed:20000 rpm
5116443,22309EJW33W21F,e - ISO Factor:0.36 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.83 |Y2 - ISO Factor:1.86 |Reference Thermal Speed Rating (Grease):5100 |Reference Thermal Speed Rating (Oil):6100 |Cg - Geometry Factor:0.049 
5117002,22317EMW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.14 |Y2 - ISO Factor:2.06 |Reference Thermal Speed Rating (Grease):3000 |Reference Thermal Speed Rating (Oil):3500 |Cg - Geometry Factor:0.0662 
5119154,23076EMBW507C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.08 |Y1 - ISO Factor:4.58 |Y2 - ISO Factor:3.01 |Reference Thermal Speed Rating (Grease):710 |Reference Thermal Speed Rating (Oil):830 |Cg - Geometry Factor:0.1419 
5110688,6008-NR,Grease Reference Speed:10000 rpm|Oil Reference Speed:15000 rpm
5110814,6204-NR,Grease Reference Speed:15000 rpm|Oil Reference Speed:22000 rpm
5081982,61908-ZZ,Grease Limiting Speed:11000 rpm|Oil Limiting Speed:13000 rpm
5082032,61808,Grease Limiting Speed:12000 rpm|Oil Limiting Speed:14000 rpm
5118760,23248KEMBW40IW534,e - ISO Factor:0.35 |Y0 - ISO Factor:1.92 |Y1 - ISO Factor:2.86 |Y2 - ISO Factor:1.88 |Reference Thermal Speed Rating (Grease):720 |Reference Thermal Speed Rating (Oil):790 |Cg - Geometry Factor:0.1115 
5116875,21314KEJW33,e - ISO Factor:0.23 |Y0 - ISO Factor:2.97 |Y1 - ISO Factor:4.42 |Y2 - ISO Factor:2.9 |Reference Thermal Speed Rating (Grease):3700 |Reference Thermal Speed Rating (Oil):4500 |Cg - Geometry Factor:0.0594 
5081846,6312-RS,Grease Reference Speed:6400 rpm|Oil Reference Speed:9100 rpm
5118119,23140EMBW33,e - ISO Factor:0.31 |Y0 - ISO Factor:2.15 |Y1 - ISO Factor:3.2 |Y2 - ISO Factor:2.1 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0978 
5117011,22315EMW33,e - ISO Factor:0.33 |Y0 - ISO Factor:2.04 |Y1 - ISO Factor:3.04 |Y2 - ISO Factor:2 |Reference Thermal Speed Rating (Grease):3400 |Reference Thermal Speed Rating (Oil):4000 |Cg - Geometry Factor:0.0614 
5111075,6340M,Grease Reference Speed:2100 rpm|Oil Reference Speed:2900 rpm
5082049,61803,Grease Limiting Speed:24000 rpm|Oil Limiting Speed:29000 rpm
5077048,23188KYMBW906A,e - ISO Factor:0.3 |Y0 - ISO Factor:2.26 |Y1 - ISO Factor:3.37 |Y2 - ISO Factor:2.21 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):450 |Cg - Geometry Factor:0.0984 
5117353,23136EJW33,e - ISO Factor:0.29 |Y0 - ISO Factor:2.32 |Y1 - ISO Factor:3.45 |Y2 - ISO Factor:2.27 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.0987 
5117558,22330KEJW33,e - ISO Factor:0.33 |Y0 - ISO Factor:2.08 |Y1 - ISO Factor:3.09 |Y2 - ISO Factor:2.03 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1600 |Cg - Geometry Factor:0.0884 
5117197,22315EMW33W800,e - ISO Factor:0.33 |Y0 - ISO Factor:2.04 |Y1 - ISO Factor:3.04 |Y2 - ISO Factor:2 |Reference Thermal Speed Rating (Grease):3400 |Reference Thermal Speed Rating (Oil):4000 |Cg - Geometry Factor:0.0614 
5116407,22210EJW841,e - ISO Factor:0.24 |Y0 - ISO Factor:2.84 |Y1 - ISO Factor:4.23 |Y2 - ISO Factor:2.78 |Reference Thermal Speed Rating (Grease):5000 |Reference Thermal Speed Rating (Oil):6200 |Cg - Geometry Factor:0.0486 
5082247,6018-2RS,Grease Reference Speed:5300 rpm|Oil Reference Speed:7600 rpm
5081714,6032-ZZ,Grease Reference Speed:3500 rpm|Oil Reference Speed:5100 rpm
5118422,23126EMW33,e - ISO Factor:0.27 |Y0 - ISO Factor:2.48 |Y1 - ISO Factor:3.69 |Y2 - ISO Factor:2.43 |Reference Thermal Speed Rating (Grease):2000 |Reference Thermal Speed Rating (Oil):2400 |Cg - Geometry Factor:0.0795 
5116414,22310EJW33,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.85 |Reference Thermal Speed Rating (Grease):4600 |Reference Thermal Speed Rating (Oil):5500 |Cg - Geometry Factor:0.0549 
5118187,24144EMBW33,e - ISO Factor:0.36 |Y0 - ISO Factor:1.86 |Y1 - ISO Factor:2.77 |Y2 - ISO Factor:1.82 |Reference Thermal Speed Rating (Grease):720 |Reference Thermal Speed Rating (Oil):780 |Cg - Geometry Factor:0.1027 
5078433,23088YMBW509C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.04 |Y1 - ISO Factor:4.53 |Y2 - ISO Factor:2.97 |Reference Thermal Speed Rating (Grease):590 |Reference Thermal Speed Rating (Oil):680 |Cg - Geometry Factor:0.0963 
5116634,22222EJW33,e - ISO Factor:0.25 |Y0 - ISO Factor:2.73 |Y1 - ISO Factor:4.06 |Y2 - ISO Factor:2.67 |Reference Thermal Speed Rating (Grease):2900 |Reference Thermal Speed Rating (Oil):3500 |Cg - Geometry Factor:0.0742 
5082406,6312-ZZ,Grease Reference Speed:6400 rpm|Oil Reference Speed:9100 rpm
5082513,6004-2RS,Grease Reference Speed:17000 rpm|Oil Reference Speed:25000 rpm
5116110,NJ326EMA,Reference Thermal Speed Rating (Grease):2000 |Reference Thermal Speed Rating (Oil):2300 |Cg - Geometry Factor:0.1065 
5118124,23030EMW33,e - ISO Factor:0.21 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.68 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):2100 |Reference Thermal Speed Rating (Oil):2600 |Cg - Geometry Factor:0.0856 
5110693,6009-NR,Grease Reference Speed:9200 rpm|Oil Reference Speed:13000 rpm
5117708,23234EMW33W800,e - ISO Factor:0.33 |Y0 - ISO Factor:2.08 |Y1 - ISO Factor:3.09 |Y2 - ISO Factor:2.03 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.0909 
5119133,23172KEMBW906A,e - ISO Factor:0.29 |Y0 - ISO Factor:2.29 |Y1 - ISO Factor:3.42 |Y2 - ISO Factor:2.24 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):590 |Cg - Geometry Factor:0.1427 
5118081,23936EMW33,e - ISO Factor:0.18 |Y0 - ISO Factor:3.77 |Y1 - ISO Factor:5.62 |Y2 - ISO Factor:3.69 |Reference Thermal Speed Rating (Grease):1800 |Reference Thermal Speed Rating (Oil):2200 |Cg - Geometry Factor:0.0937 
5119979,22238KEJW33,e - ISO Factor:0.25 |Y0 - ISO Factor:2.67 |Y1 - ISO Factor:3.98 |Y2 - ISO Factor:2.62 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1800 |Cg - Geometry Factor:0.0967 
5070900,23292KYMBW906A,e - ISO Factor:0.34 |Y0 - ISO Factor:1.96 |Y1 - ISO Factor:2.93 |Y2 - ISO Factor:1.92 |Reference Thermal Speed Rating (Grease):290 |Reference Thermal Speed Rating (Oil):310 |Cg - Geometry Factor:0.1033 
5116171,6208-Z,Grease Reference Speed:8800 rpm|Oil Reference Speed:13000 rpm
5082447,6007-2RS,Grease Reference Speed:11000 rpm|Oil Reference Speed:16000 rpm
5081667,6026-ZZ,Grease Reference Speed:4100 rpm|Oil Reference Speed:5900 rpm
5118399,22244EMBW507C08,e - ISO Factor:0.27 |Y0 - ISO Factor:2.51 |Y1 - ISO Factor:3.73 |Y2 - ISO Factor:2.45 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1057 
5116917,23222KEMW33,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.14 |Y2 - ISO Factor:2.06 |Reference Thermal Speed Rating (Grease):2000 |Reference Thermal Speed Rating (Oil):2300 |Cg - Geometry Factor:0.0743 
5119885,23260KEJW507C08,e - ISO Factor:0.34 |Y0 - ISO Factor:2 |Y1 - ISO Factor:2.98 |Y2 - ISO Factor:1.96 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.1297 
5082098,22212KEMW33,e - ISO Factor:0.24 |Y0 - ISO Factor:2.84 |Y1 - ISO Factor:4.23 |Y2 - ISO Factor:2.78 |Reference Thermal Speed Rating (Grease):4500 |Reference Thermal Speed Rating (Oil):5600 |Cg - Geometry Factor:0.0551 
5118447,22244EJW33,e - ISO Factor:0.27 |Y0 - ISO Factor:2.51 |Y1 - ISO Factor:3.73 |Y2 - ISO Factor:2.45 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1057 
5119253,23972KEMBW507C08,e - ISO Factor:0.16 |Y0 - ISO Factor:4.12 |Y1 - ISO Factor:6.13 |Y2 - ISO Factor:4.03 |Reference Thermal Speed Rating (Grease):780 |Reference Thermal Speed Rating (Oil):920 |Cg - Geometry Factor:0.1346 
5119326,24080KEMBW33W45A,e - ISO Factor:0.3 |Y0 - ISO Factor:2.24 |Y1 - ISO Factor:3.33 |Y2 - ISO Factor:2.19 |Reference Thermal Speed Rating (Grease):460 |Reference Thermal Speed Rating (Oil):510 |Cg - Geometry Factor:0.1472 
5117388,24136EJW33,e - ISO Factor:0.36 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.82 |Y2 - ISO Factor:1.85 |Reference Thermal Speed Rating (Grease):870 |Reference Thermal Speed Rating (Oil):950 |Cg - Geometry Factor:0.0982 
5111073,6338M,Grease Reference Speed:2200 rpm|Oil Reference Speed:3000 rpm
5070824,23084YMBW507C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.05 |Y1 - ISO Factor:4.54 |Y2 - ISO Factor:2.98 |Reference Thermal Speed Rating (Grease):620 |Reference Thermal Speed Rating (Oil):720 |Cg - Geometry Factor:0.0935 
5117280,24026EJW33W89,e - ISO Factor:0.31 |Y0 - ISO Factor:2.21 |Y1 - ISO Factor:3.29 |Y2 - ISO Factor:2.16 |Reference Thermal Speed Rating (Grease):2000 |Reference Thermal Speed Rating (Oil):2400 |Cg - Geometry Factor:0.0777 
5110774,6052M,Grease Reference Speed:2100 rpm|Oil Reference Speed:3000 rpm
5082003,61901-ZZ,Grease Limiting Speed:28000 rpm|Oil Limiting Speed:33000 rpm
5110824,6205-Z-NR,Grease Reference Speed:14000 rpm|Oil Reference Speed:20000 rpm
5082282,62306-2RS,Grease Limiting Speed:13000 rpm
5082105,22310KEMW33W800,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.85 |Reference Thermal Speed Rating (Grease):4700 |Reference Thermal Speed Rating (Oil):5600 |Cg - Geometry Factor:0.0549 
5110945,6238M,Grease Reference Speed:3100 rpm|Oil Reference Speed:4500 rpm
5081988,61906-2RS,Grease Limiting Speed:14000 rpm|Oil Limiting Speed:17000 rpm
