id,catalog_number,specifications
5116278,YCJ 2 3/16 SGT,Bore Size d:2 3/16 in 55.6 mm|Bearing Number:GY1203KRRB SGT |Dimension D:4.752 in 120.7 mm|Dimension E:2.547 in 64.7 mm|Inside Ring Outside Diameter:2.747 in 69.77 mm|Series:Industrial |Weight:8.48 lb 3.85 Kg|Seal Type:Shroud Seal 
5079299,SDAF 22226,Bearing Number:22226 |Diameter S-2:5 7/8 in|Diameter S-3:4 15/16 in|A:6.00 in|B:18.3750 in|C:7.500 in|D:2.3750 in|E Max.:16.0000 in|E Min.:14.6250 in|F:4.50 in|H:11.8750 in|Oil Level K:2.4375 in|L:8.000 in|Y:2.2656 in|No. of Base Bolts Required:4 |Bolt Hole Length:1.6875 in|Bolt Hole Width:1.000 in|Size of Base Bolts Required:1 in|Locknut:AN26 |Lockwasher:W26 |Housing Only:SDAF226 |Stabilizing Ring 1 Req’d:SR-26-0 |Triple Seal 2 Req’d at S-2:LER136 |Triple Seal 2 Req’d at S-3:LER122 |Assembly Weight:151.000 lb
5117950,SDAF 22228,Bearing Number:22228 |Diameter S-2:6 1/4 in|Diameter S-3:5 5/16 in|A:6.00 in|B:20.1250 in|C:7.500 in|D:2.3750 in|E Max.:17.1250 in|E Min.:16.0000 in|F:4.50 in|H:12.0625 in|Oil Level K:2.1250 in|L:7.813 in|Y:2.4063 in|No. of Base Bolts Required:4 |Bolt Hole Length:1.5625 in|Bolt Hole Width:1.000 in|Size of Base Bolts Required:1 in|Locknut:AN28 |Lockwasher:W28 |Housing Only:SDAF228 |Stabilizing Ring 1 Req’d:SR-28-0 |Triple Seal 2 Req’d at S-2:LER144 |Triple Seal 2 Req’d at S-3:LER127 |Assembly Weight:175.000 lb
5081787,6206-Z,Clearance:C0 (Normal) |Bore Size d:30.000 mm|Features:One Shield |Weight:0.2 Kg
5071103,RCJT 11/16,Bore Size d:11/16 in 17.5 mm|Bearing Number:G1011KRRB |Dimension E:1.598 in 40.6 mm|Inside Ring Outside Diameter:1.106 in 28.1 mm|e:0.063 in 1.599 mm|Series:Industrial |Weight:1.301 lb 0.590 Kg|Seal Type:Shroud Seal 
5113748,GY1100KRRB SGT,Bore Size d:1 in 25.4 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.152 in 3.86 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:GY…KRRB SGT 
5082217,6318-2RS,Clearance:C0 (Normal) |Bore Size d:90.000 mm|Features:Contact Seals |Weight:4.90 Kg
5117687,23126KEJW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:8.60 Kg 18.900 lb|Cage Type:EJ |UPC Code:087796243590 |Cage Material:Steel |Superseded Part:23126KCJW33 
5077323,1012KL,Bore Size d:3/4 in 19.1 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Labyrinth Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Dimension B1:1.720 in 43.7 mm|Dimension B2:0.531 in 13.5 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KL 
5081733,6004-RS,Clearance:C0 (Normal) |Bore Size d:20.000 mm|Features:One Contact Seal |Weight:0.070 Kg
5078372,23176KYMBW906A,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:232.600 Kg 511.70 lb|Cage Type:YMB |UPC Code:087796030411 |Cage Material:BRASS 
5120295,23144KEJW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:52.800 Kg 116.20 lb|Cage Type:EJ |UPC Code:087796358836 |Cage Material:Steel |Superseded Part:23144KCJW33 
5068247,1103KR,Bore Size d:1 3/16 in 30.2 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Dimension B1:1.906 in 48.4 mm|Dimension B2:0.626 in 15.9 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KR 
5082466,6216-ZZ,Clearance:C0 (Normal) |Bore Size d:80.000 mm|Features:Shields |Weight:1.4 Kg
5082319,62302-2RS,Clearance:C0 (Normal) |Bore Size d:15.000 mm|Features:Contact Seals |Weight:0.100 Kg|Grease Reference Speed:19000 rpm
5081672,6028-ZZ,Clearance:C0 (Normal) |Bore Size d:140.000 mm|Features:Shields |Weight:3.50 Kg
5082492,6004-2RS-NR,Clearance:C0 (Normal) |Bore Size d:20.000 mm|Features:Contact Seals With Snap Ring |Weight:0.070 Kg
5082094,22209EMW33,Design Unit:METRIC |Bearing Weight:0.600 Kg 1.30 lb|Cage Type:EM |UPC Code:087796314702 |Cage Material:BRASS |Superseded Part:22209YMW33 
5116076,NJ220EMA,Design Units:METRIC |Bearing Weight:8.60 Kg 19.000 lb|Type:NJ |Tapered Bore:N 
5077335,1100KR,Bore Size d:1 in 25.4 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Dimension B1:1.748 in 44.4 mm|Dimension B2:0.531 in 13.5 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KR 
5082387,16013,Clearance:C0 (Normal) |Bore Size d:65.000 mm|Features:Open |Weight:0.290 Kg
5076227,1100KL,Bore Size d:1 in 25.4 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Labyrinth Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Dimension B1:1.750 in 44.45 mm|Dimension B2:0.531 in 13.5 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KL 
5120410,23330EMBW33W800,Design Unit:METRIC |Bearing Weight:50.40 Kg 111.000 lb|Cage Type:EMB |UPC Code:087796296671 |Cage Material:BRASS |Superseded Part:23330YMBW33W800 
5110913,6221-ZZ,Clearance:C0 (Normal) |Bore Size d:105.000 mm|Features:Shields |Weight:3.710 Kg
5081695,16012,Clearance:C0 (Normal) |Bore Size d:60.000 mm|Features:Open |Weight:0.220 Kg
5082291,6301-ZZ,Clearance:C0 (Normal) |Bore Size d:12.000 mm|Features:Shields |Weight:0.060 Kg
5076199,YA008RR,Bore Size d:1/2 in 12.7 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:YA..RR 
5117433,E-4BF-TRB-3 3/16,Shaft Size :3-3/16 in|Shaft Size Type:Imperial |Weight:52 lb|UPC Code:053893537382 
5081790,6207-Z,Clearance:C0 (Normal) |Bore Size d:35.000 mm|Features:One Shield |Weight:0.290 Kg
5100837,UCF210,Bearing Number:UC210 |Bore Size d:50 mm|Weight:5.5 lb 2.5 Kg|UPC Code:087796073760 
5119966,23068KEJW507C08,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:101.000 Kg 223.00 lb|Cage Type:EJ |UPC Code:087796176607 |Cage Material:Steel |Superseded Part:23068KCJW507C08 
5118560,23048KEMW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:33.00 Kg 72.000 lb|Cage Type:EM |UPC Code:087796315662 |Cage Material:BRASS |Superseded Part:23048KYMW33 
5119180,23080KEMBW507C08,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:148.70 Kg 327.10 lb|Cage Type:EMB |UPC Code:087796033078 |Cage Material:BRASS |Superseded Part:23080KYMBW507C08 
5081830,6306-RS,Clearance:C0 (Normal) |Bore Size d:30.000 mm|Features:One Contact Seal |Weight:0.350 Kg
5119231,23968EMBW33W40I,Design Unit:METRIC |Bearing Weight:43.000 Kg 94.60 lb|Cage Type:EMB |UPC Code:087796075412 |Cage Material:BRASS |Superseded Part:23968YMBW33W40I 
5119520,22320EJW33C3,Design Unit:METRIC |Bearing Weight:12.70 Kg 28.200 lb|Cage Type:EJ |Cage Material:Steel |Superseded Part:22320CJW33C3 
5117449,E-4BF-TRB-2,Shaft Size :2 in|Shaft Size Type:Imperial |Weight:12 lb|UPC Code:053893537115 
5068074,FSAF 22218,Bearing Number:22218 |Diameter S-2:4 1/8 in|Diameter S-3:3 3/8 in|A:4.00 in|B:13.7500 in|C:3.875 in|D:1.50 in|E Max.:11.6250 in|E Min.:10.3750 in|F:2.125 in|H:7.7500 in|Oil Level K:1.5313 in|L:6.250 in|Y:1.5781 in|No. of Base Bolts Required:4 |Size of Base Bolts Required:5.8 in|Locknut:AN18 |Lockwasher:W18 |Housing Only:FSAF218 |Bolt Hole Length:1.25 in|Bolt Hole Width:0.625 in|Stabilizing Ring 1 Req’d:SR-18-15 |Triple Seal 2 Req’d at S-2:LER96 |Triple Seal 2 Req’d at S-3:LER72 |Assembly Weight:50.000 lb
5117199,22224EJW33C3,Design Unit:METRIC |Bearing Weight:9.00 Kg 19.800 lb|Cage Type:EJ |UPC Code:087796025356 |Cage Material:Steel |Superseded Part:22224CJW33C3 
5116936,23124EJW33,Design Unit:METRIC |Bearing Weight:7.900 Kg 17.4 lb|Cage Type:EJ |UPC Code:087796275317 |Cage Material:Steel |Superseded Part:23124CJW33 
5119614,23060EJW507C08,Design Unit:METRIC |Bearing Weight:68.20 Kg 150.00 lb|Cage Type:EJ |UPC Code:087796163836 |Cage Material:Steel |Superseded Part:23060CJW507C08 
5120055,23080KEJW507C08,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:146.000 Kg 321.00 lb|Cage Type:EJ |UPC Code:087796167230 |Cage Material:Steel |Superseded Part:23080KCJW507C08 
5080021,RCJ1 1/8,Bore Size d:1 1/8 in 28.6 mm|Bearing Number:G1102KRRB |Dimension D:3.000 in 76.2 mm|Dimension E:1.988 in 50.5 mm|Inside Ring Outside Diameter:1.728 in 43.9 mm|Series:Industrial |Weight:2.87 lb 1.302 Kg|Seal Type:Shroud Seal 
5116336,NJ2219EMA,Design Units:METRIC |Bearing Weight:4.300 Kg 9.50 lb|Type:NJ |Tapered Bore:N 
5081823,6303-Z,Clearance:C0 (Normal) |Bore Size d:17.000 mm|Features:One Shield |Weight:0.120 Kg
5110895,6218M,Clearance:C0 (Normal) |Bore Size d:90.000 mm|Features:Open With Brass Cage |Weight:2.230 Kg
5116032,NJ2322EMA,Design Units:METRIC |Bearing Weight:19.20 Kg 42.30 lb|Type:NJ |Tapered Bore:N 
5111077,6344M,Clearance:C0 (Normal) |Bore Size d:220.000 mm|Features:Open With Brass Cage |Weight:72.700 Kg
5119095,23264KEMBW906A,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:245.100 Kg 539.20 lb|Cage Type:EMB |UPC Code:087796176553 |Cage Material:BRASS |Superseded Part:23264KYMBW906A 
5118051,22322EMW33,Design Unit:METRIC |Bearing Weight:17.80 Kg 39.20 lb|Cage Type:EM |UPC Code:087796137912 |Cage Material:BRASS |Superseded Part:22322YMW33 
5120145,24060EJW33W25W45A,Design Unit:METRIC |Bearing Weight:96.000 Kg 211.000 lb|Cage Type:EJ |UPC Code:087796356245 |Cage Material:Steel |Superseded Part:24060CJW33W25W45A 
5110772,6048M,Clearance:C0 (Normal) |Bore Size d:240.000 mm|Features:Open With Brass Cage |Weight:17.900 Kg
5081775,6202-Z,Clearance:C0 (Normal) |Bore Size d:15.000 mm|Features:One Shield |Weight:0.050 Kg
5117608,24128KEJW33,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:12.70 Kg 27.900 lb|Cage Type:EJ |UPC Code:087796275188 |Cage Material:Steel |Superseded Part:24128KCJW33 
5118242,23144EMBW507C08,Design Unit:METRIC |Bearing Weight:52.800 Kg 116.20 lb|Cage Type:EMB |UPC Code:087796196476 |Cage Material:BRASS |Superseded Part:23144YMBW507C08 
5081708,6030-2RS,Clearance:C0 (Normal) |Bore Size d:150.000 mm|Features:Contact Seals |Weight:4.90 Kg
5078400,23180KYMBW906A,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:261.60 Kg 575.50 lb|Cage Type:YMB |UPC Code:087796191365 |Cage Material:BRASS 
5119677,23164EJW509C08,Design Unit:METRIC |Bearing Weight:160.50 Kg 353.00 lb|Cage Type:EJ |UPC Code:087796151727 |Cage Material:Steel |Superseded Part:23164CJW509C08 
5116997,21318KEJW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:5.80 Kg 12.800 lb|Cage Type:EJ |UPC Code:087796225503 |Cage Material:Steel |Superseded Part:21318KCJW33 
5116790,23024KEJW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:4.000 Kg 8.80 lb|Cage Type:EJ |UPC Code:087796024083 |Cage Material:Steel |Superseded Part:23024KCJW33 
5081778,6203-Z,Clearance:C0 (Normal) |Bore Size d:17.000 mm|Features:One Shield |Weight:0.070 Kg
5081750,6011-RS,Clearance:C0 (Normal) |Bore Size d:55.000 mm|Features:One Contact Seal |Weight:0.360 Kg
5117767,E-PF-TRB-3 15/16,Shaft Size :3-15/16 in|Shaft Size Type:Imperial |Weight:59 lb|UPC Code:053893778433 
5082523,6001-2RS,Clearance:C0 (Normal) |Bore Size d:12.000 mm|Features:Contact Seals |Weight:0.020 Kg
5119591,24068KEMBW33W45A,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:139.000 Kg 305.80 lb|Cage Type:EMB |UPC Code:087796315501 |Cage Material:BRASS |Superseded Part:24068KYMBW33W45A 
5117436,E-4BF-TRB-3,Shaft Size :3 in|Shaft Size Type:Imperial |Weight:26 lb|UPC Code:053893537221 
5082539,6203-2RS,Clearance:C0 (Normal) |Bore Size d:17.000 mm|Features:Contact Seals |Weight:0.070 Kg
5116737,21313KEJW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:2.400 Kg 5.30 lb|Cage Type:EJ |UPC Code:087796135437 |Cage Material:Steel |Superseded Part:21313KCJW33 
5117889,22226KEMW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:11.30 Kg 24.900 lb|Cage Type:EM |UPC Code:087796304895 |Cage Material:BRASS |Superseded Part:22226KYMW33 
5118768,24044EMBW33C08,Design Unit:METRIC |Bearing Weight:39.30 Kg 86.50 lb|Cage Type:EMB |UPC Code:087796191419 |Cage Material:BRASS |Superseded Part:24044YMBW33C08 
5082276,63003-2RS,Clearance:C0 (Normal) |Bore Size d:17.000 mm|Features:Contact Seals |Weight:0.050 Kg|Grease Reference Speed:23000 rpm
5073217,1010KLL,Bore Size d:5/8 in 15.9 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Labyrinth Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Dimension B1:1.469 in 37.3 mm|Dimension B2:0.531 in 13.5 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KLL 
5116438,22212EMW33,Design Unit:METRIC |Bearing Weight:1.200 Kg 2.60 lb|Cage Type:EM |UPC Code:087796231245 |Cage Material:BRASS |Superseded Part:22212YMW33 
5082420,6314,Clearance:C0 (Normal) |Bore Size d:70.000 mm|Features:Open |Weight:2.5 Kg
5118902,6304-2RS-NR,Clearance:C0 (Normal) |Bore Size d:20.000 mm|Features:Contact Seals With Snap Ring |Weight:0.140 Kg
5082235,6313,Clearance:C0 (Normal) |Bore Size d:65.000 mm|Features:Open |Weight:2.1 Kg
5118476,23148KEMBW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:65.000 Kg 142.00 lb|Cage Type:EMB |UPC Code:087796291164 |Cage Material:BRASS |Superseded Part:23148KYMBW33 
5082473,6315,Clearance:C0 (Normal) |Bore Size d:75.000 mm|Features:Open |Weight:3.00 Kg
5082415,6316,Clearance:C0 (Normal) |Bore Size d:80.000 mm|Features:Open |Weight:3.6 Kg
5120009,22256KEMBW33W45A,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:112.100 Kg 246.60 lb|Cage Type:EMB |UPC Code:087796228580 |Cage Material:BRASS |Superseded Part:22256KYMBW33W45A 
5111018,6311-Z-NR,Clearance:C0 (Normal) |Bore Size d:55.000 mm|Features:One Shield With Snap Ring |Weight:1.350 Kg
5111069,6334M,Clearance:C0 (Normal) |Bore Size d:170.000 mm|Features:Open With Brass Cage |Weight:38.800 Kg
5117405,22332EJW33,Design Unit:METRIC |Bearing Weight:51.00 Kg 112.20 lb|Cage Type:EJ |UPC Code:087796027626 |Cage Material:Steel |Superseded Part:22332CJW33 
5082092,21307KEJW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:0.500 Kg 1.10 lb|Cage Type:EJ |UPC Code:087796080539 |Cage Material:Steel |Superseded Part:21307KCJW33 
5082066,608-ZZ,Bore Size d:8.000 mm|Features:Shields |Weight:0.0110 Kg
5118867,22344EMBW33W45A,Design Unit:METRIC |Bearing Weight:118.500 Kg 260.70 lb|Cage Type:EMB |UPC Code:087796032705 |Cage Material:BRASS |Superseded Part:22344YMBW33W45A 
5081843,6310-Z,Clearance:C0 (Normal) |Bore Size d:50.000 mm|Features:One Shield |Weight:1.050 Kg
5081749,6010-Z,Clearance:C0 (Normal) |Bore Size d:50.000 mm|Features:One Shield |Weight:0.250 Kg
5116455,22210EMW33,Design Unit:METRIC |Bearing Weight:0.600 Kg 1.30 lb|Cage Type:EM |UPC Code:087796290198 |Cage Material:BRASS |Superseded Part:22210YMW33 
5117934,23232KEMW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:30.00 Kg 66.000 lb|Cage Type:EM |UPC Code:087796030800 |Cage Material:BRASS |Superseded Part:23232KYMW33 
5116970,E-P4B-TRB-3 3/16,Shaft Size :3-3/16 in|Shaft Size Type:Imperial |Weight:47.000 lb|UPC Code:053893601892 
5118309,22336EMBW33W800,Design Unit:METRIC |Bearing Weight:69.00 Kg 153.00 lb|Cage Type:EMB |UPC Code:087796312920 |Cage Material:BRASS |Superseded Part:22336YMBW33W800 
5120099,24072EJW33W45A,Design Unit:METRIC |Bearing Weight:144.000 Kg 316.00 lb|Cage Type:EJ |UPC Code:087796358003 |Cage Material:Steel |Superseded Part:24072CJW33W45A 
5073074,SAF 22228,Bearing Number:22228 |Diameter S-2:6 1/4 in|Diameter S-3:5 5/16 in|A:6.00 in|B:20.1250 in|C:5.875 in|D:2.3750 in|E Max.:17.1250 in|E Min.:16.0000 in|F:3.375 in|H:11.7500 in|Oil Level K:2.1250 in|L:7.750 in|Y:2.4063 in|No. of Base Bolts Required:4 |Size of Base Bolts Required:1 in|Locknut:AN28 |Lockwasher:W28 |Housing Only:SAF228 |Bolt Hole Length:1.5625 in|Bolt Hole Width:1.000 in|Stabilizing Ring 1 Req’d:SR-28-0 |Triple Seal 2 Req’d at S-2:LER144 |Triple Seal 2 Req’d at S-3:LER127 |Assembly Weight:149 lb
5070994,SAF 22226,Bearing Number:22226 |Diameter S-2:5 7/8 in|Diameter S-3:4 15/16 in|A:6.00 in|B:18.3750 in|C:5.000 in|D:2.3750 in|E Max.:16.0000 in|E Min.:14.6250 in|F:3.25 in|H:11.5625 in|Oil Level K:2.4375 in|L:8.000 in|Y:2.2656 in|No. of Base Bolts Required:4 |Size of Base Bolts Required:7.8 in|Locknut:AN26 |Lockwasher:W26 |Housing Only:SAF226 |Bolt Hole Length:1.5625 in|Bolt Hole Width:0.875 in|Stabilizing Ring 1 Req’d:SR-26-0 |Triple Seal 2 Req’d at S-2:LER136 |Triple Seal 2 Req’d at S-3:LER122 |Assembly Weight:127.000 lb
5118569,22332KEJW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:51.00 Kg 112.20 lb|Cage Type:EJ |UPC Code:087796027671 |Cage Material:Steel |Superseded Part:22332KCJW33 
5120378,23340EMBW507C08,Design Unit:METRIC |Bearing Weight:112.60 Kg 247.70 lb|Cage Type:EMB |UPC Code:087796141605 |Cage Material:BRASS |Superseded Part:23340YMBW507C08 
5069404,SAF 22220,Bearing Number:22220 |Diameter S-2:4 1/2 in|Diameter S-3:3 13/16 in|A:4.50 in|B:15.2500 in|C:4.375 in|D:1.75 in|E Max.:13.1250 in|E Min.:11.6250 in|H:8.6875 in|Oil Level K:1.7500 in|L:6.000 in|Y:1.7656 in|No. of Base Bolts Required:2 |Size of Base Bolts Required:7.8 in|Locknut:AN20 |Lockwasher:W20 |Housing Only:SAF220 |Bolt Hole Length:1.625 in|Bolt Hole Width:0.875 in|Stabilizing Ring 1 Req’d:SR-20-17 |Triple Seal 2 Req’d at S-2:LER118 |Triple Seal 2 Req’d at S-3:LER106 |Assembly Weight:71.000 lb
5116630,22215EJW33,Design Unit:METRIC |Bearing Weight:1.700 Kg 3.70 lb|Cage Type:EJ |UPC Code:087796023277 |Cage Material:Steel |Superseded Part:22215CJW33 
5117283,22312EMW33W800,Design Unit:METRIC |Bearing Weight:3.000 Kg 6.60 lb|Cage Type:EM |UPC Code:087796315259 |Cage Material:BRASS |Superseded Part:22312YMW33W800 
5077320,RAE45RR,Bore Size d:1.772 in 45 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Molded Shroud |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Dimension B1:1.720 in 43.7 mm|Dimension B2:0.720 in 18.3 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:RAE..RR 
5120132,24044EJW33,Design Unit:METRIC |Bearing Weight:39.30 Kg 86.50 lb|Cage Type:EJ |UPC Code:087796357242 |Cage Material:Steel |Superseded Part:24044CJW33 
5059622,1112KLL,Bore Size d:1 3/4 in 44.5 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Labyrinth Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Dimension B1:2.220 in 56.4 mm|Dimension B2:0.720 in 18.3 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KLL 
5118624,22330EMBW33W800,Design Unit:METRIC |Bearing Weight:43.000 Kg 94.60 lb|Cage Type:EMB |UPC Code:087796314504 |Cage Material:BRASS |Superseded Part:22330YMBW33W800 
5120149,24064KEJW33W45A,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:101.000 Kg 222.00 lb|Cage Type:EJ |UPC Code:087796357211 |Cage Material:Steel |Superseded Part:24064KCJW33W45A 
5116994,21311EJW33,Design Unit:METRIC |Bearing Weight:1.600 Kg 3.50 lb|Cage Type:EJ |UPC Code:087796022584 |Cage Material:Steel |Superseded Part:21311CJW33 
5118581,23926EMW20,Design Unit:METRIC |Bearing Weight:2.800 Kg 6.20 lb|Cage Type:EM |UPC Code:087796315488 |Cage Material:BRASS |Superseded Part:23926YMW20 
5117101,E-P2B-TRB-3 3/16,Shaft Size :3-3/16 in|Shaft Size Type:Imperial |Weight:46.0 lb|UPC Code:053893606842 
5118307,23144EMBW33,Design Unit:METRIC |Bearing Weight:52.800 Kg 116.20 lb|Cage Type:EMB |UPC Code:087796291140 |Cage Material:BRASS |Superseded Part:23144YMBW33 
5081723,6411,Clearance:C0 (Normal) |Bore Size d:55.000 mm|Features:Open |Weight:2.3 Kg
5076236,1110KRR,Bore Size d:1 5/8 in 41.3 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Dimension B1:2.220 in 56.4 mm|Dimension B2:0.720 in 18.3 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KRR 
5117762,E-PF-TRB-3 7/16,Shaft Size :3-7/16 in|Shaft Size Type:Imperial |Weight:43 lb|UPC Code:053893778174 
5080005,VAK 1/2,Bore Size d:1/2 in 12.7 mm|Bearing Number:GRA008RRB |Inside Ring Outside Diameter:0.531 in 13.5 mm|Dimension B1:1.126 in 28.6 mm|Dimension T:0.594 in 15.1 mm|Series:Standard |Weight:1.001 lb 0.454 Kg|Seal Type:Molded Shroud 
5117375,22322EJW33,Design Unit:METRIC |Bearing Weight:17.80 Kg 39.20 lb|Cage Type:EJ |UPC Code:087796027145 |Cage Material:Steel |Superseded Part:22322CJW33 
5117760,E-PF-TRB-3 3/16,Shaft Size :3-3/16 in|Shaft Size Type:Imperial |Weight:44 lb|UPC Code:053893778839 
5118521,24134KEJW33,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:26.400 Kg 57.80 lb|Cage Type:EJ |UPC Code:087796221437 |Cage Material:Steel |Superseded Part:24134KCJW33 
5080049,RAK 7/8,Bore Size d:7/8 in 22.2 mm|Bearing Number:G1014KRRB |Inside Ring Outside Diameter:0.531 in 13.5 mm|Dimension B1:1.748 in 44.4 mm|Dimension T:0.736 in 18.7 mm|Series:Industrial |Weight:2.094 lb 0.950 Kg|Seal Type:Shroud Seal 
5082071,608-2RS,Bore Size d:8.000 mm|Features:Contact Seals |Weight:0.0110 Kg
5118744,23060KEMBW507C08,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:71.20 Kg 156.500 lb|Cage Type:EMB |UPC Code:087796187801 |Cage Material:BRASS |Superseded Part:23060KYMBW507C08 
5100786,UC216,Item #:UC216 |Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Bore Size d:80 mm|Material:Bearing Steel |Weight:6.300 lb 2.800 Kg
5082484,6011-ZZ,Clearance:C0 (Normal) |Bore Size d:55.000 mm|Features:Shields |Weight:0.360 Kg
5082314,6315-ZZ,Clearance:C0 (Normal) |Bore Size d:75.000 mm|Features:Shields |Weight:3.00 Kg
5117276,22318EMW33W82,Design Unit:METRIC |Bearing Weight:8.80 Kg 19.400 lb|Cage Type:EM |UPC Code:087796302037 |Cage Material:BRASS |Superseded Part:22318YMW33W82 
5068249,1103KRR,Bore Size d:1 3/16 in 30.2 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Dimension B1:1.906 in 48.4 mm|Dimension B2:0.626 in 15.9 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KRR 
5119265,23976EMBW33,Design Unit:METRIC |Bearing Weight:67.100 Kg 147.60 lb|Cage Type:EMB |UPC Code:087796044975 |Cage Material:BRASS |Superseded Part:23976YMBW33 
5117251,23228EMW33,Design Unit:METRIC |Bearing Weight:18.50 Kg 40.60 lb|Cage Type:EM |UPC Code:087796024939 |Cage Material:BRASS |Superseded Part:23228YMW33 
5100301,SNW-118 X 3 1/8,Series:223K and 232K |Diameter d :3 1/8 in|Bearing Number:22318K |SNW/SNP Assembly Weight:4.00 lb
5120278,22316KEMW33,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:6.400 Kg 14.10 lb|Cage Type:EM |UPC Code:087796151666 |Cage Material:BRASS |Superseded Part:22316KYMW33 
5119658,22340KEJW33W45A,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:89.000 Kg 195.800 lb|Cage Type:EJ |UPC Code:087796163072 |Cage Material:Steel |Superseded Part:22340KCJW33W45A 
5071102,RAK 11/16,Bore Size d:11/16 in 17.5 mm|Bearing Number:G1011KRRB |Inside Ring Outside Diameter:0.531 in 13.5 mm|Dimension B1:1.469 in 37.3 mm|Dimension T:0.594 in 15.1 mm|Series:Industrial |Weight:1.001 lb 0.454 Kg|Seal Type:Shroud Seal 
5110972,6303-Z-NR,Clearance:C0 (Normal) |Bore Size d:17.000 mm|Features:One Shield With Snap Ring |Weight:0.120 Kg
