id,catalog_number,specifications
5077049,23188KYMBW906AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:367.800 Kg 809.20 lb|Cage Type:YMB |UPC Code:087796225763 |Cage Material:BRASS 
5077056,23272YMBW33W45AW84,Design Unit:METRIC |Bearing Weight:338.600 Kg 744.9 lb|Cage Type:YMB |UPC Code:087796150751 |Cage Material:BRASS 
5077034,230/560YMBW509C08C3,Design Unit:METRIC |Bearing Weight:349.100 Kg 768.00 lb|Cage Type:YMB |UPC Code:087796187979 |Cage Material:BRASS 
5077058,23272YMBW33W45AC3,Design Unit:METRIC |Bearing Weight:338.600 Kg 744.9 lb|Cage Type:YMB |UPC Code:087796031616 |Cage Material:BRASS 
5077059,232/500YMBW33W45A,Design Unit:METRIC |Bearing Weight:995.100 Kg 2189.20 lb|Cage Type:YMB |UPC Code:087796142954 |Cage Material:BRASS 
5076215,GY1010KRRB,Bore Size d:5/8 in 15.9 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.107 in 2.72 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:GY…KRRB 
5077103,280RU91OD1268R7,Design Units:METRIC |Bearing Weight:87.400 Kg 192.700 lb|Type:NU |Tapered Bore:N 
5077104,280RU91OE1792R3,Design Units:METRIC |Bearing Weight:87.400 Kg 192.700 lb|Type:NU |Tapered Bore:N 
5077102,280RU91OD1268R3,Design Units:METRIC |Bearing Weight:87.400 Kg 192.700 lb|Type:NU |Tapered Bore:N 
5077147,SAF 22318,Bearing Number:22318 |Diameter S-2:4 1/8 in|Diameter S-3:3 3/8 in|A:4.9375 in|B:15.5000 in|C:4.375 in|D:2.00 in|E Max.:13.5000 in|E Min.:12.0000 in|F:2.25 in|H:9.1875 in|Oil Level K:2.0000 in|L:7.000 in|Y:2.0469 in|No. of Base Bolts Required:4 |Size of Base Bolts Required:3.4 in|Locknut:AN18 |Lockwasher:W18 |Housing Only:SAF318 |Bolt Hole Length:1.5 in|Bolt Hole Width:0.750 in|Stabilizing Ring 1 Req’d:SR-21-18 |Triple Seal 2 Req’d at S-2:LER112 |Triple Seal 2 Req’d at S-3:LER191 |Assembly Weight:92.000 lb
5077145,SAF 22317,Bearing Number:22317 |Diameter S-2:3 15/16 in|Diameter S-3:3 3/16 in|A:4.50 in|B:15.2500 in|C:4.375 in|D:1.75 in|E Max.:13.1250 in|E Min.:11.6250 in|H:8.6875 in|Oil Level K:1.8125 in|L:6.000 in|Y:1.8906 in|No. of Base Bolts Required:2 |Size of Base Bolts Required:7.8 in|Locknut:AN17 |Lockwasher:W17 |Housing Only:SAF317 |Bolt Hole Length:1.625 in|Bolt Hole Width:0.875 in|Stabilizing Ring 1 Req’d:SR-20-17 |Triple Seal 2 Req’d at S-2:LER109 |Triple Seal 2 Req’d at S-3:LER188 |Assembly Weight:80.000 lb
5077149,SAF 22322,Bearing Number:22322 |Diameter S-2:4 7/8 in|Diameter S-3:4 3/16 in|A:6.00 in|B:18.3750 in|C:5.125 in|D:2.3750 in|E Max.:16.0000 in|E Min.:14.6250 in|F:3.25 in|H:11.5625 in|Oil Level K:2.5000 in|L:8.000 in|Y:2.4844 in|No. of Base Bolts Required:4 |Size of Base Bolts Required:7.8 in|Locknut:AN22 |Lockwasher:W22 |Housing Only:SAF322 |Bolt Hole Length:1.5625 in|Bolt Hole Width:0.875 in|Stabilizing Ring 1 Req’d:SR-0-22 |Triple Seal 2 Req’d at S-2:LER121 |Triple Seal 2 Req’d at S-3:LER113 |Assembly Weight:145.000 lb
5077248,RCJO1 1/2,Bore Size d:1 1/2 in 38.1 mm|Bearing Number:GN108KRRB |Dimension D:4.500 in 114.3 mm|Dimension E:2.394 in 60.8 mm|Inside Ring Outside Diameter:2.480 in 63 mm|Series:Medium-Duty |Weight:6.91 lb 3.133 Kg|Seal Type:Shroud Seal 
5077211,203K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:0.064 Kg 0.14 lb
5077052,231/530KYMBW37W906A,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:650.600 Kg 1431.30 lb|Cage Type:YMB |UPC Code:087796229419 |Cage Material:BRASS 
5077274,RCJ2 11/16,Bore Size d:2 11/16 in 68.3 mm|Bearing Number:G1211KRRB |Dimension D:6.000 in 152.4 mm|Dimension E:3.555 in 90.3 mm|Inside Ring Outside Diameter:3.791 in 96.3 mm|Series:Industrial |Weight:15.18 lb 6.885 Kg|Seal Type:Shroud Seal 
5077314,YA103RR2,Bore Size d:1 1/4 in 31.8 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:YA..RR 
5077308,YA014RRB,Bore Size d:7/8 in 22.2 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Spherical OD |Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:YA..RRB 
5077285,1111KRRB,Bore Size d:1 11/16 in 42.9 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Spherical OD |Dimension B1:2.220 in 56.4 mm|Dimension B2:0.720 in 18.3 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KRRB 
5077293,1203KRS,Bore Size d:2 3/16 in 55.6 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Cylindrical OD |Dimension B1:2.811 in 71.4 mm|Dimension B2:0.811 in 20.6 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KRS 
5077009,SNW-28 X 4 7/8,Series:222K |Diameter d :4 7/8 in|Bearing Number:22228K |SNW/SNP Assembly Weight:10.30 lb
5077005,SNW-24 X 4 3/16,Series:222K |Diameter d :4  3/16 in|Bearing Number:22224K |SNW/SNP Assembly Weight:6.70 lb
5077148,SAF 22320,Bearing Number:22320 |Diameter S-2:4 1/2 in|Diameter S-3:3 13/16 in|A:5.2500 in|B:16.5 in|C:4.750 in|D:2.1250 in|E Max.:14.5000 in|E Min.:13.2500 in|F:2.75 in|H:10.25 in|Oil Level K:2.1250 in|L:7.375 in|Y:2.2969 in|No. of Base Bolts Required:4 |Size of Base Bolts Required:3.4 in|Locknut:AN20 |Lockwasher:W20 |Housing Only:SAF320 |Bolt Hole Length:1.375 in|Bolt Hole Width:0.750 in|Stabilizing Ring 1 Req’d:SR-24-20 |Triple Seal 2 Req’d at S-2:LER118 |Triple Seal 2 Req’d at S-3:LER106 |Assembly Weight:109.0 lb
5077318,RA112RRB,Bore Size d:1 3/4 in 44.5 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Molded Shroud |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Spherical OD |Dimension B1:1.720 in 43.7 mm|Dimension B2:0.720 in 18.3 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:RA..RRB 
5077292,1203KRRB,Bore Size d:2 3/16 in 55.6 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Spherical OD |Dimension B1:2.811 in 71.4 mm|Dimension B2:0.811 in 20.6 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KRRB 
5077286,G1111KLLB,Bore Size d:1 11/16 in 42.9 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Labyrinth Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.179 in 4.55 mm|Dimension B1:2.220 in 56.4 mm|Dimension B2:0.720 in 18.3 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:G1…KLLB 
5077287,G1111KPPB4,"Bore Size d:1 11/16 in 42.9 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.179 in 4.55 mm|Dimension B1:2.220 in 56.4 mm|Dimension B2:0.720 in 18.3 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:G1…KPPB2,3,4 "
5077321,GN114KRRB,Bore Size d:1 7/8 in 47.6 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.211 in 5.36 mm|Dimension B1:2.626 in 66.7 mm|Dimension B2:0.874 in 22.2 mm|Series:Medium-Duty |Weight:0.5 lb 0.2 Kg|Sub Series:GN..KRRB 
5077333,1100KLLB,Bore Size d:1 in 25.4 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Labyrinth Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Spherical OD |Dimension B1:1.750 in 44.45 mm|Dimension B2:0.531 in 13.5 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KLLB 
5077309,GRA015RRB,Bore Size d:15/16 in 23.8 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Molded Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.142 in 3.61 mm|Dimension B1:1.220 in 31 mm|Dimension B2:0.531 in 13.5 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GRA..RRB 
5077003,SNW-22 X 3 15/16,Series:222K |Diameter d :3 15/16 in|Bearing Number:22222K |SNW/SNP Assembly Weight:5.00 lb
5077317,GN104KRRB,Bore Size d:1 1/4 in 31.8 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.156 in 3.96 mm|Dimension B1:2.031 in 51.6 mm|Dimension B2:0.689 in 17.5 mm|Series:Medium-Duty |Weight:0.5 lb 0.2 Kg|Sub Series:GN..KRRB 
5077344,G1104KRRB,Bore Size d:1 1/4 in 31.8 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.145 in 3.68 mm|Dimension B1:2.016 in 51.2 mm|Dimension B2:0.673 in 17.1 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:G1…KRRB 
5077322,G1011KRRB,Bore Size d:11/16 in 17.5 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.107 in 2.72 mm|Dimension B1:1.469 in 37.3 mm|Dimension B2:0.531 in 13.5 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:G1…KRRB 
5077471,7230WN MBR,"Ball Type:Steel |Cage Type:Outer Ring Piloted, Machined Bronze Cage |Bearing Weight:11.731 Kg 25.84 lb|Design Units:METRIC "
5077319,GRAE45RRB,Bore Size d:1.772 in 45 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Molded Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.179 in 4.55 mm|Dimension B1:1.720 in 43.7 mm|Dimension B2:0.720 in 18.3 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GRAE..RRB 
5077311,RA015RRB,Bore Size d:15/16 in 23.8 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Molded Shroud |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Spherical OD |Dimension B1:1.220 in 31 mm|Dimension B2:0.531 in 13.5 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:RA..RRB 
5077473,7311WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:1.592 Kg 3.51 lb|Design Units:METRIC "
5077461,309W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:0.934 Kg 2.06 lb
5077457,308W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:0.844 Kg 1.86 lb
5077913,240/530KYMBW33W45A,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:408.000 Kg 897.60 lb|Cage Type:YMB |UPC Code:087796161436 |Cage Material:BRASS 
5077007,SNW-26 X 4 1/2,Series:222K |Diameter d :4 1/2 in|Bearing Number:22226K |SNW/SNP Assembly Weight:8.60 lb
5078018,230/670KYMBW507C08,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:596.000 Kg 1311.20 lb|Cage Type:YMB |UPC Code:087796245198 |Cage Material:BRASS 
5077469,7228WN MBR,"Ball Type:Steel |Cage Type:Outer Ring Piloted, Machined Bronze Cage |Bearing Weight:9.634 Kg 21.24 lb|Design Units:METRIC "
5077833,7312WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:1.969 Kg 4.34 lb|Design Units:METRIC "
5077944,1203KPPB4,"Bore Size d:2 3/16 in 55.6 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Spherical OD |Dimension B1:2.811 in 71.4 mm|Dimension B2:0.811 in 20.6 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KPPB2,3,4 "
5077465,310W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:1.207 Kg 2.66 lb
5078100,DV-113,Diameter S-1:4 3/16 in|Assembly Standout B:1 1/16 in|Pillow Block Housing Number 500:524 |Pillow Block Housing Number 600:624 |V-Ring Seal:V-110-A |O-Ring:2-238 |End Plug:EPS-14 
5077952,231/530KYMBW906AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:650.600 Kg 1431.30 lb|Cage Type:YMB |UPC Code:087796245266 |Cage Material:BRASS 
5078096,DV-53,Diameter S-1:2 15/16 in|Assembly Standout B:1 in|Pillow Block Housing Number 500:517 |V-Ring Seal:V-75-A |O-Ring:2-230 |End Plug:EPS-6 
5078111,DV-125,Diameter S-1:5 3/16 in|Assembly Standout B:1 1/16 in|Pillow Block Housing Number 500:530 |Pillow Block Housing Number 600:630 |V-Ring Seal:V-130-A |O-Ring:2-247 |End Plug:EPS-17 
5078099,DV-109,Diameter S-1:3 15/16 in|Assembly Standout B:1 in|Pillow Block Housing Number 500:522 |Pillow Block Housing Number 600:622 |V-Ring Seal:V-100-A |O-Ring:2-239 |End Plug:EPS-13 
5078118,DV-155,Diameter S-1:6 15/16 in|Assembly Standout B:1 9/64 in|Pillow Block Housing Number 500:538 |Pillow Block Housing Number 600:638 |V-Ring Seal:V-180-A |O-Ring:2-259 |End Plug:EPS-22 
5078056,SAF 22338,Bearing Number:22338 |Diameter S-2:8 3/8 in|Diameter S-3:7 1/4 in|A:9.5000 in|B:32.7500 in|C:8.750 in|D:3.7500 in|E Max.:27.8750 in|E Min.:24.7500 in|F:5.25 in|H:19.6250 in|Oil Level K:3.6875 in|L:11.500 in|Y:3.8906 in|No. of Base Bolts Required:4 |Size of Base Bolts Required:1.5 in|Locknut:AN38 |Lockwasher:W38 |Housing Only:SAF338 |Bolt Hole Length:3.0625 in|Bolt Hole Width:1.5 in|Stabilizing Ring 1 Req’d:SR-44-38 |Triple Seal 2 Req’d at S-2:LER171 |Triple Seal 2 Req’d at S-3:LER160 |Assembly Weight:635.000 lb
5078114,DV-140,Diameter S-1:5 15/16 in|Assembly Standout B:1 1/16 in|Pillow Block Housing Number 500:534 |Pillow Block Housing Number 600:634 |V-Ring Seal:V-150-A |O-Ring:2-253 |End Plug:EPS-20 
5077315,GYA103RRB2,Bore Size d:1 1/4 in 31.8 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.164 in 4.17 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GYA..RRB 
5078129,SNW-3136 X 6 7/16,Series:231K |Diameter d :6  7/16 in|Bearing Number:23136K |SNW/SNP Assembly Weight:17.10 lb
5078098,DV-102,Diameter S-1:3 7/16 in|Assembly Standout B:1 in|Pillow Block Housing Number 500:520 |Pillow Block Housing Number 600:620 |V-Ring Seal:V-85-A |O-Ring:2-234 |End Plug:EPS-11 
5078132,SNW-3140 X 7 3/16,Series:231K |Diameter d :7  3/16 in|Bearing Number:23140K |SNW/SNP Assembly Weight:28.40 lb
5078116,DV-148,Diameter S-1:6 7/16 in|Assembly Standout B:1 9/64 in|Pillow Block Housing Number 500:536 |Pillow Block Housing Number 600:636 |V-Ring Seal:V-160-A |O-Ring:2-259 |End Plug:EPS-21 
5078095,DV-44,Diameter S-1:2 11/16 in|Assembly Standout B:59/64 in|Pillow Block Housing Number 500:516 |Pillow Block Housing Number 600:616 |V-Ring Seal:V-65-A |O-Ring:2-231 |End Plug:EPS-5 
5077310,GYA015RRB,Bore Size d:15/16 in 23.8 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.142 in 3.61 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GYA..RRB 
5078113,DV-130,Diameter S-1:5 7/16 in|Assembly Standout B:1 1/16 in|Pillow Block Housing Number 500:532 |Pillow Block Housing Number 600:632 |V-Ring Seal:V-140-A |O-Ring:2-249 |End Plug:EPS-18 
5078103,DV-122,Diameter S-1:4 15/16 in|Assembly Standout B:1 1/16 in|Pillow Block Housing Number 500:528 |Pillow Block Housing Number 600:628 |V-Ring Seal:V-130-A |O-Ring:2-244 |End Plug:EPS-16 
5078169,SNP-3152 X 9 1/2,Series:231K |Diameter d :9 1/2 in|Bearing Number:23152K |SNW/SNP Assembly Weight:39.00 lb
5078174,SNP-3164 X 12,Series:231K |Diameter d :12 in|Bearing Number:23164K |SNW/SNP Assembly Weight:70.00 lb
5078167,DV-69,Diameter S-1:3 3/16 in|Assembly Standout B:1 in|Pillow Block Housing Number 500:518 |V-Ring Seal:V-80-A |O-Ring:2-235 |End Plug:EPS-9 
5078134,SNW-3144 X 7 15/16,Series:231K |Diameter d :7 15/16 in|Bearing Number:23144K |SNW/SNP Assembly Weight:28.10 lb
5078137,SNP-3148 X 8 15/16,Series:231K |Diameter d :8 15/16 in|Bearing Number:23148K |SNW/SNP Assembly Weight:36.00 lb
5078130,SNW-3138 X 6 15/16,Series:231K |Diameter d :6 15/16 in|Bearing Number:23138K |SNW/SNP Assembly Weight:19.70 lb
5078141,DV-167,Diameter S-1:7 15/16 in|Assembly Standout B:1 15/32 in|Pillow Block Housing Number 500:544 |V-Ring Seal:V-200-A |O-Ring:2-262 |End Plug:EPS-25 
5078218,SNW-126 X 4 7/16,"Series:223K and 232K |Diameter d :4  7/16 in|Bearing Number:22326K, 23226K |SNW/SNP Assembly Weight:12.40 lb"
5078217,H2326,d1:115.00 mm|L:121.00 mm|C:23 mm|G:M130x2 |D:165 mm|Locknut:KM26 |Lockwasher and Lockplates:MB26 |Appropriate Hydraulic Nut:HMV26 
5078168,SNP-3152 X 9 7/16,Series:231K |Diameter d :9  7/16 in|Bearing Number:23152K |SNW/SNP Assembly Weight:39.00 lb
5078232,H2332,d1:140.00 mm|L:147.00 mm|C:28.0 mm|G:M160x3 |D:210 mm|Locknut:KM32 |Lockwasher and Lockplates:MB32 |Appropriate Hydraulic Nut:HMV32 
5078192,SNW-32 X 5 7/16,Series:222K |Diameter d :5  7/16 in|Bearing Number:22232K |SNW/SNP Assembly Weight:15.60 lb
5078243,SNW-109 X 1 7/16,Series:223K and 232K |Diameter d :1  7/16 in|Bearing Number:22309K |SNW/SNP Assembly Weight:0.80 lb
5078250,SNW-111 X 1 15/16,Series:223K and 232K |Diameter d :1 15/16 in|Bearing Number:22311K |SNW/SNP Assembly Weight:0.90 lb
5078196,SNW-36 X 6 7/16,Series:222K |Diameter d :6  7/16 in|Bearing Number:22236K |SNW/SNP Assembly Weight:20.50 lb
5078242,H2309,d1:40.00 mm|L:50.00 mm|C:11.0 mm|G:M45x1.5 |D:65 mm|Locknut:KM9 |Lockwasher and Lockplates:MB9 
5078225,SNW-132 X 5 1/2,"Series:223K and 232K |Diameter d :5  7/16 in|Bearing Number:22332K, 23232K |SNW/SNP Assembly Weight:18.50 lb"
5078248,HA2311,d1:1 15/16 in 49.21 mm|L:59.00 mm|C:12 mm|G:M55x2 |D:75 mm|Locknut:KM11 |Lockwasher and Lockplates:MB11 |Appropriate Hydraulic Nut:HMV11 
5078173,SNP-3160 X 11,Series:231K |Diameter d :11 in|Bearing Number:23160K |SNW/SNP Assembly Weight:65.00 lb
5078253,HE2313,d1:2 1/4 in 57.15 mm|L:65.00 mm|C:14 mm|G:M65x2 |D:85 mm|Locknut:KM13 |Lockwasher and Lockplates:MB13 |Appropriate Hydraulic Nut:HMV13 
5078170,SNP-3156 X 10 7/16,Series:231K |Diameter d :10  7/16 in|Bearing Number:23156K |SNW/SNP Assembly Weight:60.00 lb
5078255,SNW-113 X 2 3/16,Series:223K and 232K |Diameter d :2  3/16 in|Bearing Number:22313K |SNW/SNP Assembly Weight:1.70 lb
5078256,HA2315,d1:2 7/16 in 61.91 mm|L:73.00 mm|C:15 mm|G:M75x2 |D:98 mm|Locknut:KM15 |Lockwasher and Lockplates:MB15 |Appropriate Hydraulic Nut:HMV15 
5078254,H2313,d1:60.00 mm|L:65.00 mm|C:14 mm|G:M65x2 |D:85 mm|Locknut:KM13 |Lockwasher and Lockplates:MB13 |Appropriate Hydraulic Nut:HMV13 
5078241,HA2309,d1:1 7/16 in 36.51 mm|L:50.00 mm|C:11.0 mm|G:M45x1.5 |D:65 mm|Locknut:KM9 |Lockwasher and Lockplates:MB9 
5078252,HA2313,d1:2 3/16 in 55.56 mm|L:65.00 mm|C:14 mm|G:M65x2 |D:85 mm|Locknut:KM13 |Lockwasher and Lockplates:MB13 |Appropriate Hydraulic Nut:HMV13 
5078249,H2311,d1:50.00 mm|L:59.00 mm|C:12 mm|G:M55x2 |D:75 mm|Locknut:KM11 |Lockwasher and Lockplates:MB11 |Appropriate Hydraulic Nut:HMV11 
5078209,SNP-3172 X 13 7/16,Series:231K |Diameter d :13  7/16 in|Bearing Number:23172K |SNW/SNP Assembly Weight:120.00 lb
5078223,SNW-132 X 5 3/8,"Series:223K and 232K |Diameter d :5  7/16 in|Bearing Number:22332K, 23232K |SNW/SNP Assembly Weight:18.50 lb"
5078214,SNP-3176 X 14,Series:231K |Diameter d :14 in|Bearing Number:23176K |SNW/SNP Assembly Weight:125.00 lb
5078245,SNW-110 X 1 11/16,Series:223K and 232K |Diameter d :1 11/16 in|Bearing Number:22310K |SNW/SNP Assembly Weight:0.90 lb
5078197,SNW-36 X 6 1/2,Series:222K |Diameter d :6 1/2 in|Bearing Number:22236K |SNW/SNP Assembly Weight:20.50 lb
5078231,SNP-3156 X 9 15/16,Series:231K |Diameter d :9 15/16 in|Bearing Number:23156K |SNW/SNP Assembly Weight:60.00 lb
5078191,SNW-30 X 5 1/4,Series:222K |Diameter d :5 1/4 in|Bearing Number:22230K |SNW/SNP Assembly Weight:13.50 lb
5078237,SNW-44 X 7 7/8,Series:222K |Diameter d :7 7/8 in|Bearing Number:22244K |SNW/SNP Assembly Weight:33.00 lb
5078259,H2316,d1:70.00 mm|L:78.00 mm|C:17.0 mm|G:M80x2 |D:105 mm|Locknut:KM16 |Lockwasher and Lockplates:MB16 |Appropriate Hydraulic Nut:HMV16 
5078190,SNW-30 X 5 3/16,Series:222K |Diameter d :5  3/16 in|Bearing Number:22230K |SNW/SNP Assembly Weight:13.50 lb
5078302,24084YMBW33W45AC3,Design Unit:METRIC |Bearing Weight:206.70 Kg 454.70 lb|Cage Type:YMB |UPC Code:087796142909 |Cage Material:BRASS 
5078306,241/600KYMBW33C3,Design Unit:METRIC |Bore Taper:1/30 |Bearing Weight:1088.900 Kg 2395.40 lb|Cage Type:YMB |UPC Code:087796201712 |Cage Material:BRASS 
5078188,SNW-28 X 4 15/16,Series:222K |Diameter d :4 15/16 in|Bearing Number:22228K |SNW/SNP Assembly Weight:10.30 lb
5078315,239/850YMBW507C08,Design Unit:METRIC |Bearing Weight:552.700 Kg 1215.90 lb|Cage Type:YMB |UPC Code:087796143104 |Cage Material:BRASS 
5078212,SNP-3256 X 10 7/16,"Series:223K and 232K |Diameter d :10  7/16 in|Bearing Number:22356K, 23256K |SNW/SNP Assembly Weight:61.30 lb"
5078314,239/850YMBW509C08C3,Design Unit:METRIC |Bearing Weight:552.700 Kg 1215.90 lb|Cage Type:YMB |UPC Code:087796032484 |Cage Material:BRASS 
5078319,239/850KYMBW40IW534,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:552.700 Kg 1215.90 lb|Cage Type:YMB |UPC Code:087796143098 |Cage Material:BRASS 
5078301,241/560YMBW33W45A,Design Unit:METRIC |Bearing Weight:941.700 Kg 2071.70 lb|Cage Type:YMB |UPC Code:087796143227 |Cage Material:BRASS 
5078331,23272KYMBW906AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:338.600 Kg 744.9 lb|Cage Type:YMB |UPC Code:087796141995 |Cage Material:BRASS 
5078321,239/850KYMBW906AC3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:552.700 Kg 1215.90 lb|Cage Type:YMB |UPC Code:087796032491 |Cage Material:BRASS 
5078205,SNP-3260 X 11,Series:223K and 232K |Diameter d :11 in|Bearing Number:23260K |SNW/SNP Assembly Weight:68.50 lb
5078317,23996YMBW507C08C3,Design Unit:METRIC |Bearing Weight:123.300 Kg 271.20 lb|Cage Type:YMB |UPC Code:087796143197 |Cage Material:BRASS 
5078268,SNW-116 X 2 3/4,Series:223K and 232K |Diameter d :2 3/4 in|Bearing Number:22316K |SNW/SNP Assembly Weight:3.20 lb
5078320,239/850KYMBW906A,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:552.700 Kg 1215.90 lb|Cage Type:YMB |UPC Code:087796191266 |Cage Material:BRASS 
5078305,240/560YMBW33W45A,Design Unit:METRIC |Bearing Weight:463.900 Kg 1020.60 lb|Cage Type:YMB |UPC Code:087796175938 |Cage Material:BRASS 
5078222,SNW-130 X 5 3/16,"Series:223K and 232K |Diameter d :5  3/16 in|Bearing Number:22330K, 23230K |SNW/SNP Assembly Weight:17.60 lb"
5078260,SNW-116 X 2 11/16,Series:223K and 232K |Diameter d :2 11/16 in|Bearing Number:22316K |SNW/SNP Assembly Weight:3.20 lb
5078333,232/500KYMBW906A,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:995.100 Kg 2189.20 lb|Cage Type:YMB |UPC Code:087796188815 |Cage Material:BRASS 
