id,catalog_number,basic_load_ratings
5120139,23264EMBW25W507C08C3,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5120124,23032EJW33C2,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5120134,24044EJW33C3,C0 - Static Radial Rating:2720000 N 612000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1720000 N 388000 lbf
5120129,24064EJW33W45AC4,C0 - Static Radial Rating:5380000 N 1210000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3130000 N 703000 lbf
5120142,24060KEJW33W45AC2,C0 - Static Radial Rating:5190000 N 1170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 689000 lbf
5120133,24044EJW33C2,C0 - Static Radial Rating:2720000 N 612000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1720000 N 388000 lbf
5120110,24068EJW33W45AC4,C0 - Static Radial Rating:6540000 N 1470000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3820000 N 859000 lbf
5120140,24168EMBW33W45AC3,C0 - Static Radial Rating:8900000 N 2000000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5680000 N 1280000 lbf
5120154,24072KEJW33W45AC2,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3920000 N 881000 lbf
5120121,23944EMW509C08C4,C0 - Static Radial Rating:1210000 N 272000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):739000 N 166000 lbf
5120143,24060KEJW33W45AC3,C0 - Static Radial Rating:5190000 N 1170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 689000 lbf
5120123,22240EJW33C4,C0 - Static Radial Rating:2010000 N 452000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1580000 N 356000 lbf
5120152,24064KEJW33W45AC4,C0 - Static Radial Rating:5380000 N 1210000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3130000 N 703000 lbf
5120147,24060EJW33W25W45AC4,C0 - Static Radial Rating:5190000 N 1170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 689000 lbf
5120150,24064KEJW33W45AC3,C0 - Static Radial Rating:5380000 N 1210000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3130000 N 703000 lbf
5120155,24072KEJW33W45AC3,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3920000 N 881000 lbf
5120148,23034EJW502,C0 - Static Radial Rating:1250000 N 282000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):858000 N 193000 lbf
5120161,24072EJW33W27W45A,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3920000 N 881000 lbf
5120138,24160KEMBW33W45AC3,C0 - Static Radial Rating:6270000 N 1410000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5120151,24064KEJW33W45AC2,C0 - Static Radial Rating:5380000 N 1210000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3130000 N 703000 lbf
5120146,24060EJW33W25W45AC3,C0 - Static Radial Rating:5190000 N 1170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 689000 lbf
5120156,24072KEJW33W45AC4,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3920000 N 881000 lbf
5120136,24172EMBW507W300C3,C0 - Static Radial Rating:9550000 N 2150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5900000 N 1330000 lbf
5120163,24072EJW906AC3,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3920000 N 881000 lbf
5120165,24156EJW33W45AC2,C0 - Static Radial Rating:5060000 N 1140000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3210000 N 723000 lbf
5120137,24156EMBW33W45AW69C2,C0 - Static Radial Rating:5060000 N 1140000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3210000 N 723000 lbf
5120158,24068KEJW33W45AC2,C0 - Static Radial Rating:6540000 N 1470000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3820000 N 859000 lbf
5120159,24068KEJW33W45AC3,C0 - Static Radial Rating:6540000 N 1470000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3820000 N 859000 lbf
5120167,24156EJW33W45AC4,C0 - Static Radial Rating:5060000 N 1140000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3210000 N 723000 lbf
5120172,23034KEJW33C4,C0 - Static Radial Rating:1250000 N 282000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):858000 N 193000 lbf
5120171,23034KEJW33C3,C0 - Static Radial Rating:1250000 N 282000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):858000 N 193000 lbf
5120160,24068KEJW33W45AC4,C0 - Static Radial Rating:6540000 N 1470000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3820000 N 859000 lbf
5120168,24156EJW33W45AC6,C0 - Static Radial Rating:5060000 N 1140000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3210000 N 723000 lbf
5120144,24060KEJW33W45AC4,C0 - Static Radial Rating:5190000 N 1170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 689000 lbf
5120175,23236EJW33C3,C0 - Static Radial Rating:2290000 N 515000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1720000 N 387000 lbf
5120173,23034KEJW33C2,C0 - Static Radial Rating:1250000 N 282000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):858000 N 193000 lbf
5120189,24160EJW33W45AC4,C0 - Static Radial Rating:6270000 N 1410000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5120179,24048EJW33C3,C0 - Static Radial Rating:2900000 N 652000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1790000 N 403000 lbf
5120187,24160EJW33W45AC2,C0 - Static Radial Rating:6270000 N 1410000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5120188,24160EJW33W45AC3,C0 - Static Radial Rating:6270000 N 1410000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5120180,24048EJW33C2,C0 - Static Radial Rating:2900000 N 652000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1790000 N 403000 lbf
5120184,24156KEJW33W45AC3,C0 - Static Radial Rating:5060000 N 1140000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3210000 N 723000 lbf
5120198,24164EJW33W45AC3,C0 - Static Radial Rating:7530000 N 1690000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4790000 N 1080000 lbf
5120166,24156EJW33W45AC3,C0 - Static Radial Rating:5060000 N 1140000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3210000 N 723000 lbf
5120197,24164EJW33W45AC2,C0 - Static Radial Rating:7530000 N 1690000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4790000 N 1080000 lbf
5120183,24156KEJW33W45AC2,C0 - Static Radial Rating:5060000 N 1140000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3210000 N 723000 lbf
5120176,23236EJW33C2,C0 - Static Radial Rating:2290000 N 515000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1720000 N 387000 lbf
5120185,24156KEJW33W45AC4,C0 - Static Radial Rating:5060000 N 1140000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3210000 N 723000 lbf
5120204,24164KEJW33W45AC3,C0 - Static Radial Rating:7530000 N 1690000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4790000 N 1080000 lbf
5120195,24160KEJW33W45AC4,C0 - Static Radial Rating:6270000 N 1410000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5120199,24164EJW33W45AC4,C0 - Static Radial Rating:7530000 N 1690000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4790000 N 1080000 lbf
5120206,24144EJW33C2,C0 - Static Radial Rating:3220000 N 725000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2250000 N 505000 lbf
5120209,23244EJW33W45AC2,C0 - Static Radial Rating:3350000 N 754000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2490000 N 559000 lbf
5120208,24144EJW33C3,C0 - Static Radial Rating:3220000 N 725000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2250000 N 505000 lbf
5120205,24164KEJW33W45AC4,C0 - Static Radial Rating:7530000 N 1690000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4790000 N 1080000 lbf
5120210,23244EJW33W45AC4,C0 - Static Radial Rating:3350000 N 754000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2490000 N 559000 lbf
5120215,24052EJW33C3,C0 - Static Radial Rating:3840000 N 864000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2380000 N 535000 lbf
5120177,23236EJW33C4,C0 - Static Radial Rating:2290000 N 515000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1720000 N 387000 lbf
5120194,24160KEJW33W45AC3,C0 - Static Radial Rating:6270000 N 1410000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5120181,24048EJW33C4,C0 - Static Radial Rating:2900000 N 652000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1790000 N 403000 lbf
5120218,22344EJW33W45AW800C4,C0 - Static Radial Rating:3240000 N 729000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2740000 N 615000 lbf
5120224,23032KEJW33C4,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5120193,24160KEJW33W45AC2,C0 - Static Radial Rating:6270000 N 1410000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5120232,23234EJW33C2,C0 - Static Radial Rating:2200000 N 494000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5120233,23234EJW33C4,C0 - Static Radial Rating:2200000 N 494000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5120244,24148EJW33W45AC3,C0 - Static Radial Rating:4050000 N 912000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2690000 N 606000 lbf
5120216,24052EJW33C2,C0 - Static Radial Rating:3840000 N 864000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2380000 N 535000 lbf
5120223,23032KEJW33C3,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5120225,24140EJW33C2,C0 - Static Radial Rating:2930000 N 658000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2030000 N 456000 lbf
5120249,23224KEJW33C2,C0 - Static Radial Rating:1040000 N 234000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):824000 N 185000 lbf
5120217,24052EJW33C4,C0 - Static Radial Rating:3840000 N 864000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2380000 N 535000 lbf
5120226,24140EJW33C4,C0 - Static Radial Rating:2930000 N 658000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2030000 N 456000 lbf
5120231,23340EMBW33W45AW800C4,C0 - Static Radial Rating:3730000 N 838000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2940000 N 660000 lbf
5120255,23038EJW33C2,C0 - Static Radial Rating:1580000 N 355000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1060000 N 239000 lbf
5120256,23038EJW33C4,C0 - Static Radial Rating:1580000 N 355000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1060000 N 239000 lbf
5120260,21319KEJW33C3,C0 - Static Radial Rating:483000 N 109000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):474000 N 107000 lbf
5120250,23224KEJW33C4,C0 - Static Radial Rating:1040000 N 234000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):824000 N 185000 lbf
5120246,24148EJW33W45AC2,C0 - Static Radial Rating:4050000 N 912000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2690000 N 606000 lbf
5120253,22238EJW33C2,C0 - Static Radial Rating:1960000 N 440000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1550000 N 348000 lbf
5120203,24164KEJW33W45AC2,C0 - Static Radial Rating:7530000 N 1690000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4790000 N 1080000 lbf
5120261,21319KEJW33C2,C0 - Static Radial Rating:483000 N 109000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):474000 N 107000 lbf
5120248,23224KEJW33C3,C0 - Static Radial Rating:1040000 N 234000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):824000 N 185000 lbf
5120234,23972EMBW33C2,C0 - Static Radial Rating:3140000 N 707000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1710000 N 385000 lbf
5120222,23032KEJW33C2,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5120243,24148EJW33W45AC4,C0 - Static Radial Rating:4050000 N 912000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2690000 N 606000 lbf
5120284,23238KEJW33C2,C0 - Static Radial Rating:2610000 N 586000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120262,21319KEJW33C4,C0 - Static Radial Rating:483000 N 109000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):474000 N 107000 lbf
5120287,23144EJW33C2,C0 - Static Radial Rating:2740000 N 616000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120252,22238EJW33C4,C0 - Static Radial Rating:1960000 N 440000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1550000 N 348000 lbf
5120280,23052KEJW33C2,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5120285,23238KEJW33C3,C0 - Static Radial Rating:2610000 N 586000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120294,23240KEJW507C08C4,C0 - Static Radial Rating:2890000 N 650000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2140000 N 480000 lbf
5120297,23144KEJW33C3,C0 - Static Radial Rating:2740000 N 616000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120282,23052KEJW33C4,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5120292,23240KEJW507C08C2,C0 - Static Radial Rating:2890000 N 650000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2140000 N 480000 lbf
5120288,23144EJW33C4,C0 - Static Radial Rating:2740000 N 616000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120269,22318EJW33C2,C0 - Static Radial Rating:659000 N 148000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):606000 N 136000 lbf
5120286,23238KEJW33C4,C0 - Static Radial Rating:2610000 N 586000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120281,23052KEJW33C3,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5120302,23052EJW507C08C4,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5120273,23136EMW33C4,C0 - Static Radial Rating:2000000 N 449000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1410000 N 317000 lbf
5120301,23052EJW507C08C3,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5120293,23240KEJW507C08C3,C0 - Static Radial Rating:2890000 N 650000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2140000 N 480000 lbf
5120304,23048EJW33C2,C0 - Static Radial Rating:2140000 N 480000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1400000 N 315000 lbf
5120298,23144KEJW33C4,C0 - Static Radial Rating:2740000 N 616000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120275,23136KEMW33C4,C0 - Static Radial Rating:2000000 N 449000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1410000 N 317000 lbf
5120300,23052EJW507C08C2,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5120310,23140KEJW33C2,C0 - Static Radial Rating:2290000 N 514000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5120309,23140KEJW33C3,C0 - Static Radial Rating:2290000 N 514000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5120305,23048EJW33C3,C0 - Static Radial Rating:2140000 N 480000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1400000 N 315000 lbf
5120306,23048EJW33C4,C0 - Static Radial Rating:2140000 N 480000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1400000 N 315000 lbf
5120311,23140KEJW33C4,C0 - Static Radial Rating:2290000 N 514000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5120296,23144KEJW33C2,C0 - Static Radial Rating:2740000 N 616000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5120318,23138KEJW507C08C2,C0 - Static Radial Rating:2340000 N 525000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1630000 N 365000 lbf
5120313,23044KEJW33C2,C0 - Static Radial Rating:1970000 N 443000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1340000 N 300000 lbf
5120317,23138KEJW507C08C3,C0 - Static Radial Rating:2340000 N 525000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1630000 N 365000 lbf
5120314,23044KEJW33C3,C0 - Static Radial Rating:1970000 N 443000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1340000 N 300000 lbf
5120307,22334EJW33W28,C0 - Static Radial Rating:2360000 N 530000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2000000 N 450000 lbf
5120315,23044KEJW33C4,C0 - Static Radial Rating:1970000 N 443000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1340000 N 300000 lbf
5120344,23232KEJW33C2,C0 - Static Radial Rating:1940000 N 435000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1470000 N 330000 lbf
5120323,23040KEJW33C4,C0 - Static Radial Rating:1760000 N 395000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1230000 N 276000 lbf
5120345,23232KEJW33C4,C0 - Static Radial Rating:1940000 N 435000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1470000 N 330000 lbf
5120339,22334KEJW33C2,C0 - Static Radial Rating:2360000 N 530000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2000000 N 450000 lbf
5120319,23138KEJW507C08C4,C0 - Static Radial Rating:2340000 N 525000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1630000 N 365000 lbf
5120348,22336KEJW33C3,C0 - Static Radial Rating:2600000 N 584000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2190000 N 491000 lbf
5120341,22334KEJW33C4,C0 - Static Radial Rating:2360000 N 530000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2000000 N 450000 lbf
5120331,22244EJW33C2,C0 - Static Radial Rating:2310000 N 520000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1850000 N 415000 lbf
5120321,23040KEJW33C3,C0 - Static Radial Rating:1760000 N 395000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1230000 N 276000 lbf
5120349,22336KEJW33C4,C0 - Static Radial Rating:2600000 N 584000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2190000 N 491000 lbf
5120340,22334KEJW33C3,C0 - Static Radial Rating:2360000 N 530000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2000000 N 450000 lbf
5120332,22244EJW33C4,C0 - Static Radial Rating:2310000 N 520000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1850000 N 415000 lbf
5120351,23244KEJW507C08C2,C0 - Static Radial Rating:3350000 N 754000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2490000 N 559000 lbf
5120352,23244KEJW507C08C3,C0 - Static Radial Rating:3350000 N 754000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2490000 N 559000 lbf
5120343,23232KEJW33C3,C0 - Static Radial Rating:1940000 N 435000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1470000 N 330000 lbf
5120354,23134KEJW33C3,C0 - Static Radial Rating:1710000 N 384000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1220000 N 274000 lbf
5120359,23130KEJW33C2,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5120360,23130KEJW33C4,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5120364,22338KEJW33C4,C0 - Static Radial Rating:2830000 N 635000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2380000 N 534000 lbf
5120347,22336KEJW33C2,C0 - Static Radial Rating:2600000 N 584000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2190000 N 491000 lbf
5120355,23134KEJW33C4,C0 - Static Radial Rating:1710000 N 384000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1220000 N 274000 lbf
5120322,23040KEJW33C2,C0 - Static Radial Rating:1760000 N 395000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1230000 N 276000 lbf
5120367,23228KEJW33C3,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1090000 N 246000 lbf
5120369,23268YMBW915C3,C0 - Static Radial Rating:8200000 N 1840000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5160000 N 1160000 lbf
5120362,22338KEJW33C2,C0 - Static Radial Rating:2830000 N 635000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2380000 N 534000 lbf
5120363,22338KEJW33C3,C0 - Static Radial Rating:2830000 N 635000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2380000 N 534000 lbf
5120353,23134KEJW33C2,C0 - Static Radial Rating:1710000 N 384000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1220000 N 274000 lbf
5120368,23228KEJW33C4,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1090000 N 246000 lbf
5120366,23228KEJW33C2,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1090000 N 246000 lbf
5120356,23244KEJW507C08C4,C0 - Static Radial Rating:3350000 N 754000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2490000 N 559000 lbf
5120386,6208-NR-C3,Cr - Dynamic Load Rating:29.5 kN|C0r - Static Load Rating:18.1 kN
5120384,23234KEJW33C3,C0 - Static Radial Rating:2200000 N 494000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5120380,23128KEJW33C3,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5120390,24140KEJW33C3,C0 - Static Radial Rating:2930000 N 658000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2030000 N 456000 lbf
5120400,23236KEJW33C4,C0 - Static Radial Rating:2290000 N 515000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1720000 N 387000 lbf
5120387,23234KEJW33C2,C0 - Static Radial Rating:2200000 N 494000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5120392,24140KEJW33C4,C0 - Static Radial Rating:2930000 N 658000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2030000 N 456000 lbf
5120388,23234KEJW33C4,C0 - Static Radial Rating:2200000 N 494000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5120382,23128KEJW33C4,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5120408,23052KEMBW33C4,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5120358,23130KEJW33C3,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5120404,23038KEJW33C4,C0 - Static Radial Rating:1580000 N 355000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1060000 N 239000 lbf
