id,catalog_number,basic_load_ratings
5082388,6009,Cr - Dynamic Load Rating:19.9 kN|C0r - Static Load Rating:14 kN
5082408,6002,Cr - Dynamic Load Rating:5.6 kN|C0r - Static Load Rating:2.8 kN
5082456,6004,Cr - Dynamic Load Rating:9.4 kN|C0r - Static Load Rating:5 kN
5119229,23980EMBW509C08,C0 - Static Radial Rating:4020000 N 903000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2180000 N 489000 lbf
5119281,22264EMBW525C08,C0 - Static Radial Rating:5000000 N 1120000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3720000 N 835000 lbf
5081961,625-ZZ,Cr - Dynamic Load Rating:1.7 kN|C0r - Static Load Rating:0.67 kN
5077307,YA014RR,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5082001,61902-2RS,Cr - Dynamic Load Rating:4.3 kN|C0r - Static Load Rating:2.3 kN
5120350,23244KEJW507C08,C0 - Static Radial Rating:3350000 N 754000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2490000 N 559000 lbf
5118502,23940EM2NW502,C0 - Static Radial Rating:1130000 N 254000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):712000 N 160000 lbf
5082504,6003,Cr - Dynamic Load Rating:6 kN|C0r - Static Load Rating:3.3 kN
5110816,6204-Z-NR,Cr - Dynamic Load Rating:12.8 kN|C0r - Static Load Rating:6.6 kN
5111054,6321M,Cr - Dynamic Load Rating:183.7 kN|C0r - Static Load Rating:153.1 kN
5116750,23022KEJW33,C0 - Static Radial Rating:534000 N 120000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):391000 N 88000 lbf
5081657,62212-2RS,Cr - Dynamic Load Rating:52.7 kN|C0r - Static Load Rating:36 kN
5120178,24048EJW33,C0 - Static Radial Rating:2900000 N 652000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1790000 N 403000 lbf
5119777,22344KEJW33W45A,C0 - Static Radial Rating:3240000 N 729000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2740000 N 615000 lbf
5110977,6304-NR,Cr - Dynamic Load Rating:15.9 kN|C0r - Static Load Rating:7.8 kN
5117248,23032EMW33,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5082246,6217,Cr - Dynamic Load Rating:83.2 kN|C0r - Static Load Rating:63.8 kN
5082517,6216,Cr - Dynamic Load Rating:72.7 kN|C0r - Static Load Rating:53 kN
5081614,6219,Cr - Dynamic Load Rating:109 kN|C0r - Static Load Rating:82 kN
5082182,6211,Cr - Dynamic Load Rating:43.4 kN|C0r - Static Load Rating:29.2 kN
5082303,6215,Cr - Dynamic Load Rating:66.1 kN|C0r - Static Load Rating:49.3 kN
5118183,23244EMBW33,C0 - Static Radial Rating:3350000 N 754000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2490000 N 559000 lbf
5082206,6214,Cr - Dynamic Load Rating:60.8 kN|C0r - Static Load Rating:44 kN
5079990,YAS 1/2,Static Load Rating:1000 lbf 4400 N|Dynamic Load Rating:2400 lbf 10600 N
5082402,6212,Cr - Dynamic Load Rating:47.8 kN|C0r - Static Load Rating:32.9 kN
5068192,RCJ1 3/4,Static Load Rating:4600 lbf 20500 N|Dynamic Load Rating:36300 lbf 8160 N
5120186,24160EJW33W45A,C0 - Static Radial Rating:6270000 N 1410000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5067965,23092YMBW507C08,C0 - Static Radial Rating:7570000 N 1700000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5118741,23060EMBW507C08,C0 - Static Radial Rating:3570000 N 803000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2330000 N 525000 lbf
5082219,6016-2RS,Cr - Dynamic Load Rating:47.5 kN|C0r - Static Load Rating:39.8 kN
5118106,23034KEMW33,C0 - Static Radial Rating:1250000 N 282000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):858000 N 193000 lbf
5081991,61905-2RS,Cr - Dynamic Load Rating:7 kN|C0r - Static Load Rating:4.6 kN
5079690,9104K,Ce - Dynamic Radial Rating:10700 N 2400 lbf|C0 - Static Radial Rating:5000 N 1120 lbf
5081944,629-2RS,Cr - Dynamic Load Rating:4.6 kN|C0r - Static Load Rating:2 kN
5082101,22308KEMW33W800,C0 - Static Radial Rating:137000 N 30800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):147000 N 33100 lbf
5082026,61810,Cr - Dynamic Load Rating:6.2 kN|C0r - Static Load Rating:5.8 kN
5082023,61811,Cr - Dynamic Load Rating:8.8 kN|C0r - Static Load Rating:8.1 kN
5116877,24122EJW33,C0 - Static Radial Rating:811000 N 182000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):595000 N 134000 lbf
5116978,22315EJW33,C0 - Static Radial Rating:478000 N 107000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):450000 N 101000 lbf
5117421,23128KEMW33,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5066993,1103KLL,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5081628,6224-2RS,Cr - Dynamic Load Rating:155.3 kN|C0r - Static Load Rating:131.1 kN
5059712,1114KRR,Static Load Rating:5100 lbf 22700 N|Dynamic Load Rating:8800 lbf 39200 N
5116596,22206EJW33,C0 - Static Radial Rating:60800 N 13700 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):67400 N 15200 lbf
5116810,22213KEMW33,C0 - Static Radial Rating:204000 N 45900 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):198000 N 44600 lbf
5080088,RCJT 7/8,Static Load Rating:3600 lbf 15800 N|Dynamic Load Rating:1700 lbf 7700 N
5081992,61905,Cr - Dynamic Load Rating:7 kN|C0r - Static Load Rating:4.6 kN
5116834,24020EJW33,C0 - Static Radial Rating:506000 N 114000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):352000 N 79100 lbf
5081712,6032-2RS,Cr - Dynamic Load Rating:136.6 kN|C0r - Static Load Rating:135.4 kN
5081986,61907,Cr - Dynamic Load Rating:10.9 kN|C0r - Static Load Rating:7.8 kN
5082005,61901,Cr - Dynamic Load Rating:2.9 kN|C0r - Static Load Rating:1.5 kN
5081989,61906,Cr - Dynamic Load Rating:7.2 kN|C0r - Static Load Rating:5 kN
5082002,61902,Cr - Dynamic Load Rating:4.3 kN|C0r - Static Load Rating:2.3 kN
5081984,61908,Cr - Dynamic Load Rating:13.7 kN|C0r - Static Load Rating:9.9 kN
5100849,UCF216,Static Load Rating:11915 lbf 53000 N|Dynamic Load Rating:16344 lbf 72700 N
5081999,61903,Cr - Dynamic Load Rating:4.6 kN|C0r - Static Load Rating:2.6 kN
5100846,UCF214,Static Load Rating:9914 lbf 44100 N|Dynamic Load Rating:13983 lbf 62200 N
5100841,UCF212,Static Load Rating:8138 lbf 36200 N|Dynamic Load Rating:11780 lbf 52400 N
5117543,23052EMBW509C08,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5100844,UCF213,Static Load Rating:9015 lbf 40100 N|Dynamic Load Rating:12859 lbf 57200 N
5100847,UCF215,Static Load Rating:10858 lbf 48300 N|Dynamic Load Rating:15152 lbf 67400 N
5100851,UCF218,Static Load Rating:16074 lbf 71500 N|Dynamic Load Rating:21604 lbf 96100 N
5100850,UCF217,Static Load Rating:13916 lbf 61900 N|Dynamic Load Rating:18884 lbf 84000 N
5119538,21319EJW33,C0 - Static Radial Rating:483000 N 109000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):474000 N 107000 lbf
5118360,23136KEMW33,C0 - Static Radial Rating:2000000 N 449000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1410000 N 317000 lbf
5119097,23264EMBW507C08,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5081676,6228,Cr - Dynamic Load Rating:166 kN|C0r - Static Load Rating:150 kN
5119308,24168KEMBW33W45A,C0 - Static Radial Rating:8900000 N 2000000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5680000 N 1280000 lbf
5100839,UCF211,Static Load Rating:6609 lbf 29400 N|Dynamic Load Rating:9757 lbf 43400 N
5081602,6021-ZZ,Cr - Dynamic Load Rating:69.2 kN|C0r - Static Load Rating:61.2 kN
5082271,6200-ZZ,Cr - Dynamic Load Rating:5.1 kN|C0r - Static Load Rating:2.4 kN
5120357,23130KEJW33,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5116776,22218EMW33,C0 - Static Radial Rating:388000 N 87200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):355000 N 79700 lbf
5082345,6214-ZZ,Cr - Dynamic Load Rating:60.8 kN|C0r - Static Load Rating:44 kN
5100967,UCFC202,Static Load Rating:1495 lbf 6650 N|Dynamic Load Rating:2878 lbf 12800 N
5100870,UCFC204,Static Load Rating:1495 lbf 6650 N|Dynamic Load Rating:2878 lbf 12800 N
5100965,UCFC201,Static Load Rating:1495 lbf 6650 N|Dynamic Load Rating:2878 lbf 12800 N
5100875,UCFC209,Static Load Rating:4788 lbf 21300 N|Dynamic Load Rating:7666 lbf 34100 N
5100874,UCFC208,Static Load Rating:4002 lbf 17800 N|Dynamic Load Rating:6542 lbf 29100 N
5073188,1104KR,Static Load Rating:3400 lbf 15100 N|Dynamic Load Rating:6400 lbf 28500 N
5100871,UCFC205,Static Load Rating:1765 lbf 7850 N|Dynamic Load Rating:3147 lbf 14000 N
5119994,22244KEJW507C08,C0 - Static Radial Rating:2310000 N 520000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1850000 N 415000 lbf
5116939,24124KEJW33,C0 - Static Radial Rating:1080000 N 242000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):778000 N 175000 lbf
5119722,6319-RS,Cr - Dynamic Load Rating:153 kN|C0r - Static Load Rating:118 kN
5081605,6022-2RS,Cr - Dynamic Load Rating:82 kN|C0r - Static Load Rating:73 kN
5118072,23038EMW33,C0 - Static Radial Rating:1580000 N 355000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1060000 N 239000 lbf
5117906,22236EMW33,C0 - Static Radial Rating:1700000 N 382000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1340000 N 301000 lbf
5082097,22212EJW841,C0 - Static Radial Rating:174000 N 39000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):169000 N 38100 lbf
5100872,UCFC206,Static Load Rating:2540 lbf 11300 N|Dynamic Load Rating:4384 lbf 19500 N
5079940,VCJT 3/4,Static Load Rating:3200 lbf 14300 N|Dynamic Load Rating:1400 lbf 6200 N
5116254,NJ2316EMA,C0 - Static Radial Rating:439000 N 98700 lbf|C - Dynamic Radial Rating:406000 N 91300 lbf
5118176,23240EMBW33,C0 - Static Radial Rating:2890000 N 650000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2140000 N 480000 lbf
5119238,22252KEMBW33W45A,C0 - Static Radial Rating:3500000 N 787000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2740000 N 616000 lbf
5116915,23218KEJW33,C0 - Static Radial Rating:521000 N 117000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):436000 N 98000 lbf
5082410,6008-ZZ,Cr - Dynamic Load Rating:16.8 kN|C0r - Static Load Rating:11.5 kN
5082316,6209-2RS,Cr - Dynamic Load Rating:31.2 kN|C0r - Static Load Rating:20.3 kN
5116405,22211EJW841,C0 - Static Radial Rating:142000 N 31900 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):140000 N 31400 lbf
5116602,22205EJW33C3,C0 - Static Radial Rating:43100 N 9690 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):50600 N 11400 lbf
5070903,23992YMBW507C08,C0 - Static Radial Rating:5100000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2520000 N 567000 lbf
5100873,UCFC207,Static Load Rating:3462 lbf 15400 N|Dynamic Load Rating:5778 lbf 25700 N
5116720,22222EMW33,C0 - Static Radial Rating:653000 N 147000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):555000 N 125000 lbf
5111026,6313-NR,Cr - Dynamic Load Rating:92.6 kN|C0r - Static Load Rating:59.7 kN
5081634,6319,Cr - Dynamic Load Rating:153 kN|C0r - Static Load Rating:118 kN
5119312,24076KEMBW33W45A,C0 - Static Radial Rating:7090000 N 1590000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4030000 N 905000 lbf
5081801,6212-RS,Cr - Dynamic Load Rating:47.8 kN|C0r - Static Load Rating:32.9 kN
5077217,RTU 3/4,Static Load Rating:1400 lbf 6200 N|Dynamic Load Rating:3200 lbf 14300 N
5120061,24060EJW33W45A,C0 - Static Radial Rating:5190000 N 1170000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3070000 N 689000 lbf
5081632,6317,Cr - Dynamic Load Rating:132.7 kN|C0r - Static Load Rating:96.5 kN
5072923,23996YMBW507C08,C0 - Static Radial Rating:5890000 N 1320000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2820000 N 633000 lbf
5082462,6312,Cr - Dynamic Load Rating:81.8 kN|C0r - Static Load Rating:51.8 kN
5110811,6204-2RS-NR,Cr - Dynamic Load Rating:12.8 kN|C0r - Static Load Rating:6.6 kN
5077331,1100KLL,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5082112,6326,Cr - Dynamic Load Rating:250.9 kN|C0r - Static Load Rating:238.7 kN
5118335,23136EMW33,C0 - Static Radial Rating:2000000 N 449000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1410000 N 317000 lbf
5119957,23172EJW33W45A,C0 - Static Radial Rating:7300000 N 1640000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4660000 N 1050000 lbf
5076578,TCJ1,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:15800 lbf 3550 N
5119203,23960EMBW509C08,C0 - Static Radial Rating:2630000 N 592000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1570000 N 352000 lbf
5116724,22222KEJW33,C0 - Static Radial Rating:653000 N 147000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):555000 N 125000 lbf
5118412,22244KEMBW507C08,C0 - Static Radial Rating:2310000 N 520000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1850000 N 415000 lbf
5081816,6222-Z,Cr - Dynamic Load Rating:144 kN|C0r - Static Load Rating:117 kN
5082361,6311,Cr - Dynamic Load Rating:71.5 kN|C0r - Static Load Rating:44.6 kN
5118525,23956EMBW507C08,C0 - Static Radial Rating:1990000 N 446000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1170000 N 264000 lbf
5117242,23032KEMW33,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5116530,6318,Cr - Dynamic Load Rating:142.6 kN|C0r - Static Load Rating:107.2 kN
5110899,6218-RS,Cr - Dynamic Load Rating:96 kN|C0r - Static Load Rating:71.5 kN
5119376,22318KEJW33,C0 - Static Radial Rating:659000 N 148000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):606000 N 136000 lbf
5082510,6310-2RS,Cr - Dynamic Load Rating:57.5 kN|C0r - Static Load Rating:35.3 kN
5110882,6214-Z-NR,Cr - Dynamic Load Rating:60.8 kN|C0r - Static Load Rating:44 kN
5100808,UCP209,Static Load Rating:4788 lbf 21300 N|Dynamic Load Rating:7666 lbf 34100 N
5069572,YA108RR,Static Load Rating:4000 lbf 17600 N|Dynamic Load Rating:8150 lbf 36000 N
5077216,RSA 3/4,Static Load Rating:1400 lbf 6200 N|Dynamic Load Rating:3200 lbf 14300 N
5081844,6311-RS,Cr - Dynamic Load Rating:71.5 kN|C0r - Static Load Rating:44.6 kN
5100796,UCP205,Static Load Rating:1765 lbf 7850 N|Dynamic Load Rating:3147 lbf 14000 N
5082457,62210-2RS,Cr - Dynamic Load Rating:35.1 kN|C0r - Static Load Rating:23.2 kN
5100791,UCP202,Static Load Rating:1495 lbf 6650 N|Dynamic Load Rating:2878 lbf 12800 N
5100794,UCP204,Static Load Rating:1495 lbf 6650 N|Dynamic Load Rating:2878 lbf 12800 N
5110784,61826,Cr - Dynamic Load Rating:37.9 kN|C0r - Static Load Rating:42.9 kN
5100802,UCP207,Static Load Rating:3462 lbf 15400 N|Dynamic Load Rating:5778 lbf 25700 N
5100799,UCP206,Static Load Rating:2540 lbf 11300 N|Dynamic Load Rating:4384 lbf 19500 N
5080622,24088YMBW33W45A,C0 - Static Radial Rating:9770000 N 2200000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4910000 N 1100000 lbf
5077282,1111KLL,Static Load Rating:4500 lbf 20000 N|Dynamic Load Rating:8160 lbf 36300 N
5116504,21309KEJW33,C0 - Static Radial Rating:125000 N 28200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):138000 N 31000 lbf
5111000,6308-NR,Cr - Dynamic Load Rating:40.7 kN|C0r - Static Load Rating:24 kN
5082310,62205-2RS,Cr - Dynamic Load Rating:14 kN|C0r - Static Load Rating:7.8 kN
5082091,21306KEJW33,C0 - Static Radial Rating:56500 N 12700 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):70300 N 15800 lbf
5082394,6011-2RS,Cr - Dynamic Load Rating:28.3 kN|C0r - Static Load Rating:22.4 kN
5082383,6319-ZZ,Cr - Dynamic Load Rating:153 kN|C0r - Static Load Rating:118 kN
5110997,6308-2RS-NR,Cr - Dynamic Load Rating:40.7 kN|C0r - Static Load Rating:24 kN
5080006,VAS 1/2,Static Load Rating:1100 lbf 4700 N|Dynamic Load Rating:2400 lbf 10600 N
5081662,62310-2RS,Cr - Dynamic Load Rating:61.8 kN|C0r - Static Load Rating:38 kN
5117703,22226EJW33,C0 - Static Radial Rating:945000 N 212000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):757000 N 170000 lbf
5117704,22226EJW33C3,C0 - Static Radial Rating:945000 N 212000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):757000 N 170000 lbf
5100857,UCFL204,Static Load Rating:1495 lbf 6650 N|Dynamic Load Rating:2878 lbf 12800 N
5118611,23160EMBW509C08,C0 - Static Radial Rating:5120000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3370000 N 757000 lbf
5119260,23972EMBW33,C0 - Static Radial Rating:3140000 N 707000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1710000 N 385000 lbf
5081835,6307-Z,Cr - Dynamic Load Rating:33.4 kN|C0r - Static Load Rating:19.2 kN
5081743,6008-RS,Cr - Dynamic Load Rating:16.8 kN|C0r - Static Load Rating:11.5 kN
5116989,21318EJW33,C0 - Static Radial Rating:449000 N 101000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):442000 N 99400 lbf
5119668,23164EJW507C08,C0 - Static Radial Rating:5950000 N 1340000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3990000 N 898000 lbf
5081805,6213-Z,Cr - Dynamic Load Rating:57.2 kN|C0r - Static Load Rating:40 kN
5082021,61811-ZZ,Cr - Dynamic Load Rating:8.8 kN|C0r - Static Load Rating:8.1 kN
5116391,22207EJW33,C0 - Static Radial Rating:88000 N 19700 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):90500 N 20300 lbf
5119242,23340EMBW33W45AW800,C0 - Static Radial Rating:3730000 N 838000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2940000 N 660000 lbf
5082524,6024-2RS,Cr - Dynamic Load Rating:88.1 kN|C0r - Static Load Rating:79.3 kN
5082212,6006-ZZ,Cr - Dynamic Load Rating:13.2 kN|C0r - Static Load Rating:8.3 kN
5120018,23168KEJW507C08,C0 - Static Radial Rating:6850000 N 1540000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4500000 N 1010000 lbf
5120308,23140KEJW33,C0 - Static Radial Rating:2290000 N 514000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5059714,1115KLL,Static Load Rating:5100 lbf 22700 N|Dynamic Load Rating:8800 lbf 39000 N
5081818,6301-RS,Cr - Dynamic Load Rating:9.7 kN|C0r - Static Load Rating:4.2 kN
5119466,6208-NR,Cr - Dynamic Load Rating:29.5 kN|C0r - Static Load Rating:18.1 kN
5082109,6234,Cr - Dynamic Load Rating:212 kN|C0r - Static Load Rating:223 kN
5116386,22208EJW33,C0 - Static Radial Rating:99700 N 22400 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):104000 N 23400 lbf
5081832,6306-Z,Cr - Dynamic Load Rating:26.6 kN|C0r - Static Load Rating:14.9 kN
5120397,23236KEJW33,C0 - Static Radial Rating:2290000 N 515000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1720000 N 387000 lbf
5082537,6211-2RS,Cr - Dynamic Load Rating:43.4 kN|C0r - Static Load Rating:29.2 kN
5118317,22228KEMW33,C0 - Static Radial Rating:1060000 N 237000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):863000 N 194000 lbf
5111029,6313-Z-NR,Cr - Dynamic Load Rating:92.6 kN|C0r - Static Load Rating:59.7 kN
5082045,61804-2RS,Cr - Dynamic Load Rating:4 kN|C0r - Static Load Rating:2.5 kN
5120383,23234KEJW33,C0 - Static Radial Rating:2200000 N 494000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1660000 N 373000 lbf
5075970,23296KYMBW906A,C0 - Static Radial Rating:16400000 N 3690000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):9860000 N 2220000 lbf
5111071,6336M,Cr - Dynamic Load Rating:355 kN|C0r - Static Load Rating:405 kN
5120221,23032KEJW33,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5082233,6218-ZZ,Cr - Dynamic Load Rating:96 kN|C0r - Static Load Rating:71.5 kN
5115151,NJ2216EMA,C0 - Static Radial Rating:245000 N 55100 lbf|C - Dynamic Radial Rating:208000 N 46800 lbf
5082063,609-2RS,Cr - Dynamic Load Rating:3.4 kN|C0r - Static Load Rating:1.4 kN
5117610,24028KEJW33,C0 - Static Radial Rating:1060000 N 238000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):702000 N 158000 lbf
5082521,6304-ZZ,Cr - Dynamic Load Rating:15.9 kN|C0r - Static Load Rating:7.8 kN
5082318,6009-2RS,Cr - Dynamic Load Rating:19.9 kN|C0r - Static Load Rating:14 kN
5118567,23944EMW509C08,C0 - Static Radial Rating:1210000 N 272000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):739000 N 166000 lbf
5081951,627-2RS,Cr - Dynamic Load Rating:3.3 kN|C0r - Static Load Rating:1.4 kN
5078435,23088YMBW507C08,C0 - Static Radial Rating:6970000 N 1570000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3750000 N 844000 lbf
5120202,24164KEJW33W45A,C0 - Static Radial Rating:7530000 N 1690000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4790000 N 1080000 lbf
5117312,22313EMW33W800,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5118228,22334EMBW33,C0 - Static Radial Rating:2360000 N 530000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2000000 N 450000 lbf
5081689,16100-ZZ,Cr - Dynamic Load Rating:4.6 kN|C0r - Static Load Rating:2 kN
5118718,23064KEMBW507C08,C0 - Static Radial Rating:3880000 N 873000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2410000 N 543000 lbf
5110878,6214-2RS-NR,Cr - Dynamic Load Rating:60.8 kN|C0r - Static Load Rating:44 kN
5082044,61804-ZZ,Cr - Dynamic Load Rating:4 kN|C0r - Static Load Rating:2.5 kN
5078376,23280KYMBW906A,C0 - Static Radial Rating:10800000 N 2430000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):6720000 N 1510000 lbf
5082529,62206-2RS,Cr - Dynamic Load Rating:19.5 kN|C0r - Static Load Rating:11.2 kN
5118772,22340KEMBW33W45A,C0 - Static Radial Rating:2930000 N 658000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2470000 N 556000 lbf
5076235,1110KLL,Static Load Rating:4500 lbf 20000 N|Dynamic Load Rating:8160 lbf 36300 N
5117349,24028EJW33,C0 - Static Radial Rating:1060000 N 238000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):702000 N 158000 lbf
5119483,22315KEJW33,C0 - Static Radial Rating:478000 N 107000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):450000 N 101000 lbf
5118320,23226KEJW33,C0 - Static Radial Rating:1170000 N 262000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):915000 N 206000 lbf
5078389,23180YMBW507C08,C0 - Static Radial Rating:8110000 N 1820000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4770000 N 1070000 lbf
5081758,6015-RS,Cr - Dynamic Load Rating:40.1 kN|C0r - Static Load Rating:33.1 kN
5067008,YAK 5/8,Static Load Rating:1000 lbf 4400 N|Dynamic Load Rating:2400 lbf 10600 N
5077324,1012KLL,Static Load Rating:1400 lbf 6200 N|Dynamic Load Rating:3200 lbf 14300 N
5113962,YAS 3/4 SGT,Static Load Rating:1400 lbf 6200 N|Dynamic Load Rating:3200 lbf 14300 N
5080210,RA015RR,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5117209,22314EMW33W800,C0 - Static Radial Rating:414000 N 93100 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):395000 N 88800 lbf
5082489,6201-ZZ,Cr - Dynamic Load Rating:6.8 kN|C0r - Static Load Rating:3 kN
5118238,23144KEMBW507C08,C0 - Static Radial Rating:2740000 N 616000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5071511,RA110RR,Static Load Rating:4600 lbf 20500 N|Dynamic Load Rating:8160 lbf 36300 N
5111081,6406-NR,Cr - Dynamic Load Rating:47.3 kN|C0r - Static Load Rating:24.5 kN
5081810,6216-RS,Cr - Dynamic Load Rating:72.7 kN|C0r - Static Load Rating:53 kN
5101027,UCFL215,Static Load Rating:10858 lbf 48300 N|Dynamic Load Rating:15152 lbf 67400 N
5116800,22217EMW33,C0 - Static Radial Rating:302000 N 67900 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):286000 N 64200 lbf
5082385,6211-NR,Cr - Dynamic Load Rating:43.4 kN|C0r - Static Load Rating:29.2 kN
5110969,6303-NR,Cr - Dynamic Load Rating:13.6 kN|C0r - Static Load Rating:6.6 kN
5100869,UCFL212,Static Load Rating:8138 lbf 36200 N|Dynamic Load Rating:11780 lbf 52400 N
5120379,23128KEJW33,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5118449,22228EMW33,C0 - Static Radial Rating:1060000 N 237000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):863000 N 194000 lbf
5082216,6208-2RS,Cr - Dynamic Load Rating:29.5 kN|C0r - Static Load Rating:18.1 kN
5119471,22234EJW33C3,C0 - Static Radial Rating:1590000 N 359000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1290000 N 290000 lbf
