id,catalog_number,abutment_and_fillet_dimensions
5120087,24152KEJW33W45A,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:294.000 mm 11.600 in|Da - Outer Ring Backing Diameter:398.000 mm 15.700 in"
5117561,23240KEMBW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:237.000 mm 9.300 in|Da - Outer Ring Backing Diameter:329.000 mm 12.900 in"
5119954,24122KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:124.000 mm 4.900 in|Da - Outer Ring Backing Diameter:164.000 mm 6.500 in"
5118467,22240EMBW507C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:236.000 mm 9.300 in|Da - Outer Ring Backing Diameter:323.000 mm 12.700 in"
5118268,24022EJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:122.000 mm 4.800 in|Da - Outer Ring Backing Diameter:157.000 mm 6.200 in"
5120014,23168EJW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:395.000 mm 15.500 in|Da - Outer Ring Backing Diameter:526.000 mm 20.700 in"
5118802,23226EMW841,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:153.000 mm 6.000 in|Da - Outer Ring Backing Diameter:211.000 mm 8.300 in"
5116375,22209EJW33,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:55.000 mm 2.200 in|Da - Outer Ring Backing Diameter:77.000 mm 3.000 in"
5120312,23044KEJW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:247.000 mm 9.700 in|Da - Outer Ring Backing Diameter:313.000 mm 12.300 in"
5116747,23022EJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:125.000 mm 4.900 in|Da - Outer Ring Backing Diameter:158.000 mm 6.200 in"
5116408,22211KEJW33,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:66.000 mm 2.600 in|Da - Outer Ring Backing Diameter:91.000 mm 3.600 in"
5117134,23122KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:126.000 mm 5.000 in|Da - Outer Ring Backing Diameter:166.000 mm 6.500 in"
5117201,24030KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:165.000 mm 6.500 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5119164,23076KEMBW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:420.000 mm 16.500 in|Da - Outer Ring Backing Diameter:520.000 mm 20.500 in"
5119908,23076EJW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:420.000 mm 16.500 in|Da - Outer Ring Backing Diameter:520.000 mm 20.500 in"
5116859,24026KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:144.000 mm 5.700 in|Da - Outer Ring Backing Diameter:185.000 mm 7.300 in"
5118840,23164EMBW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5118967,23260KEMBW534,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:351.000 mm 13.800 in|Da - Outer Ring Backing Diameter:482.000 mm 19.000 in"
5119198,23960KEMBW507C08,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:328.000 mm 12.900 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5119792,23164KEMBW906A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5119373,22318EJW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:116.000 mm 4.600 in|Da - Outer Ring Backing Diameter:171.000 mm 6.700 in"
5119243,22252EMBW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:430.000 mm 16.900 in"
5118938,24056KEMBW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:388.000 mm 15.300 in"
5118417,24044KEMBW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:245.000 mm 9.600 in|Da - Outer Ring Backing Diameter:313.000 mm 12.300 in"
5118243,23226EMW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:153.000 mm 6.000 in|Da - Outer Ring Backing Diameter:211.000 mm 8.300 in"
5118640,22336KEMBW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:232.000 mm 9.200 in|Da - Outer Ring Backing Diameter:343.000 mm 13.500 in"
5118147,23148EMBW507C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:276.000 mm 10.900 in|Da - Outer Ring Backing Diameter:364.000 mm 14.300 in"
5120337,23134KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:195.000 mm 7.700 in|Da - Outer Ring Backing Diameter:258.000 mm 10.100 in"
5082096,22212EJ,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:72.000 mm 2.800 in|Da - Outer Ring Backing Diameter:100.000 mm 4.000 in"
5119506,22320EJW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5118375,23140KEMBW507C08,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:230.000 mm 9.000 in|Da - Outer Ring Backing Diameter:308.000 mm 12.100 in"
5118846,23164KEMBW40IW534,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5078377,23284YMBW507C08,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:490.000 mm 19.300 in|Da - Outer Ring Backing Diameter:681.000 mm 26.800 in"
5116828,22314EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:91.000 mm 3.600 in|Da - Outer Ring Backing Diameter:135.000 mm 5.300 in"
5117150,21315KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:99.000 mm 3.900 in|Da - Outer Ring Backing Diameter:144.000 mm 5.700 in"
5080697,NJ348EMA,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.200 in|da - Inner Ring Backing Diameter:260.000 mm 10.200 in|Da - Outer Ring Backing Diameter:480.000 mm 18.900 in"
5118805,22340EMBW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.157 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.157 in|da - Inner Ring Backing Diameter:246.000 mm 9.700 in|Da - Outer Ring Backing Diameter:369.000 mm 14.520 in"
5119251,22256EMBW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:331.000 mm 13.000 in|Da - Outer Ring Backing Diameter:449.000 mm 17.700 in"
5118703,23332EMBW47AW502,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:202.000 mm 8.000 in|Da - Outer Ring Backing Diameter:297.000 mm 11.700 in"
5117563,24036KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:200.000 mm 7.900 in|Da - Outer Ring Backing Diameter:258.000 mm 10.200 in"
5118092,22324EMW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:157.000 mm 6.200 in|Da - Outer Ring Backing Diameter:234.000 mm 9.200 in"
5117719,23234KEMW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:202.000 mm 8.000 in|Da - Outer Ring Backing Diameter:281.000 mm 11.100 in"
5118644,22214EM,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:114.000 mm 4.500 in"
5118258,23036KEMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:204.000 mm 8.000 in|Da - Outer Ring Backing Diameter:260.000 mm 10.200 in"
5082099,22214EJ,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:114.000 mm 4.500 in"
5118497,22238EMBW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:226.000 mm 8.900 in|Da - Outer Ring Backing Diameter:310.000 mm 12.200 in"
5116469,22208KEMW33,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:50.000 mm 2.000 in|Da - Outer Ring Backing Diameter:73.000 mm 2.900 in"
5082095,22210KEMW33,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:59.000 mm 2.300 in|Da - Outer Ring Backing Diameter:82.000 mm 3.200 in"
5118442,23934EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:184.000 mm 7.200 in|Da - Outer Ring Backing Diameter:217.000 mm 8.600 in"
5118920,24060KEMBW33W45A,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:331.000 mm 13.000 in|Da - Outer Ring Backing Diameter:423.000 mm 16.700 in"
5117359,24128EJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:157.000 mm 6.200 in|Da - Outer Ring Backing Diameter:206.000 mm 8.100 in"
5116731,21313EJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:86.000 mm 3.400 in|Da - Outer Ring Backing Diameter:126.000 mm 5.000 in"
5120025,24056EJW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:388.000 mm 15.300 in"
5117180,22313KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:127.000 mm 5.000 in"
5120259,21319KEJW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:125.000 mm 4.900 in|Da - Outer Ring Backing Diameter:180.000 mm 7.100 in"
5070905,23992KYMBW507C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:499.000 mm 19.700 in|Da - Outer Ring Backing Diameter:586.000 mm 23.100 in"
5080547,NU240EMA,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.100 in|da - Inner Ring Backing Diameter:217.000 mm 8.500 in|Da - Outer Ring Backing Diameter:343.000 mm 13.500 in"
5080512,23180YMBW33W45A,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:454.000 mm 17.900 in|Da - Outer Ring Backing Diameter:594.000 mm 23.400 in"
5119867,23260EJW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:351.000 mm 13.800 in|Da - Outer Ring Backing Diameter:482.000 mm 19.000 in"
5118749,23248EMBW507C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:280.000 mm 11.000 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5116714,22312EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:77.000 mm 3.000 in|Da - Outer Ring Backing Diameter:117.000 mm 4.600 in"
5119174,23080EMBW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:444.000 mm 17.500 in|Da - Outer Ring Backing Diameter:555.000 mm 21.900 in"
5116689,22312KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:77.000 mm 3.000 in|Da - Outer Ring Backing Diameter:117.000 mm 4.600 in"
5118606,23160EMBW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:343.000 mm 13.500 in|Da - Outer Ring Backing Diameter:453.000 mm 17.800 in"
5118083,22326EMW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:169.000 mm 6.700 in|Da - Outer Ring Backing Diameter:252.000 mm 9.900 in"
5119477,22315EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:97.000 mm 3.800 in|Da - Outer Ring Backing Diameter:144.000 mm 5.700 in"
5120401,23038KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:214.000 mm 8.400 in|Da - Outer Ring Backing Diameter:270.000 mm 10.600 in"
5117211,22318EMW33W800,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:116.000 mm 4.600 in|Da - Outer Ring Backing Diameter:171.000 mm 6.700 in"
5119594,23248EJW507C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:280.000 mm 11.000 in|Da - Outer Ring Backing Diameter:394.000 mm 15.500 in"
5075968,23268KYMBW906A,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:399.000 mm 15.700 in|Da - Outer Ring Backing Diameter:554.000 mm 21.800 in"
5120162,24072EJW906A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:395.000 mm 15.600 in|Da - Outer Ring Backing Diameter:500.000 mm 19.700 in"
5120201,24052EJW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:288.000 mm 11.300 in|Da - Outer Ring Backing Diameter:369.000 mm 14.500 in"
5116603,22205KEJW33,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:30.000 mm 1.200 in|Da - Outer Ring Backing Diameter:47.000 mm 1.900 in"
5118253,23134KEMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:195.000 mm 7.700 in|Da - Outer Ring Backing Diameter:258.000 mm 10.100 in"
5118131,23040EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:225.000 mm 8.900 in|Da - Outer Ring Backing Diameter:289.000 mm 11.400 in"
5117936,23232EMW33C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:190.000 mm 7.500 in|Da - Outer Ring Backing Diameter:264.000 mm 10.400 in"
5119688,22320KEMW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5120157,24068KEJW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:375.000 mm 14.700 in|Da - Outer Ring Backing Diameter:479.000 mm 18.900 in"
5119102,23264KEMBW534,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:377.000 mm 14.800 in|Da - Outer Ring Backing Diameter:516.000 mm 20.300 in"
5118101,22326KEMW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:169.000 mm 6.700 in|Da - Outer Ring Backing Diameter:252.000 mm 9.900 in"
5117139,23026EJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:146.000 mm 5.800 in|Da - Outer Ring Backing Diameter:185.000 mm 7.300 in"
5118111,24140EMBW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:226.000 mm 8.900 in|Da - Outer Ring Backing Diameter:308.000 mm 12.100 in"
5116837,22314EJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:91.000 mm 3.600 in|Da - Outer Ring Backing Diameter:135.000 mm 5.300 in"
5116498,21305EJW33,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:35.000 mm 1.400 in|Da - Outer Ring Backing Diameter:55.000 mm 2.100 in"
5116636,22222EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:133.000 mm 5.200 in|Da - Outer Ring Backing Diameter:182.000 mm 7.200 in"
5115621,NJ218EMA,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.100 in|da - Inner Ring Backing Diameter:104.000 mm 4.100 in|Da - Outer Ring Backing Diameter:0.000 mm 0.000 in"
5118693,23156KEMBW890,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:318.000 mm 12.500 in|Da - Outer Ring Backing Diameter:419.000 mm 16.500 in"
5119177,24072KEMBW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:395.000 mm 15.600 in|Da - Outer Ring Backing Diameter:500.000 mm 19.700 in"
5116208,NJ219EMA,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.100 in|da - Inner Ring Backing Diameter:109.000 mm 4.300 in|Da - Outer Ring Backing Diameter:0.000 mm 0.000 in"
5116433,22309EJW33,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:58.000 mm 2.300 in|Da - Outer Ring Backing Diameter:90.000 mm 3.500 in"
5118433,23126KEMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:149.000 mm 5.900 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5119450,22232KEJW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:192.000 mm 7.500 in|Da - Outer Ring Backing Diameter:264.000 mm 10.400 in"
5118487,23240KEMBW507C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:237.000 mm 9.300 in|Da - Outer Ring Backing Diameter:329.000 mm 12.900 in"
5116370,22308EJW33,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:53.000 mm 2.100 in|Da - Outer Ring Backing Diameter:81.000 mm 3.200 in"
5118694,23156EJW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:318.000 mm 12.500 in|Da - Outer Ring Backing Diameter:419.000 mm 16.500 in"
5119849,22344EJW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:273.000 mm 10.700 in|Da - Outer Ring Backing Diameter:404.000 mm 15.900 in"
5118856,22344KEMBW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:273.000 mm 10.700 in|Da - Outer Ring Backing Diameter:404.000 mm 15.900 in"
5119585,23056EJW507C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5116599,22206KEJW33,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:38.000 mm 1.500 in|Da - Outer Ring Backing Diameter:56.000 mm 2.200 in"
5118179,23148EMBW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:276.000 mm 10.900 in|Da - Outer Ring Backing Diameter:364.000 mm 14.300 in"
