dxf,pdf,igs,catalog_number,ids
https://www.reelcraft.com/images/drawings/H16000-1.zip,https://www.reelcraft.com/images/drawings/H16000-2.pdf,https://www.reelcraft.com/images/drawings/H16000-3.zip,H19000,773913
https://www.reelcraft.com/images/drawings/RT-DXF-1.zip,https://www.reelcraft.com/images/drawings/RT-PDF-2.zip,https://www.reelcraft.com/images/drawings/RT-IGS-3.zip,RT605-OLP,773578
,,,H29000,773917
https://www.reelcraft.com/images/drawings/RT-DXF-1.zip,https://www.reelcraft.com/images/drawings/RT-PDF-2.zip,https://www.reelcraft.com/images/drawings/RT-IGS-3.zip,RT625-OLP,773602
https://www.reelcraft.com/images/drawings/7000OHP1.zip,https://www.reelcraft.com/images/drawings/7000OHP2.zip,https://www.reelcraft.com/images/drawings/7000OHP3.zip,7850OMP,773764
https://www.reelcraft.com/images/drawings/DP5000-1.zip,https://www.reelcraft.com/images/drawings/DP5000-2.zip,https://www.reelcraft.com/images/drawings/DP5000-3.zip,DP5650OLP,773877
https://www.reelcraft.com/images/drawings/7000OXP1.zip,https://www.reelcraft.com/images/drawings/7000OXP2.zip,https://www.reelcraft.com/images/drawings/7000OXP3.zip,7850 OLPSW57,2208376
,,,TB 03,2208296
,,,T-1225-04,773937
,,,3-HR1004-3,773372
,,,1-HR1004,773376
,,,CU6100LN,773400
,,,600451-50,2208336
https://www.reelcraft.com/images/drawings/L4000DXF.zip,https://www.reelcraft.com/images/drawings/L4000PDF.pdf,https://www.reelcraft.com/images/drawings/L4000IGS.zip,L40351633,773412
,,,L7000,773416
https://www.reelcraft.com/images/drawings/7000OXP1.zip,https://www.reelcraft.com/images/drawings/7000OXP2.zip,https://www.reelcraft.com/images/drawings/7000OXP3.zip,7800 OLS-S,2208340
https://www.reelcraft.com/images/drawings/L4000DXF.zip,https://www.reelcraft.com/images/drawings/L4000PDF.pdf,https://www.reelcraft.com/images/drawings/L4000IGS.zip,L405016310,2208352
,,,S260409,773442
,,,TB 15,2208300
,,,LH2080143,773460
https://www.reelcraft.com/images/drawings/RT-DXF-1.zip,https://www.reelcraft.com/images/drawings/RT-PDF-2.zip,https://www.reelcraft.com/images/drawings/RT-IGS-3.zip,RT650-OLP,773608
,,,600626,773993
https://www.reelcraft.com/images/drawings/3X112DXF.zip,https://www.reelcraft.com/images/drawings/3X112PDF.pdf,https://www.reelcraft.com/images/drawings/3X112IGS.zip,CA33112M,773692
,,,D8670OLP,773778
,,,S600693-3U,773286
,,,EA33128L12D,773660
https://www.reelcraft.com/images/drawings/D84000-1.zip,https://www.reelcraft.com/images/drawings/D84000-2.zip,https://www.reelcraft.com/images/drawings/D84000-3.zip,D84000OLP,773863
https://www.reelcraft.com/images/drawings/TH7000-1.zip,https://www.reelcraft.com/images/drawings/TH7000-2.zip,https://www.reelcraft.com/images/drawings/TH7000-3.zip,TH7400OMP,773923
https://www.reelcraft.com/images/drawings/3X112DXF.zip,https://www.reelcraft.com/images/drawings/3X112PDF.pdf,https://www.reelcraft.com/images/drawings/3X112IGS.zip,CA38112M,773484
,,,T-1225-04-100T,773936
,,,S602133-4U,773292
,,,601017-50,773476
,,,S601013-25,773320
https://www.reelcraft.com/images/drawings/7000OXP1.zip,https://www.reelcraft.com/images/drawings/7000OXP2.zip,https://www.reelcraft.com/images/drawings/7000OXP3.zip,F7900OLP,773766
https://www.reelcraft.com/images/drawings/5000-DXF.zip,https://www.reelcraft.com/images/drawings/5000-PDF.zip,https://www.reelcraft.com/images/drawings/5000-IGS.zip,5635OLSSW5,773956
,,,S600692-3U,773288
https://www.reelcraft.com/images/drawings/4000-DXF.zip,https://www.reelcraft.com/images/drawings/4000-PDF.pdf,https://www.reelcraft.com/images/drawings/4000-IGS.zip,4617OLP,773992
,,,WC80002,773996
https://www.reelcraft.com/images/drawings/L5005DXF.zip,https://www.reelcraft.com/images/drawings/L5005PDF.pdf,https://www.reelcraft.com/images/drawings/L5005IGS.zip,L 5550 123 3,2793444
https://www.reelcraft.com/images/drawings/L4000DXF.zip,https://www.reelcraft.com/images/drawings/L4000PDF.pdf,https://www.reelcraft.com/images/drawings/L4000IGS.zip,L 4545 123 7B,2793452
https://www.reelcraft.com/images/drawings/L4000DXF.zip,https://www.reelcraft.com/images/drawings/L4000PDF.pdf,https://www.reelcraft.com/images/drawings/L4000IGS.zip,L 4545 123 9G,2793456
https://www.reelcraft.com/images/drawings/L5005DXF.zip,https://www.reelcraft.com/images/drawings/L5005PDF.pdf,https://www.reelcraft.com/images/drawings/L5005IGS.zip,L 5550 123 3B,2793448
https://www.reelcraft.com/images/drawings/WC7000-1.zip,https://www.reelcraft.com/images/drawings/WC7000-2.pdf,https://www.reelcraft.com/images/drawings/WC7000-3.zip,WC7000,773997
https://www.reelcraft.com/images/drawings/5005-DXF.zip,https://www.reelcraft.com/images/drawings/5005-PDF.pdf,https://www.reelcraft.com/images/drawings/5005-IGS.zip,B5650 OLP,2207977
https://www.reelcraft.com/images/drawings/D84000-1.zip,https://www.reelcraft.com/images/drawings/D84000-2.zip,https://www.reelcraft.com/images/drawings/D84000-3.zip,FD84035 OLP,2207989
https://www.reelcraft.com/images/drawings/SD140051.zip,https://www.reelcraft.com/images/drawings/SD140052.pdf,https://www.reelcraft.com/images/drawings/SD140053.zip,FSD14050 OLP,2207993
https://www.reelcraft.com/images/drawings/4000-DXF.zip,https://www.reelcraft.com/images/drawings/4000-PDF.pdf,https://www.reelcraft.com/images/drawings/4000-IGS.zip,4420 OLP,2208017
https://www.reelcraft.com/images/drawings/H16000-1.zip,https://www.reelcraft.com/images/drawings/H16000-2.pdf,https://www.reelcraft.com/images/drawings/H16000-3.zip,H18000,773911
https://www.reelcraft.com/images/drawings/3X128DXF.zip,https://www.reelcraft.com/images/drawings/3X128PDF.pdf,https://www.reelcraft.com/images/drawings/3X128IGS.zip,CA33128 L,2793428
,,,WC80001,773995
https://www.reelcraft.com/images/drawings/5000-DXF.zip,https://www.reelcraft.com/images/drawings/5000-PDF.zip,https://www.reelcraft.com/images/drawings/5000-IGS.zip,5630 OMP,2208033
https://www.reelcraft.com/images/drawings/5000-DXF.zip,https://www.reelcraft.com/images/drawings/5000-PDF.zip,https://www.reelcraft.com/images/drawings/5000-IGS.zip,A5825 OLP,2208037
,,,600993,773960
https://www.reelcraft.com/images/drawings/5000EDXF.zip,https://www.reelcraft.com/images/drawings/5000EPDF.pdf,https://www.reelcraft.com/images/drawings/5000EIGS.zip,5625 EHP,2208045
https://www.reelcraft.com/images/drawings/A5006DXF.zip,https://www.reelcraft.com/images/drawings/A5006PDF.pdf,https://www.reelcraft.com/images/drawings/A5006IGS.zip,A5850 OLP,2208061
https://www.reelcraft.com/images/drawings/7000OHP1.zip,https://www.reelcraft.com/images/drawings/7000OHP2.zip,https://www.reelcraft.com/images/drawings/7000OHP3.zip,7650 OHP,2208073
,,,S601024-2,773564
https://www.reelcraft.com/images/drawings/4000-DXF.zip,https://www.reelcraft.com/images/drawings/4000-PDF.pdf,https://www.reelcraft.com/images/drawings/4000-IGS.zip,4617 OLP,2208021
,,,601031-25,773984
https://www.reelcraft.com/images/drawings/7000OHP1.zip,https://www.reelcraft.com/images/drawings/7000OHP2.zip,https://www.reelcraft.com/images/drawings/7000OHP3.zip,7800 OMP,2208081
,,,S260430,773440
https://www.reelcraft.com/images/drawings/7000OXP1.zip,https://www.reelcraft.com/images/drawings/7000OXP2.zip,https://www.reelcraft.com/images/drawings/7000OXP3.zip,7850 OLP121,2208085
https://www.reelcraft.com/images/drawings/7000OXP1.zip,https://www.reelcraft.com/images/drawings/7000OXP2.zip,https://www.reelcraft.com/images/drawings/7000OXP3.zip,7600 OLP,2208069
https://www.reelcraft.com/images/drawings/7000OXP1.zip,https://www.reelcraft.com/images/drawings/7000OXP2.zip,https://www.reelcraft.com/images/drawings/7000OXP3.zip,7670 OLP,2208077
,,,S601026-75,2793512
,,,S601027-30,2793516
https://www.reelcraft.com/images/drawings/SD130001.zip,https://www.reelcraft.com/images/drawings/SD130002.pdf,https://www.reelcraft.com/images/drawings/SD130003.zip,SD13035 OLP,2207997
,,,S601031-2,773980
,,,S39-260043,2793488
https://www.reelcraft.com/images/drawings/7000OXP1.zip,https://www.reelcraft.com/images/drawings/7000OXP2.zip,https://www.reelcraft.com/images/drawings/7000OXP3.zip,F7900 OLP,2208125
,,,S600160-1,2793520
https://www.reelcraft.com/images/drawings/3X112DXF.zip,https://www.reelcraft.com/images/drawings/3X112PDF.pdf,https://www.reelcraft.com/images/drawings/3X112IGS.zip,CA38112 M,2208213
https://www.reelcraft.com/images/drawings/DP7000-1.zip,https://www.reelcraft.com/images/drawings/DP7000-2.zip,https://www.reelcraft.com/images/drawings/DP7000-3.zip,DP7650 OLP,2208097
https://www.reelcraft.com/images/drawings/D83000-1.zip,https://www.reelcraft.com/images/drawings/D83000-2.zip,https://www.reelcraft.com/images/drawings/D83000-3.zip,D83000 OLP,2208117
https://www.reelcraft.com/images/drawings/7000OHP1.zip,https://www.reelcraft.com/images/drawings/7000OHP2.zip,https://www.reelcraft.com/images/drawings/7000OHP3.zip,PW7600 OHP,2208217
https://www.reelcraft.com/images/drawings/DP7000-1.zip,https://www.reelcraft.com/images/drawings/DP7000-2.zip,https://www.reelcraft.com/images/drawings/DP7000-3.zip,DP7850 OLP,2208101
,,,D8650 OLP,2208149
https://www.reelcraft.com/images/drawings/SREELDXF.zip,https://www.reelcraft.com/images/drawings/SREELPDF.pdf,https://www.reelcraft.com/images/drawings/SREELIGS.zip,SGA3650 OLP,2208225
,,,LG3050 163 8,2208277
,,,H29000 M,2208237
https://www.reelcraft.com/images/drawings/80000DXF.zip,https://www.reelcraft.com/images/drawings/80000PDF.zip,https://www.reelcraft.com/images/drawings/80000IGS.zip,83000 OLP,2208113
https://www.reelcraft.com/images/drawings/5000-DXF.zip,https://www.reelcraft.com/images/drawings/5000-PDF.zip,https://www.reelcraft.com/images/drawings/5000-IGS.zip,5635 OLPSW5,2208249
https://www.reelcraft.com/images/drawings/SREELDXF.zip,https://www.reelcraft.com/images/drawings/SREELPDF.pdf,https://www.reelcraft.com/images/drawings/SREELIGS.zip,SGA3665 OLP,2208265
,,,LC312 123,2208269
https://www.reelcraft.com/images/drawings/D83000-1.zip,https://www.reelcraft.com/images/drawings/D83000-2.zip,https://www.reelcraft.com/images/drawings/D83000-3.zip,D83000 OLS,2208261
https://www.reelcraft.com/images/drawings/DP5000-1.zip,https://www.reelcraft.com/images/drawings/DP5000-2.zip,https://www.reelcraft.com/images/drawings/DP5000-3.zip,DP5835 OLP,2208317
,,,S601015-15,2793496
,,,T-1460-0,773998
https://www.reelcraft.com/images/drawings/D83000-1.zip,https://www.reelcraft.com/images/drawings/D83000-2.zip,https://www.reelcraft.com/images/drawings/D83000-3.zip,D83000 OLS-S,2793410
https://www.reelcraft.com/images/drawings/3X106DXF.zip,https://www.reelcraft.com/images/drawings/3X106PDF.pdf,https://www.reelcraft.com/images/drawings/3X106IGS.zip,CA33106 M,2793422
,,,LE312 103 12D,2208273
https://www.reelcraft.com/images/drawings/L4000DXF.zip,https://www.reelcraft.com/images/drawings/L4000PDF.pdf,https://www.reelcraft.com/images/drawings/L4000IGS.zip,L 4050 163 3,2793442
,,,BA36112 L,2208281
https://www.reelcraft.com/images/drawings/TW7000-1.zip,https://www.reelcraft.com/images/drawings/TW7000-2.zip,https://www.reelcraft.com/images/drawings/TW7000-3.zip,TW7450 OLPT,2208293
https://www.reelcraft.com/images/drawings/L5005DXF.zip,https://www.reelcraft.com/images/drawings/L5005PDF.pdf,https://www.reelcraft.com/images/drawings/L5005IGS.zip,L 5550 123 3A,2793446
https://www.reelcraft.com/images/drawings/SD140001.zip,https://www.reelcraft.com/images/drawings/SD140002.pdf,https://www.reelcraft.com/images/drawings/SD140003.zip,SD14035 OLP,2208007
https://www.reelcraft.com/images/drawings/SD130001.zip,https://www.reelcraft.com/images/drawings/SD130002.pdf,https://www.reelcraft.com/images/drawings/SD130003.zip,FSD13050 OLP,2207991
https://www.reelcraft.com/images/drawings/5000-DXF.zip,https://www.reelcraft.com/images/drawings/5000-PDF.zip,https://www.reelcraft.com/images/drawings/5000-IGS.zip,A5800 OLP,2208035
https://www.reelcraft.com/images/drawings/DP7000-1.zip,https://www.reelcraft.com/images/drawings/DP7000-2.zip,https://www.reelcraft.com/images/drawings/DP7000-3.zip,DP7800 OLP,2208099
https://www.reelcraft.com/images/drawings/4000-DXF.zip,https://www.reelcraft.com/images/drawings/4000-PDF.pdf,https://www.reelcraft.com/images/drawings/4000-IGS.zip,4435 OLP,2208019
https://www.reelcraft.com/images/drawings/A5005DXF.zip,https://www.reelcraft.com/images/drawings/A5005PDF.pdf,https://www.reelcraft.com/images/drawings/A5005IGS.zip,A5835 OLP,2208059
https://www.reelcraft.com/images/drawings/5005-DXF.zip,https://www.reelcraft.com/images/drawings/5005-PDF.pdf,https://www.reelcraft.com/images/drawings/5005-IGS.zip,5650 OLP,2208055
,,,TB 05,2208297
https://www.reelcraft.com/images/drawings/L4000DXF.zip,https://www.reelcraft.com/images/drawings/L4000PDF.pdf,https://www.reelcraft.com/images/drawings/L4000IGS.zip,L40501639,2208353
https://www.reelcraft.com/images/drawings/SD140001.zip,https://www.reelcraft.com/images/drawings/SD140002.pdf,https://www.reelcraft.com/images/drawings/SD140003.zip,FSD14000 OLP,2208349
https://www.reelcraft.com/images/drawings/RTSM-DXF.zip,https://www.reelcraft.com/images/drawings/RTSM-PDF.zip,https://www.reelcraft.com/images/drawings/RTSM-IGS.zip,RT450-OLPSM,2208357
https://www.reelcraft.com/images/drawings/80000DXF.zip,https://www.reelcraft.com/images/drawings/80000PDF.zip,https://www.reelcraft.com/images/drawings/80000IGS.zip,81100 OLP,2208107
https://www.reelcraft.com/images/drawings/80000DXF.zip,https://www.reelcraft.com/images/drawings/80000PDF.zip,https://www.reelcraft.com/images/drawings/80000IGS.zip,82075 OMP,2208111
https://www.reelcraft.com/images/drawings/L4000DXF.zip,https://www.reelcraft.com/images/drawings/L4000PDF.pdf,https://www.reelcraft.com/images/drawings/L4000IGS.zip,L 4545 123 7,2793450
https://www.reelcraft.com/images/drawings/TW800001.zip,https://www.reelcraft.com/images/drawings/TW800002.zip,https://www.reelcraft.com/images/drawings/TW800003.zip,TW86000 OLPT,2208123
https://www.reelcraft.com/images/drawings/7000OXP1.zip,https://www.reelcraft.com/images/drawings/7000OXP2.zip,https://www.reelcraft.com/images/drawings/7000OXP3.zip,7900 OLP,2208087
,,,TB 23,2208301
https://www.reelcraft.com/images/drawings/D9300DXF.zip,https://www.reelcraft.com/images/drawings/D9300PDF.zip,https://www.reelcraft.com/images/drawings/D9300IGS.zip,FD9400 OLPBW,2208135
,,,S601027-5,2793486
,,,D8670 OLP,2208151
https://www.reelcraft.com/images/drawings/80000DXF.zip,https://www.reelcraft.com/images/drawings/80000PDF.zip,https://www.reelcraft.com/images/drawings/80000IGS.zip,83050 OLP,2208115
https://www.reelcraft.com/images/drawings/80000DXF.zip,https://www.reelcraft.com/images/drawings/80000PDF.zip,https://www.reelcraft.com/images/drawings/80000IGS.zip,F83000 OLP,2208127
,,,TBL 23,2208305
,,,S601022-100,2793506
,,,D8850 OLP,2208155
https://www.reelcraft.com/images/drawings/EA112DXF.zip,https://www.reelcraft.com/images/drawings/EA112PDF.pdf,https://www.reelcraft.com/images/drawings/EA112IGS.zip,EA38112 M12D,2208215
https://www.reelcraft.com/images/drawings/GA3100-1.zip,https://www.reelcraft.com/images/drawings/GA3100-2.pdf,https://www.reelcraft.com/images/drawings/GA3100-3.zip,GA3100 N,2208195
https://www.reelcraft.com/images/drawings/H16000-1.zip,https://www.reelcraft.com/images/drawings/H16000-2.pdf,https://www.reelcraft.com/images/drawings/H16000-3.zip,HS19000 M,2208239
,,,CT8050LN,2207987
https://www.reelcraft.com/images/drawings/D9300DXF.zip,https://www.reelcraft.com/images/drawings/D9300PDF.zip,https://www.reelcraft.com/images/drawings/D9300IGS.zip,E9299 OLPBW,2208187
https://www.reelcraft.com/images/drawings/7000OHP1.zip,https://www.reelcraft.com/images/drawings/7000OHP2.zip,https://www.reelcraft.com/images/drawings/7000OHP3.zip,7450 OHP,2208373
https://www.reelcraft.com/images/drawings/D84000-1.zip,https://www.reelcraft.com/images/drawings/D84000-2.zip,https://www.reelcraft.com/images/drawings/D84000-3.zip,FD84000 OLP,2208131
https://www.reelcraft.com/images/drawings/80000DXF.zip,https://www.reelcraft.com/images/drawings/80000PDF.zip,https://www.reelcraft.com/images/drawings/80000IGS.zip,81000 OHP,2208103
https://www.reelcraft.com/images/drawings/TW7000-1.zip,https://www.reelcraft.com/images/drawings/TW7000-2.zip,https://www.reelcraft.com/images/drawings/TW7000-3.zip,TW7460 OLP,2208287
,,,TW5425 OLPT,2208291
,,,LD2030 163 9,2208271
https://www.reelcraft.com/images/drawings/80000DXF.zip,https://www.reelcraft.com/images/drawings/80000PDF.zip,https://www.reelcraft.com/images/drawings/80000IGS.zip,PW81000 OHP,2208219
https://www.reelcraft.com/images/drawings/80000DXF.zip,https://www.reelcraft.com/images/drawings/80000PDF.zip,https://www.reelcraft.com/images/drawings/80000IGS.zip,83000 OLS,2208259
https://www.reelcraft.com/images/drawings/H16000-1.zip,https://www.reelcraft.com/images/drawings/H16000-2.pdf,https://www.reelcraft.com/images/drawings/H16000-3.zip,H18000 M,2208231
https://www.reelcraft.com/images/drawings/5000-DXF.zip,https://www.reelcraft.com/images/drawings/5000-PDF.zip,https://www.reelcraft.com/images/drawings/5000-IGS.zip,5600 OMS,2208243
https://www.reelcraft.com/images/drawings/7000OXP1.zip,https://www.reelcraft.com/images/drawings/7000OXP2.zip,https://www.reelcraft.com/images/drawings/7000OXP3.zip,UR7830 OLB,2208363
https://www.reelcraft.com/images/drawings/L5005DXF.zip,https://www.reelcraft.com/images/drawings/L5005PDF.pdf,https://www.reelcraft.com/images/drawings/L5005IGS.zip,L55501233A,773273
,,,LG3040 123 9,2208275
https://www.reelcraft.com/images/drawings/DP5000-1.zip,https://www.reelcraft.com/images/drawings/DP5000-2.zip,https://www.reelcraft.com/images/drawings/DP5000-3.zip,DP5435 OLP,2208307
https://www.reelcraft.com/images/drawings/CA301061.zip,https://www.reelcraft.com/images/drawings/CA301062.pdf,https://www.reelcraft.com/images/drawings/CA301063.zip,CA30106-CS,773389
https://www.reelcraft.com/images/drawings/L4000DXF.zip,https://www.reelcraft.com/images/drawings/L4000PDF.pdf,https://www.reelcraft.com/images/drawings/L4000IGS.zip,L45451239G,2208355
,,,CU8050LN,773401
https://www.reelcraft.com/images/drawings/7000OXP1.zip,https://www.reelcraft.com/images/drawings/7000OXP2.zip,https://www.reelcraft.com/images/drawings/7000OXP3.zip,7607 OLP,2208375
,,,GHC3100 N,2208381
https://www.reelcraft.com/images/drawings/D9305DXF.zip,https://www.reelcraft.com/images/drawings/D9305PDF.pdf,https://www.reelcraft.com/images/drawings/D9305IGS.zip,D9465 OLPBW,2208379
https://www.reelcraft.com/images/drawings/RT-DXF-1.zip,https://www.reelcraft.com/images/drawings/RT-PDF-2.zip,https://www.reelcraft.com/images/drawings/RT-IGS-3.zip,RT435-OLP,773597
,,,1-HR1004-A,773371
,,,1-HR1004-3,773373
https://www.reelcraft.com/images/drawings/L4000DXF.zip,https://www.reelcraft.com/images/drawings/L4000PDF.pdf,https://www.reelcraft.com/images/drawings/L4000IGS.zip,L4100,773417
,,,LD20301439,773407
,,,LH3100,773463
,,,LG30501439,773491
,,,TB 01,2208295
,,,600160-2,2208331
https://www.reelcraft.com/images/drawings/RT-DXF-1.zip,https://www.reelcraft.com/images/drawings/RT-PDF-2.zip,https://www.reelcraft.com/images/drawings/RT-IGS-3.zip,RT425-OLP,773595
https://www.reelcraft.com/images/drawings/RT-DXF-1.zip,https://www.reelcraft.com/images/drawings/RT-PDF-2.zip,https://www.reelcraft.com/images/drawings/RT-IGS-3.zip,RT850-OLP,773615
https://www.reelcraft.com/images/drawings/L4000DXF.zip,https://www.reelcraft.com/images/drawings/L4000PDF.pdf,https://www.reelcraft.com/images/drawings/L4000IGS.zip,L45451237A,773421
,,,601013-15,773317
https://www.reelcraft.com/images/drawings/RT-DXF-1.zip,https://www.reelcraft.com/images/drawings/RT-PDF-2.zip,https://www.reelcraft.com/images/drawings/RT-IGS-3.zip,RT825-OLP,773611
https://www.reelcraft.com/images/drawings/3X112DXF.zip,https://www.reelcraft.com/images/drawings/3X112PDF.pdf,https://www.reelcraft.com/images/drawings/3X112IGS.zip,CA33112L,773691
,,,S601013-35,773473
https://www.reelcraft.com/images/drawings/SREELDXF.zip,https://www.reelcraft.com/images/drawings/SREELPDF.pdf,https://www.reelcraft.com/images/drawings/SREELIGS.zip,SGA3665OLP,773623
,,,T-2462-0,773930
,,,T-1117-12,773934
https://www.reelcraft.com/images/drawings/H16000-1.zip,https://www.reelcraft.com/images/drawings/H16000-2.pdf,https://www.reelcraft.com/images/drawings/H16000-3.zip,H16000,773910
,,,CU6050LN,773399
https://www.reelcraft.com/images/drawings/80000DXF.zip,https://www.reelcraft.com/images/drawings/80000PDF.zip,https://www.reelcraft.com/images/drawings/80000IGS.zip,PW81000OHP,773555
,,,H29005,773918
https://www.reelcraft.com/images/drawings/RT-DXF-1.zip,https://www.reelcraft.com/images/drawings/RT-PDF-2.zip,https://www.reelcraft.com/images/drawings/RT-IGS-3.zip,RT635-OLP,773605
,,,601015-75,773335
https://www.reelcraft.com/images/drawings/RT-DXF-1.zip,https://www.reelcraft.com/images/drawings/RT-PDF-2.zip,https://www.reelcraft.com/images/drawings/RT-IGS-3.zip,RT835-OLP,773613
,,,600801-12,773533
,,,S601013-50,773331
https://www.reelcraft.com/images/drawings/D84000-1.zip,https://www.reelcraft.com/images/drawings/D84000-2.zip,https://www.reelcraft.com/images/drawings/D84000-3.zip,FD84050OLP,773795
https://www.reelcraft.com/images/drawings/SREELDXF.zip,https://www.reelcraft.com/images/drawings/SREELPDF.pdf,https://www.reelcraft.com/images/drawings/SREELIGS.zip,SWA3850OLP,773621
,,,10-260044,773265
,,,601026-7,773315
,,,CEA30012,774000
,,,EA33128M12D,773669
https://www.reelcraft.com/images/drawings/3X112DXF.zip,https://www.reelcraft.com/images/drawings/3X112PDF.pdf,https://www.reelcraft.com/images/drawings/3X112IGS.zip,CA32112M,773685
,,,S601020-2,773563
https://www.reelcraft.com/images/drawings/80000DXF.zip,https://www.reelcraft.com/images/drawings/80000PDF.zip,https://www.reelcraft.com/images/drawings/80000IGS.zip,81100OLP,773799
,,,600980,773994
https://www.reelcraft.com/images/drawings/DP5000-1.zip,https://www.reelcraft.com/images/drawings/DP5000-2.zip,https://www.reelcraft.com/images/drawings/DP5000-3.zip,DP5635OLP,773876
