catalog_number,industry_crossover_numbers,id
51125,blank value,2533380
51123,blank value,2533378
51168,blank value,2533403
51165,blank value,2533400
51167,blank value,2533402
51166,blank value,2533401
51164,blank value,2533399
52050,blank value,2533342
52049,blank value,2533341
52048,blank value,2533340
52047,blank value,2533339
52046,blank value,2533338
52045,blank value,2533337
52043,blank value,2533335
52041,blank value,2533333
52040,blank value,2533332
52070,blank value,2533353
52068,blank value,2533351
52069,blank value,2533352
52063,blank value,2533346
52067,blank value,2533350
52062,blank value,2533345
52065,blank value,2533348
52064,blank value,2533347
52061,blank value,2533344
51087,blank value,2533296
51090,blank value,2533299
51089,blank value,2533298
51086,blank value,2533295
51088,blank value,2533297
51085,blank value,2533294
52060,blank value,2533343
51084,blank value,2533293
52089,blank value,2533363
51081,blank value,2533290
51083,blank value,2533292
51082,blank value,2533291
51080,blank value,2533289
52090,blank value,2533364
52087,blank value,2533361
52086,blank value,2533360
52085,blank value,2533359
52084,blank value,2533358
52083,blank value,2533357
52082,blank value,2533356
52081,blank value,2533355
52080,blank value,2533354
51122,blank value,2533377
51120,blank value,2533375
51121,blank value,2533376
52129,blank value,2533413
52128,blank value,2533412
52127,blank value,2533411
52126,blank value,2533410
52125,blank value,2533409
52124,blank value,2533408
52123,blank value,2533407
52122,blank value,2533406
52120,blank value,2533404
52121,blank value,2533405
52109,blank value,2533374
52108,blank value,2533373
52106,blank value,2533371
52104,blank value,2533369
52107,blank value,2533372
52105,blank value,2533370
52102,blank value,2533367
52103,blank value,2533368
52101,blank value,2533366
52100,blank value,2533365
52166,blank value,2533430
52167,blank value,2533431
52168,blank value,2533432
52165,blank value,2533429
52164,blank value,2533428
52163,blank value,2533427
52162,blank value,2533426
52148,blank value,2533422
52150,blank value,2533423
52147,blank value,2533421
52161,blank value,2533425
52160,blank value,2533424
52146,blank value,2533420
52145,blank value,2533419
52144,blank value,2533418
52142,blank value,2533416
52143,blank value,2533417
52140,blank value,2533414
52141,blank value,2533415
51149,blank value,2533394
51148,blank value,2533393
51145,blank value,2533390
51143,blank value,2533388
51147,blank value,2533392
51144,blank value,2533389
51142,blank value,2533387
51141,blank value,2533386
51146,blank value,2533391
51140,blank value,2533385
51161,blank value,2533396
51163,blank value,2533398
51162,blank value,2533397
51160,blank value,2533395
63762,blank value,2533780
63763,blank value,2533781
63764,blank value,2533782
63760,blank value,2533778
63761,blank value,2533779
63759,blank value,2533777
64781H,blank value,2534580
64780H,blank value,2534578
64778H,blank value,2534575
64777H,blank value,2534573
64776H,blank value,2534571
64775H,blank value,2534569
64774H,blank value,2534567
10079LF,blank value,2532175
10077LF,blank value,2532173
10075LF,blank value,2532172
10078LF,blank value,2532174
51011,blank value,2533255
51010,blank value,2533254
51009,blank value,2533253
51008,blank value,2533252
51007,blank value,2533251
51006,blank value,2533250
51005,blank value,2533249
51004,blank value,2533248
51003,blank value,2533247
51002,blank value,2533246
51001,blank value,2533245
52011,blank value,2533320
52009,blank value,2533318
52008,blank value,2533317
52006,blank value,2533315
52007,blank value,2533316
52005,blank value,2533314
52004,blank value,2533313
52001,blank value,2533310
52003,blank value,2533312
52002,blank value,2533311
64773H,blank value,2534565
FLJ309,blank value,2538322
FLJ308,blank value,2538321
55805,blank value,2536517
55803,blank value,2536516
55798,blank value,2536513
55796,blank value,2536511
55792,blank value,2536510
55791,blank value,2536509
55790,blank value,2536508
55789,blank value,2536507
55816,blank value,2536523
55810,blank value,2536520
55787,blank value,2536505
55788,blank value,2536506
55809,blank value,2536519
55806,blank value,2536518
55786,blank value,2536504
55785,blank value,2536503
55784,blank value,2536502
55783,blank value,2536501
55781,blank value,2536499
55780,blank value,2536498
55782,blank value,2536500
55763,blank value,2536481
55764,blank value,2536482
FLJ307,blank value,2538320
FLJ304,blank value,2538317
FLJ305,blank value,2538318
FLJ306,blank value,2538319
FLJ303,blank value,2538316
FLJ319,blank value,2538331
55149,blank value,2536404
55148,blank value,2536403
55145,blank value,2536400
55144,blank value,2536399
55146,blank value,2536401
55143,blank value,2536398
55147,blank value,2536402
55142,blank value,2536397
55141,blank value,2536396
55140,blank value,2536395
FLJ343,blank value,2538333
FLJ346,blank value,2538335
FLJ345,blank value,2538334
FLJ302,blank value,2538315
FLJ301,blank value,2538314
FLJ318,blank value,2538330
FLJ316,blank value,2538329
FLJ315,blank value,2538328
FLJ314,blank value,2538327
FLJ312,blank value,2538325
FLJ310,blank value,2538323
FLJ313,blank value,2538326
FLJ311,blank value,2538324
FLJ327,blank value,2538332
F38,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>F38</td>
    </tr>

    </table>",2538362
F100,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>F100</td>
    </tr>

    </table>",2538361
F40,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>F40</td>
    </tr>

    </table>",2538363
808040,blank value,2536569
808030,blank value,2536568
808025,blank value,2536567
808020,blank value,2536566
808010,blank value,2536563
808012,blank value,2536564
808015,blank value,2536565
808007,blank value,2536562
829212,blank value,2536599
829422,blank value,2536602
829532,blank value,2536603
829251,blank value,2536600
829211,blank value,2536598
829338,blank value,2536601
829168,blank value,2536597
830251,blank value,2536623
829130,blank value,2536595
829131,blank value,2536596
830212,blank value,2536622
830168,blank value,2536620
829101,blank value,2536594
830211,blank value,2536621
830167,blank value,2536619
830131,blank value,2536618
830130,blank value,2536617
830101,blank value,2536616
808005,blank value,2536561
830073,blank value,2536615
830052,blank value,2536614
808003,blank value,2536560
808002,blank value,2536559
830020,blank value,2536611
830015,blank value,2536610
830040,blank value,2536613
830030,blank value,2536612
830012,blank value,2536609
830010,blank value,2536608
830007,blank value,2536607
830005,blank value,2536606
839422,blank value,2536658
830003,blank value,2536605
839338,blank value,2536656
830002,blank value,2536604
839420,blank value,2536657
839251,blank value,2536655
839250,blank value,2536654
839248,blank value,2536652
839211,blank value,2536649
839249,blank value,2536653
839247,blank value,2536651
839210,blank value,2536648
839212,blank value,2536650
839209,blank value,2536647
839166,blank value,2536644
839168,blank value,2536646
839130,blank value,2536642
839167,blank value,2536645
839131,blank value,2536643
839101,blank value,2536641
839099,blank value,2536640
839073,blank value,2536639
839072,blank value,2536638
839052,blank value,2536637
839041,blank value,2536635
839050,blank value,2536636
898030,blank value,2536713
898040,blank value,2536714
898025,blank value,2536712
898012,blank value,2536709
898020,blank value,2536711
898015,blank value,2536710
898005,blank value,2536706
898010,blank value,2536708
898007,blank value,2536707
898003,blank value,2536705
898002,blank value,2536704
850040,blank value,2536692
850030,blank value,2536691
850025,blank value,2536690
850015,blank value,2536688
850020,blank value,2536689
850010,blank value,2536686
850012,blank value,2536687
850007,blank value,2536685
850005,blank value,2536684
850003,blank value,2536683
850002,blank value,2536682
848030,blank value,2536680
848040,blank value,2536681
848025,blank value,2536679
848020,blank value,2536678
848015,blank value,2536677
848010,blank value,2536675
848007,blank value,2536674
848003,blank value,2536672
897040,blank value,2536703
848012,blank value,2536676
848005,blank value,2536673
848002,blank value,2536671
897030,blank value,2536702
897025,blank value,2536701
897010,blank value,2536697
897020,blank value,2536700
897015,blank value,2536699
897007,blank value,2536696
897012,blank value,2536698
897005,blank value,2536695
897003,blank value,2536694
897002,blank value,2536693
1410118,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>1098</td>
    </tr>

    </table>",2538216
28606,blank value,2536732
28608,blank value,2536736
28607,blank value,2536734
30210SS,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>RPN66</td>
    </tr>

    </table>",2529178
30215SS,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>RPN64</td>
    </tr>

    </table>",2529179
30207SS,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>RPN44</td>
    </tr>

    </table>",2529177
30204SS,blank value,2529175
30206SS,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>RPN43</td>
    </tr>

    </table>",2529176
30203SS,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>RPN32</td>
    </tr>

        <tr>
        <td>RPN33</td>
    </tr>

    </table>",2529174
30201SS,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>RPN22</td>
    </tr>

    </table>",2529173
30200SS,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>RPN21</td>
    </tr>

    </table>",2529172
444113,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>SM25F30T</td>
    </tr>

    </table>",2537923
444112,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>SM250F</td>
    </tr>

    </table>",2537922
444111,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>SM25F20T</td>
    </tr>

    </table>",2537921
444110,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>SM150F</td>
    </tr>

    </table>",2537920
1410083,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>1099</td>
    </tr>

    </table>",2538215
30266SS,blank value,2529182
30302SS,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>SSPM4</td>
    </tr>

    </table>",2529186
30269SS,blank value,2529183
30234SS,blank value,2529181
30230SS,blank value,2529180
30300SS,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>SSPM2</td>
    </tr>

    </table>",2529184
30301SS,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>SSPM3</td>
    </tr>

    </table>",2529185
28687,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>DCP28</td>
    </tr>

    </table>",2538805
28682,blank value,2536776
28683,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>DC27</td>
    </tr>

    </table>",2536778
32783,blank value,2539001
28382,blank value,2538894
28381,blank value,2538893
28380,blank value,2538892
28379,blank value,2538891
28378,blank value,2538950
28377,blank value,2538949
28376,blank value,2538948
28375,blank value,2538947
28374,blank value,2538946
28373,blank value,2538945
28370,blank value,2538942
28372,blank value,2538944
28371,blank value,2538943
28368,blank value,2538940
28369,blank value,2538941
28367,blank value,2538939
940815,blank value,2538931
940814,blank value,2538930
940812,blank value,2538928
940813,blank value,2538929
940811,blank value,2538927
28359,blank value,2538890
940810,blank value,2538926
28358,blank value,2538889
29912,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP556</td>
    </tr>

    </table>",2538818
28605,blank value,2536729
29908,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP354</td>
    </tr>

    </table>",2538814
29907,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP353</td>
    </tr>

    </table>",2538813
29906,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP352</td>
    </tr>

    </table>",2538812
29902,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP253</td>
    </tr>

    </table>",2538808
29901,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP252</td>
    </tr>

    </table>",2538807
29900,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP251</td>
    </tr>

    </table>",2538806
28456,blank value,2538974
29911,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP554</td>
    </tr>

    </table>",2538817
28455,blank value,2538973
28454,blank value,2538972
28453,blank value,2538971
28452,blank value,2538970
28451,blank value,2538969
28450,blank value,2538968
28449,blank value,2538967
28448,blank value,2538966
300034,blank value,2538917
300035,blank value,2538918
300033,blank value,2538916
300036,blank value,2538919
300032,blank value,2538915
28355,blank value,2538886
28357,blank value,2538888
28352,blank value,2538883
28356,blank value,2538887
28354,blank value,2538885
28353,blank value,2538884
29910,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP353F</td>
    </tr>

    </table>",2538816
29909,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP352F</td>
    </tr>

    </table>",2538815
29905,blank value,2538811
29904,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP252F</td>
    </tr>

    </table>",2538810
29903,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FMP251F</td>
    </tr>

    </table>",2538809
28351,blank value,2538882
28350,blank value,2538881
29914,blank value,2538820
29913,blank value,2538819
28366,blank value,2538938
28365,blank value,2538937
28364,blank value,2538936
28363,blank value,2538935
28672,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BSB800X8X8F</td>
    </tr>

        <tr>
        <td>STFC4</td>
    </tr>

    </table>",2536763
28668,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BSB800X8X8M</td>
    </tr>

        <tr>
        <td>STMC4</td>
    </tr>

    </table>",2536757
28671,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BSB800X2X2F</td>
    </tr>

    </table>",2536760
28665,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BSB800X4X4M</td>
    </tr>

        <tr>
        <td>STMC2</td>
    </tr>

    </table>",2536750
28666,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BSB800X6X6M</td>
    </tr>

        <tr>
        <td>STMC3</td>
    </tr>

    </table>",2536752
28667,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BSB800X2X2M</td>
    </tr>

    </table>",2536755
28640,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>PS800X6X6M</td>
    </tr>

        <tr>
        <td>STMP3</td>
    </tr>

    </table>",2536872
28675,blank value,2536767
30207LF,blank value,2532142
30203LF,blank value,2532139
30206LF,blank value,2532141
30204LF,blank value,2532140
30201LF,blank value,2532138
30230LF,blank value,2532143
30200LF,blank value,2532137
28061LF,blank value,2532015
28059LF,blank value,2532014
28058LF,blank value,2532013
28283LF,blank value,2532110
28246LF,blank value,2532109
28075LF,blank value,2532016
28080LF,blank value,2532021
28078LF,blank value,2532019
28079LF,blank value,2532020
28094LF,blank value,2532064
28076LF,blank value,2532017
28077LF,blank value,2532018
28095LF,blank value,2532067
57223T,blank value,2534548
32337LF,blank value,2532157
57161T,blank value,2534515
57181T,blank value,2534518
57201T,blank value,2534533
57160T,blank value,2534514
57142T,blank value,2534513
57141T,blank value,2534512
10355LF,blank value,2532205
56300,blank value,2534496
57122T,blank value,2534511
57121T,blank value,2534510
57102T,blank value,2534509
18171LF,blank value,2532258
10110LF,blank value,2532179
10108LF,blank value,2532177
10109LF,blank value,2532178
57101T,blank value,2534508
57082T,blank value,2534507
10106LF,blank value,2532176
57081T,blank value,2534506
57062T,blank value,2534505
57061T,blank value,2534504
57042T,blank value,2534503
57021T,blank value,2534500
57022T,blank value,2534501
57041T,blank value,2534502
28168LF,blank value,2532049
28167LF,blank value,2532048
28189LF,blank value,2532051
28165LF,blank value,2532046
28166LF,blank value,2532047
28118LF,blank value,2532039
28185LF,blank value,2532050
28130LF,blank value,2532045
28128LF,blank value,2532043
28090LF,blank value,2532022
28117LF,blank value,2532038
28129LF,blank value,2532044
28122LF,blank value,2532042
28116LF,blank value,2532037
28121LF,blank value,2532041
28095TLF,blank value,2532069
28096TLF,blank value,2532072
28097TLF,blank value,2532075
28094TLF,blank value,2532066
28092TLF,blank value,2532060
28093TLF,blank value,2532063
28099SLF,blank value,2532079
28097SLF,blank value,2532074
28098SLF,blank value,2532077
28095SLF,blank value,2532068
28096SLF,blank value,2532071
28094SLF,blank value,2532065
28093SLF,blank value,2532062
28092SLF,blank value,2532059
28099LF,blank value,2532078
28093LF,blank value,2532061
28096LF,blank value,2532070
28092LF,blank value,2532058
28098LF,blank value,2532076
28097LF,blank value,2532073
28206SLF,blank value,2532087
28205SLF,blank value,2532086
28204SLF,blank value,2532085
28201SLF,blank value,2532081
28202SLF,blank value,2532083
28203SLF,blank value,2532084
28202LF,blank value,2532082
28201LF,blank value,2532080
101401,blank value,2536015
101400,blank value,2536014
101781,blank value,2536094
101399,blank value,2536013
101398,blank value,2536012
101780,blank value,2536093
101397,blank value,2536011
80336,blank value,2539065
80335,blank value,2539064
80334,blank value,2539063
80333,blank value,2539062
80035,blank value,2539022
80331,blank value,2539060
80332,blank value,2539061
80036,blank value,2539023
80034,blank value,2539021
80033,blank value,2539020
80032,blank value,2539019
80031,blank value,2539018
101779,blank value,2536092
80463,blank value,2539042
101778,blank value,2536091
91011,blank value,2535824
91010,blank value,2535823
91009,blank value,2535822
44303,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-2012</td>
    </tr>

        <tr>
        <td>101-JE</td>
    </tr>

        <tr>
        <td>83106-202012</td>
    </tr>

        <tr>
        <td>C101-R  1 1/4 x 1 1/4 x 3/4</td>
    </tr>

    </table>",2532852
44306,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-2016</td>
    </tr>

        <tr>
        <td>101-JH</td>
    </tr>

        <tr>
        <td>83106-202016</td>
    </tr>

    </table>",2532853
44301,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-208</td>
    </tr>

        <tr>
        <td>83106-202008</td>
    </tr>

        <tr>
        <td>C101-R  1 1/4 x 1 1/4 x 1/2</td>
    </tr>

    </table>",2532851
44296,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-161212</td>
    </tr>

        <tr>
        <td>101-HEE</td>
    </tr>

        <tr>
        <td>83106-161212</td>
    </tr>

    </table>",2532849
44298,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-1612</td>
    </tr>

        <tr>
        <td>101-HE</td>
    </tr>

        <tr>
        <td>83106-161612</td>
    </tr>

        <tr>
        <td>C101-R 1 x 1 x 3/4</td>
    </tr>

    </table>",2532850
44287,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-1288</td>
    </tr>

        <tr>
        <td>101-EDD</td>
    </tr>

        <tr>
        <td>83106-120808</td>
    </tr>

        <tr>
        <td>C101-R  3/4 x 1/2 x 1/2</td>
    </tr>

    </table>",2532847
44282,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-124</td>
    </tr>

        <tr>
        <td>83106-121204</td>
    </tr>

        <tr>
        <td>C101-R  3/4 x 3/4 x 1/4</td>
    </tr>

    </table>",2532844
44291,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-168</td>
    </tr>

        <tr>
        <td>101-HD</td>
    </tr>

        <tr>
        <td>83106-161608</td>
    </tr>

        <tr>
        <td>C101-R 1 x 1 x 1/2</td>
    </tr>

    </table>",2532848
44283,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-126</td>
    </tr>

        <tr>
        <td>83106-121206</td>
    </tr>

        <tr>
        <td>C101-R  3/4 x 3/4 x 3/8</td>
    </tr>

    </table>",2532845
44286,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-128</td>
    </tr>

        <tr>
        <td>83106-121208</td>
    </tr>

        <tr>
        <td>C101-R  3/4 x 3/4 x 1/2</td>
    </tr>

    </table>",2532846
44276,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td> 101RRB-84</td>
    </tr>

        <tr>
        <td>101-DB</td>
    </tr>

        <tr>
        <td>101FFC</td>
    </tr>

        <tr>
        <td>83106-080804</td>
    </tr>

        <tr>
        <td>C101-R  1/2 x 1/2 x 1/4</td>
    </tr>

    </table>",2532841
90011,blank value,2535787
90010,blank value,2535786
90009,blank value,2535785
90008,blank value,2535784
90212,blank value,2535820
90007,blank value,2535783
90006,blank value,2535782
90005,blank value,2535781
90004,blank value,2535780
90003,blank value,2535779
90002,blank value,2535778
90001,blank value,2535777
101777,blank value,2536090
101776,blank value,2536089
101775,blank value,2536088
101774,blank value,2536087
80209,blank value,2539084
80208,blank value,2539083
80207,blank value,2539082
80205,blank value,2539080
80206,blank value,2539081
80204,blank value,2539079
80202,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>GLS405</td>
    </tr>

    </table>",2539040
80203,blank value,2539041
80201,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>GLS400</td>
    </tr>

    </table>",2539039
80616,blank value,2539096
80615,blank value,2539095
80614,blank value,2539094
80613,blank value,2539093
80612,blank value,2539092
80611,blank value,2539091
101396,blank value,2536010
101395,blank value,2536009
101394,blank value,2536008
101393,blank value,2536007
101392,blank value,2536006
101391,blank value,2536005
101772,blank value,2536085
101771,blank value,2536084
101390,blank value,2536004
101770,blank value,2536083
101773,blank value,2536086
12333,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>6902900112</td>
    </tr>

    </table>",2529903
12335,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>6902900114</td>
    </tr>

    </table>",2529904
12339,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>6902900116</td>
    </tr>

    </table>",2529906
12230,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>803135</td>
    </tr>

    </table>",2529893
12200,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>802063</td>
    </tr>

    </table>",2529883
12202,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>8003902146</td>
    </tr>

    </table>",2529884
12150,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>661206</td>
    </tr>

    </table>",2529881
20040,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>1001105032</td>
    </tr>

    </table>",2530608
20040,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>1009500205</td>
    </tr>

    </table>",2530608
12149,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>6602901262</td>
    </tr>

    </table>",2529880
12148,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>6602901261</td>
    </tr>

    </table>",2529879
20025,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>52A8900008</td>
    </tr>

    </table>",2530590
12130,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>6704901020</td>
    </tr>

    </table>",2529874
12210,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>661072</td>
    </tr>

    </table>",2529885
2211,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>661116</td>
    </tr>

    </table>",2891519
20040,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>1009500203</td>
    </tr>

    </table>",2530608
20040,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>1009500204</td>
    </tr>

    </table>",2530608
20005,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>998TP08</td>
    </tr>

    </table>",2530575
20007,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>988TW27</td>
    </tr>

    </table>",2530577
20007,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>998TW23</td>
    </tr>

    </table>",2530577
20005,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>998TP06</td>
    </tr>

    </table>",2530575
20005,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>988TP22</td>
    </tr>

    </table>",2530575
20006,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>998TW13</td>
    </tr>

    </table>",2530576
20005,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>998TP07</td>
    </tr>

    </table>",2530575
20007,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>998TW14</td>
    </tr>

    </table>",2530577
20006,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>988TW18</td>
    </tr>

    </table>",2530576
20006,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>988TW17</td>
    </tr>

    </table>",2530576
20050,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>690010</td>
    </tr>

    </table>",2530617
20006,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>988TW28</td>
    </tr>

    </table>",2530576
20006,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>998TW12</td>
    </tr>

    </table>",2530576
