catalog_number,industry_crossover_numbers,id
30231,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>07210-0405</td>
    </tr>

        <tr>
        <td>10004B-405</td>
    </tr>

        <tr>
        <td>107-0063</td>
    </tr>

        <tr>
        <td>287-0408</td>
    </tr>

        <tr>
        <td>2870408C</td>
    </tr>

        <tr>
        <td>29PO5-45</td>
    </tr>

        <tr>
        <td>309-45</td>
    </tr>

        <tr>
        <td>687-4-5</td>
    </tr>

        <tr>
        <td>HDF-04-05</td>
    </tr>

        <tr>
        <td>JF/SF-04-05</td>
    </tr>

        <tr>
        <td>L287-0405</td>
    </tr>

        <tr>
        <td>P41-45</td>
    </tr>

        <tr>
        <td>S687-4-5</td>
    </tr>

    </table>",2529088
30230,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>07210-0404</td>
    </tr>

        <tr>
        <td>10004B-404</td>
    </tr>

        <tr>
        <td>10004B-604</td>
    </tr>

        <tr>
        <td>107-0060</td>
    </tr>

        <tr>
        <td>287-0407</td>
    </tr>

        <tr>
        <td>2870407</td>
    </tr>

        <tr>
        <td>2870407C</td>
    </tr>

        <tr>
        <td>29PO5-44</td>
    </tr>

        <tr>
        <td>309-44</td>
    </tr>

        <tr>
        <td>687-4-4</td>
    </tr>

        <tr>
        <td>HDF-04-04</td>
    </tr>

        <tr>
        <td>JF/SF-04-04</td>
    </tr>

        <tr>
        <td>L287-0404</td>
    </tr>

        <tr>
        <td>P41-44</td>
    </tr>

        <tr>
        <td>S687-4-4</td>
    </tr>

    </table>",2529087
F3,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>6HTF6</td>
    </tr>

    </table>",2538251
F14,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>2HTF2</td>
    </tr>

    </table>",2538245
F38,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>3HTF3</td>
    </tr>

    </table>",2538362
64192,blank value,2534701
64191,blank value,2534700
64190,blank value,2534699
64189,blank value,2534698
64188,blank value,2534697
64186,blank value,2534695
64185,blank value,2534694
64184,blank value,2534693
64183,blank value,2534692
64182,blank value,2534691
64181,blank value,2534690
64180,blank value,2534689
64187,blank value,2534696
10412,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04055-14</td>
    </tr>

        <tr>
        <td>155-14</td>
    </tr>

        <tr>
        <td>55 7/8</td>
    </tr>

        <tr>
        <td>55-14</td>
    </tr>

        <tr>
        <td>55M</td>
    </tr>

        <tr>
        <td>55x14</td>
    </tr>

        <tr>
        <td>E2-14</td>
    </tr>

        <tr>
        <td>S155-14</td>
    </tr>

    </table>",2529653
10410,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04055-10</td>
    </tr>

        <tr>
        <td>155F-10</td>
    </tr>

        <tr>
        <td>155X10</td>
    </tr>

        <tr>
        <td>155x10</td>
    </tr>

        <tr>
        <td>55 5/8</td>
    </tr>

        <tr>
        <td>55-10</td>
    </tr>

        <tr>
        <td>55-10 / 155-10</td>
    </tr>

        <tr>
        <td>55F-10</td>
    </tr>

        <tr>
        <td>55H</td>
    </tr>

        <tr>
        <td>55x10</td>
    </tr>

        <tr>
        <td>655-F-10</td>
    </tr>

        <tr>
        <td>655F10</td>
    </tr>

        <tr>
        <td>A  04539</td>
    </tr>

        <tr>
        <td>E2-10</td>
    </tr>

        <tr>
        <td>FF155-10</td>
    </tr>

        <tr>
        <td>LE2-10</td>
    </tr>

        <tr>
        <td>S55-10 / S155-10</td>
    </tr>

    </table>",2529651
10411,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04055-12</td>
    </tr>

        <tr>
        <td>155-12</td>
    </tr>

        <tr>
        <td>155F-12</td>
    </tr>

        <tr>
        <td>155x12</td>
    </tr>

        <tr>
        <td>55 3/4</td>
    </tr>

        <tr>
        <td>55-12</td>
    </tr>

        <tr>
        <td>55J</td>
    </tr>

        <tr>
        <td>55x12</td>
    </tr>

        <tr>
        <td>655-F-12</td>
    </tr>

        <tr>
        <td>655F12</td>
    </tr>

        <tr>
        <td>A  04745</td>
    </tr>

        <tr>
        <td>E2-12</td>
    </tr>

        <tr>
        <td>FF155-12</td>
    </tr>

        <tr>
        <td>S155-12</td>
    </tr>

    </table>",2529652
10408,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04055-06</td>
    </tr>

        <tr>
        <td>155F-6</td>
    </tr>

        <tr>
        <td>155F-6</td>
    </tr>

        <tr>
        <td>155x6 / 255x6</td>
    </tr>

        <tr>
        <td>255X6</td>
    </tr>

        <tr>
        <td>55 3/8</td>
    </tr>

        <tr>
        <td>55-6</td>
    </tr>

        <tr>
        <td>55-6 / 155-6</td>
    </tr>

        <tr>
        <td>55E</td>
    </tr>

        <tr>
        <td>55F-6</td>
    </tr>

        <tr>
        <td>55x6</td>
    </tr>

        <tr>
        <td>655-F-06</td>
    </tr>

        <tr>
        <td>655F06</td>
    </tr>

        <tr>
        <td>A  00146</td>
    </tr>

        <tr>
        <td>E2-6</td>
    </tr>

        <tr>
        <td>E2F-6</td>
    </tr>

        <tr>
        <td>FF155-6</td>
    </tr>

        <tr>
        <td>LE2-6</td>
    </tr>

        <tr>
        <td>S55-6 / S155-6</td>
    </tr>

    </table>",2529649
10409,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04055-08</td>
    </tr>

        <tr>
        <td>155F-8</td>
    </tr>

        <tr>
        <td>155F-8</td>
    </tr>

        <tr>
        <td>255x8</td>
    </tr>

        <tr>
        <td>55 1/2</td>
    </tr>

        <tr>
        <td>55-8</td>
    </tr>

        <tr>
        <td>55-8 / 155-8</td>
    </tr>

        <tr>
        <td>55F</td>
    </tr>

        <tr>
        <td>55F-8</td>
    </tr>

        <tr>
        <td>55x8</td>
    </tr>

        <tr>
        <td>655-F-08</td>
    </tr>

        <tr>
        <td>655F08</td>
    </tr>

        <tr>
        <td>A  00145</td>
    </tr>

        <tr>
        <td>E2-8</td>
    </tr>

        <tr>
        <td>FF155-8</td>
    </tr>

        <tr>
        <td>LE2-8</td>
    </tr>

        <tr>
        <td>S55-8 / S155-8</td>
    </tr>

    </table>",2529650
10407,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04055-05</td>
    </tr>

        <tr>
        <td>155-5</td>
    </tr>

        <tr>
        <td>155F-5</td>
    </tr>

        <tr>
        <td>255x5</td>
    </tr>

        <tr>
        <td>55 5/16</td>
    </tr>

        <tr>
        <td>55-5</td>
    </tr>

        <tr>
        <td>55D</td>
    </tr>

        <tr>
        <td>55F-5</td>
    </tr>

        <tr>
        <td>55x5</td>
    </tr>

        <tr>
        <td>655-F-05</td>
    </tr>

        <tr>
        <td>655F05</td>
    </tr>

        <tr>
        <td>E2-5</td>
    </tr>

        <tr>
        <td>FF155-5</td>
    </tr>

        <tr>
        <td>LE2-5</td>
    </tr>

        <tr>
        <td>S155-5</td>
    </tr>

    </table>",2529648
10406,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04055-04</td>
    </tr>

        <tr>
        <td>155F-4</td>
    </tr>

        <tr>
        <td>155F-4</td>
    </tr>

        <tr>
        <td>255x4</td>
    </tr>

        <tr>
        <td>55 1/4</td>
    </tr>

        <tr>
        <td>55-4</td>
    </tr>

        <tr>
        <td>55-4 / 155-4</td>
    </tr>

        <tr>
        <td>55C</td>
    </tr>

        <tr>
        <td>55F-4</td>
    </tr>

        <tr>
        <td>55x4</td>
    </tr>

        <tr>
        <td>655-F-04</td>
    </tr>

        <tr>
        <td>655F04</td>
    </tr>

        <tr>
        <td>A  00147</td>
    </tr>

        <tr>
        <td>E2-4</td>
    </tr>

        <tr>
        <td>FF155-4</td>
    </tr>

        <tr>
        <td>LE2-4</td>
    </tr>

        <tr>
        <td>S55-4 / S155-4</td>
    </tr>

    </table>",2529647
10405,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04055-03</td>
    </tr>

        <tr>
        <td>155-3</td>
    </tr>

        <tr>
        <td>155F-3</td>
    </tr>

        <tr>
        <td>155x3</td>
    </tr>

        <tr>
        <td>55 3/16</td>
    </tr>

        <tr>
        <td>55-3</td>
    </tr>

        <tr>
        <td>55-3 / 155-3</td>
    </tr>

        <tr>
        <td>55B</td>
    </tr>

        <tr>
        <td>55F-3</td>
    </tr>

        <tr>
        <td>655-F-03</td>
    </tr>

        <tr>
        <td>E2-3</td>
    </tr>

        <tr>
        <td>FF155-3</td>
    </tr>

        <tr>
        <td>S55-3 / S155-3</td>
    </tr>

    </table>",2529646
10404,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04055-02</td>
    </tr>

        <tr>
        <td>155-2</td>
    </tr>

        <tr>
        <td>155F-2</td>
    </tr>

        <tr>
        <td>255x2</td>
    </tr>

        <tr>
        <td>55 1/8</td>
    </tr>

        <tr>
        <td>55-2</td>
    </tr>

        <tr>
        <td>55A</td>
    </tr>

        <tr>
        <td>55F-2</td>
    </tr>

        <tr>
        <td>E2-2</td>
    </tr>

        <tr>
        <td>FF155-2</td>
    </tr>

        <tr>
        <td>S155-2</td>
    </tr>

    </table>",2529645
44638,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>109ALRB-32</td>
    </tr>

        <tr>
        <td>83115-32</td>
    </tr>

    </table>",2532964
44637,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>109ALRB-24</td>
    </tr>

        <tr>
        <td>83115-24</td>
    </tr>

    </table>",2532963
44636,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>109ALRB-20</td>
    </tr>

        <tr>
        <td>83115-20</td>
    </tr>

        <tr>
        <td>C109-AL 1 1/4</td>
    </tr>

    </table>",2532962
44635,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>109ALRB-16</td>
    </tr>

        <tr>
        <td>83115-16</td>
    </tr>

        <tr>
        <td>C109-AL 1</td>
    </tr>

    </table>",2532961
44634,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>109ALRB-12</td>
    </tr>

        <tr>
        <td>83115-12</td>
    </tr>

        <tr>
        <td>C109-AL 3/4</td>
    </tr>

    </table>",2532960
44633,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>109ALRB-8</td>
    </tr>

        <tr>
        <td>83115-08</td>
    </tr>

        <tr>
        <td>C109-AL 1/2</td>
    </tr>

    </table>",2532959
32335,blank value,2528838
90116,blank value,2535801
32334,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>JS-4-6</td>
    </tr>

    </table>",2528837
65781H,blank value,2534603
65780H,blank value,2534601
65779H,blank value,2534599
65778H,blank value,2534597
65777H,blank value,2534595
65775H,blank value,2534591
65776H,blank value,2534593
65773H,blank value,2534587
65774H,blank value,2534589
90115,blank value,2535800
65772H,blank value,2534585
65771H,blank value,2534583
90141,blank value,2535819
90111,blank value,2535798
90140,blank value,2535818
90110,blank value,2535797
90114,blank value,2535799
90109,blank value,2535796
90108,blank value,2535795
90107,blank value,2535794
90106,blank value,2535793
90105,blank value,2535792
90104,blank value,2535791
90103,blank value,2535790
90102,blank value,2535789
90100,blank value,2535788
28587,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>DCP37</td>
    </tr>

    </table>",2538768
28669,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>STMC6</td>
    </tr>

    </table>",2538777
28670,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>STMC8</td>
    </tr>

    </table>",2538778
46162,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>09235-06</td>
    </tr>

        <tr>
        <td>130C-N</td>
    </tr>

        <tr>
        <td>148E</td>
    </tr>

        <tr>
        <td>155-6MxF</td>
    </tr>

        <tr>
        <td>2120-C</td>
    </tr>

        <tr>
        <td>2507x6x6</td>
    </tr>

        <tr>
        <td>50P</td>
    </tr>

        <tr>
        <td>50PC</td>
    </tr>

        <tr>
        <td>79-P 3/8</td>
    </tr>

        <tr>
        <td>81-6</td>
    </tr>

        <tr>
        <td>PV402-6-6</td>
    </tr>

        <tr>
        <td>SV402-6</td>
    </tr>

        <tr>
        <td>V402-6</td>
    </tr>

        <tr>
        <td>V402P-6-6</td>
    </tr>

    </table>",2531743
46161,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>09235-04</td>
    </tr>

        <tr>
        <td>130C-L</td>
    </tr>

        <tr>
        <td>148C</td>
    </tr>

        <tr>
        <td>155-4MxF</td>
    </tr>

        <tr>
        <td>2120-B</td>
    </tr>

        <tr>
        <td>2507X4X4</td>
    </tr>

        <tr>
        <td>2507x4x4</td>
    </tr>

        <tr>
        <td>32-4</td>
    </tr>

        <tr>
        <td>49P</td>
    </tr>

        <tr>
        <td>49PC</td>
    </tr>

        <tr>
        <td>6829</td>
    </tr>

        <tr>
        <td>79-P 1/4</td>
    </tr>

        <tr>
        <td>81-4</td>
    </tr>

        <tr>
        <td>LDC2</td>
    </tr>

        <tr>
        <td>PV402-4-4</td>
    </tr>

        <tr>
        <td>SV402-4</td>
    </tr>

        <tr>
        <td>V402-4</td>
    </tr>

        <tr>
        <td>V402P-4-4</td>
    </tr>

    </table>",2531741
46160,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>09235-02</td>
    </tr>

        <tr>
        <td>130C-J</td>
    </tr>

        <tr>
        <td>148A</td>
    </tr>

        <tr>
        <td>155-2MxF</td>
    </tr>

        <tr>
        <td>2120-A</td>
    </tr>

        <tr>
        <td>2507x2x2</td>
    </tr>

        <tr>
        <td>48P</td>
    </tr>

        <tr>
        <td>48PC</td>
    </tr>

        <tr>
        <td>6824</td>
    </tr>

        <tr>
        <td>79-P 1/8</td>
    </tr>

        <tr>
        <td>81-2</td>
    </tr>

        <tr>
        <td>PV402-2-2</td>
    </tr>

        <tr>
        <td>SV402-2</td>
    </tr>

        <tr>
        <td>V402-2</td>
    </tr>

        <tr>
        <td>V402P-2-2</td>
    </tr>

    </table>",2531740
28586,blank value,2538767
