id,catalog_number,add_descr,attributes
2887366,5011-30-95,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5011-30-95|Weight:369 lbs / 167 kgs|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887338,4STE-EX-3048-95,4 Sided Mesh Box Truck with Ergonomic Handle,"Model:4STE-EX-3048-95|Weight:124 lbs. / 56 kgs.|Capacity:2000 lbs. / 907 kgs.|Dimensions Overall:in:   *48-1/2 x 30-1/2 x 35-3/16  mm: *1232 x 775 x 894  *handle add 6"" to width|Colors:Durable, textured, gray powder coat finish"
2887354,5006-30-95,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5006-30-95|Weight:246 lbs / 112 kgs|Dimensions Overall:in: 48 x 18 x 60  mm: 1219 x 457 x 1524|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887358,5007-42-95,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5007-42-95|Weight:323 lbs / 147 kgs|Dimensions Overall:in: 48 x 18 x 72  mm: 1219 x 457 x 1829|Bins:(24) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887370,5014-30-95,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5014-30-95|Weight:373 lbs / 169 kgs|Dimensions Overall:in: 48 x 24 x 60  mm: 1219 x 610 x 1524|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887378,5018-42-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5018-42-5295|Weight:424 lbs / 192 kgs|Dimensions Overall:in: 60 x 24 x 60  mm: 1524 x 610 x 1524|Bins:(24) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887266,3ST-EX3672-3AS-95,3 Sided Mesh Stock Truck,"Model:3ST-EX3672-3AS-95|Weight:448 lbs. / 203 kgs.|Shelves:3|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:in: *72-1/2 x 36-3/8 x 56-7/16  mm: 1842 x 924 x 1434  *handle add 6"" to width|Colors:Durable, textured, gray powder coat finish"
2887382,5019-54-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5019-54-5295|Weight:508 lbs / 231 kgs|Dimensions Overall:in: 60 x 24 x 72  mm: 1524 x 610 x 1829|Bins:(36) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887386,5022-48-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5022-48-5295|Weight:519 lbs / 236 kgs|Dimensions Overall:in: 72 x 24 x 60  mm: 1829 x 610 x 1524|Bins:(12) 6 x 11 x 5  (24) 8 x 15 x 7   (12) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887390,5023-72-5295,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5023-72-5295|Weight:612 lbs / 278 kgs|Dimensions Overall:in: 72 x 24 x 72  mm: 1829 x 610 x 1829|Bins:(36) 6 x 11 x 5  (24) 8 x 15 x 7   (12) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887398,534-43,"(9 FX Cabinet) 3-shelf, Door pouch sold separately (Model 564-H721).","Model:534-43|Weight:11 lbs. / 5 kgs.|Shelves:3|Dimensions Overall:in: 15 x 16-5/32 x 5-9/16 |Dimensions Inside:A - 3-5/16""  B - 5-3/4""  C - 6-3/16""|Carton Pk:1|Material:White powder coated finish is rust and acid resistant"
2887362,5010-30-95,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5010-30-95|Weight:331 lbs / 150 kgs|Dimensions Overall:in: 36 x 24 x 60  mm: 915 x 610 x 1524 |Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887374,5015-42-95,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5015-42-95|Weight:511 lbs / 232 kgs|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Bins:(24) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887410,575-95,Art File with Adjustable Dividers,Model:575-95|Weight:78 lbs. / 35 kgs.|Dimensions Overall:in: 36 x 20-1/8 x 27-15/16  mm: 915 x 511 x 710|Carton Pk:1|Material:Prime Cold Rolled Steel has a Powder Coated Finish that is Rust and Acid Resistant|Colors:Gray
2887302,407-54-A,Optional Legs for models 405 and 411,Model:407-54-A|Weight:3 lbs. / 1 kgs.|Dimensions Overall:in: 13-7/16 x 14 x 5-7/8  mm: 341 x 356 x 149|Carton Pk:1|Material:Prime Cold Rolled Steel has a Powder Coated Finish that is Rust and Acid Resistant|Colors:Putty
2887406,563-H720,"This 8-Pocket Plastic Door Pouch is used with the 7FX/7 Cabinets (Models 533-43, 532-43 and 516-43.)",Model:563-H720
2887438,907-08-S129,10 Loop Clamp Rack,Model:907-08-S129|Weight:5 lbs. / 2 kgs.|Carton Pk:1|Material:All Welded Prime Cold Rolled Steel|Colors:Gray Powder Coated Finish is Rust and Acid Resistant|Depth:in: 5-3/8   mm: 137 |Height:in: 16-1/8   mm: 408 |Width:in: 23-1/4   mm: 591 
2887418,590-95,Tilt-Out Tray Dispensing Cabinet,Model:590-95|Weight:21 lbs. /  kgs.|Carton Pk:1|Material:All Welded Prime Cold Rolled Steel|Colors:Gray powder coated finish and Rust and Acid Resistant.|Depth:in: 4   mm: 102 |Height:in: 26-3/4   mm: 680|Width:in: 19   mm: 483
2887402,535-43,"(11FX Cabinet) 4-shelf, Door pouch sold separately (Model 565-H722).","Model:535-43|Weight:15 lbs. / 7 kgs.|Shelves:4|Dimensions Overall:in: 15-3/16 x 5-9/16 x 22-1/4   |Dimensions Inside:A - 5-7/16""  B - 4-1/2""  C - 5-3/4""  D - 6-3/16""|Carton Pk:1|Material:White powder coated finish is rust and acid resistant"
2887422,5WT-3060-12PN-95,"All welded 14 gauge steel platform truck with 12"" pneumatic casters, (2) swivel and (2) rigid","Model:5WT-3060-12PN-95|Weight:131 lbs. / 60 kgs.|Capacity:2,000 lbs.|Dimensions Overall:in: 60 x 30 x 18-1/4  mm: 1524 x 762 x 464  "
2887394,529-D830,in: 6-3/4 x 3-3/4 ,Model:529-D830
2887450,APT-3048-95,14 Gauge Steel Construction; 6 removable handles. (in: 12 x 24 x 36) (mm: 305 x 610 x 914) above deck,"Model:APT-3048-95|Weight:214 lbs. / 97 kgs.|Capacity:2000 lbs. / 907 kgs.|Dimensions Overall:in: 30 x 48 x 45-1/8  mm: 1219 x 762 x 1146|Colors:Durable, textured, gray powder coat finish"
2887414,581-95,One Opening Hydraulic Hose Cabinet ,Model:581-95|Weight:38 lbs.|Dimensions Overall:8-1/2 x 24-1/8 x 34-7/8  
2887426,611-95,Model 611 (TB9D) has nine drawers with 81 adjustable dividers.  It features locking hinges to hold drawers in place in a moving vehicle. Padlock not provided.,Model:611-95|Weight:51 lbs. / 23 kgs.|Carton Pk:1|Material:Heavy Duty Steel -Interlocking and Welded Construction|Colors:Gray Baked Enamel|Depth:in: 12-1/8  mm: 308|Height:in: 24-1/2  mm: 622|Width:in: 12-5/8  mm: 320
2887446,AF-3060-95,A-Frame Truck ,"Model:AF-3060-95|Weight:204 lbs. / 93 kgs.|Dimensions Overall:in: 60 x 60 x 57  mm: 1524 x 1524 x 1448|Colors:Durable, textured, gray powder coat finish"
2887462,DC-243636-48-2S-95,,Model:DC-243636-48-2S-95|Weight:646 lbs. / 293 kgs. |Shelves:(2) Adjustable|Dimensions Overall:in: 36 x 24 x 36   mm: 915 x 610 x 915|Bins:48|Dimensions Bins:in: 4 x 5 x 3   
2887454,BCT-2860-10K-95,5' length with 3 cradles,"Model:BCT-2860-10K-95|Weight:212 lbs. / 96 kgs.|Capacity:10000 lbs. / 4536 kgs.|Dimensions Overall:in: 28 x 60   mm: 711 x 1524|Colors:Durable, textured, gray powder coat finish"
2887470,DC36-78-6DS-95,,Model:DC36-78-6DS-95|Weight:546 lbs. / 248 kgs. |Shelves:(6) Door Shelves|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:78|Dimensions Bins:(48)   in: 4 x 7 x 3   (18)   in: 6 x 11 x 5   (12)   in: 8 x 15 x 7   (6)   in: 16 x 15 x 7 178
2887486,DC48-842S6DS-1795,,Model:DC48-842S6DS-1795|Weight:543 lbs. / 246 kgs.|Shelves:(2) Adjustable  (6) Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:84|Dimensions Bins:(64)   in: 4 x 7 x 3   (20)   in: 8 x 15 x 7 
2887474,DC48-128-4S-1795,,Model:DC48-128-4S-1795|Weight:516 lbs. / 234 kgs.|Shelves:(4) Adjustable|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:128|Dimensions Bins:(128)   in: 4 x 5 x 3 
2887442,AF-3048-LP-95,A-Frame Truck with Louvered Panels on Both Sides (Hook On Bins not included),"Model:AF-3048-LP-95|Weight:234 lbs. / 106 kgs.|Dimensions Overall:in: 48 x 30 x 57   mm: 1219 x 762 x 1448|Carton Pk:1|Colors:Durable, textured, gray powder coat finish"
2887482,DC48-4S14DS-95,,"Model:DC48-4S14DS-95|Weight:528 lbs. / 240 kgs.|Shelves:(4) Adjustable Shelf  (14) Door Shelves  Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1981|Colors:Durable, textured, gray powder coat finish"
2887490,DC-BDLP-132-5295,,Model:DC-BDLP-132-5295|Weight:546 lbs / 248 kgs.|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Bins:132|Dimensions Bins:in:  (48) 4 x 5 x 3  (48) 4 x 7 x 3  (18) 6 x 11 x 5  (12) 8 x 15 x 7  (6) 16 x 15 x 7
2887502,DCBDLP724RDR-5295,,Model:DCBDLP724RDR-5295|Weight:612 lbs. / 278 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:72|Dimensions Bins:in:   (56) 4 x 5 x 3  (8) 6 x 11 x 5  (6) 8 x 15 x 7  (2) 16 x 15 x 7|Drawer Dimensions:in:  (2)   40-13/16 x 14 11/16 x 3  (1)  40-13/16 x 14 11/16 x 5  (1)  40-13/16 x 14 11/16 x 6
2887494,DCBDLP524RDR-95,"36"" Wide Cabinet with 52 Bins, 1 Shelf, 12 Door Shelves & 4 Drawers ","Model:DCBDLP524RDR-95|Weight:535 lbs. / 243 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:52|Material:14 Gauge|Colors:Durable, textured, gray powder coat finish"
2887466,DC36-4S12DS-95,14 Gauge Cabinet with Shelves and Door Shelves,"Model:DC36-4S12DS-95|Weight:416 lbs. / 189 kgs.|Shelves:(4) Adjustable Shelves  (12) Door Shelves|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Colors:Durable, textured, gray powder coat finish"
2887526,EAS-1824-95,Open Access Cart ,"Model:EAS-1824-95|Weight:74 lbs. / 34 kgs.|Shelves:2|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 18 x 24 x 36  mm: 457 x 610 x 915|Colors:Durable, textured, gray powder coat finish "
2887518,DWB-3672-95,,Model:DWB-3672-95|Weight:248 lbs/ 113 kgs|Capacity:4000 lbs/ 1814 kgs|Dimensions Overall:in: 72 x 36 x 34  mm: 1829 x 915 x 864|Drawer Dimensions:N/A
2887538,EMDC-2600-BLP-95,All Welded 16 Gauge Construction,"Model:EMDC-2600-BLP-95|Weight:190 lbs. / 86 kgs.|Dimensions Overall:in: 36 x 18 x 48   mm: 915 x 457 x 1219|Colors:Durable, textured, gray powder coat finish"
2887498,DCBDLP694RDR-1795,,Model:DCBDLP694RDR-1795|Weight:579 lbs. / 263 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:69|Dimensions Bins:in:   (48) 4 x 5 x 3  (8) 6 x 11 x 5  (11) 8 x 15 x 7  (2) 16 x 15 x 7|Drawer Dimensions:in:  (2)   40-13/16 x 14 11/16 x 3  (1)  40-13/16 x 14 11/16 x 5  (1)  40-13/16 x 14 11/16 x 6
2887506,DC-DLP-96-4S-95,,Model:DC-DLP-96-4S-95|Weight:414 lbs. / 118 kgs.|Shelves:(4) Adjustable|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:96|Dimensions Bins:(96)   in: 4 x 5 x 3   
2887546,EMDC361845B95,Clearview Cabinets with Hook-On Bins®,"Model:EMDC361845B95|Weight:334 lbs. / 152 kgs.|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (45) 5-1/2 x 11-3/8 x 5"
2887554,EMDC-361872-30B-95,Clearview Cabinets with Hook-On Bins®,"Model:EMDC-361872-30B-95|Weight:310 lbs. / 140 kgs.|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (12) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887542,EMDC36182S15B5295,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC36182S15B5295|Weight:318 lbs. / 144 kgs.|Shelves:2|Capacity:Shelf Capacity: 900 lbs. / 408 kgs.|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (15) 5-1/2 x 11-3/8 x 5"
2887514,DWB-3072-BE-LP-95,Heavy duty workbench with 72W x 24H Louvered Back  Panel for use with HOOK-ON BINS®,Model:DWB-3072-BE-LP-95|Weight:290 lbs /132 kgs.|Drawers:Optional  #177-DRAWER-95  in: 14-5/16 x 19-13/16 x   6-3/16 |Shelves:Lower Shelf Capacity 500 lbs / 227 kgs|Capacity:4000 lbs. / 1814 kgs.|Dimensions Overall:in: 72 x 30 x 34   mm: 1829 x 762 x 864|Bins:-
2887562,EMDC-362472-18B-2S-5295,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-362472-18B-2S-5295|Weight:388 lbs. / 176 kgs.|Shelves:2|Capacity:Shelf Capacity: 900 lbs. / 408 kgs.|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887558,EMDC36242S15B5295,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC36242S15B5295|Weight:352 lbs. / 160 kgs. |Shelves:2|Capacity:Shelf Capacity: 900 lbs. / 408 kgs.|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (15) 5-1/2 x 11-3/8 x 5"
2887550,EMDC-361872-18B-2S-5295,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-361872-18B-2S-5295|Weight:310 lbs. / 141 kgs.|Shelves:2|Capacity:Shelf Capacity: 900 lbs. / 408 kgs.|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887570,EMDC-362484-HDL-95,,Model:EMDC-362484-HDL-95|Weight:358 lbs. / 162 kgs|Shelves:4 side shelfs and 1 top shelf|Capacity:Side Shelf:   300 lbs / 136 kgs.  Top Single Shelf:   900 lbs / 408 kgs.|Dimensions Overall:in: 36 x 24 x 84  mm: 915 x 610 x 2134|Material:14 Gauge All Welded Steel Construction|Colors:Durable gray textured powder coat finish
2887566,EMDC-362472-30B-95,Clearview Cabinets with Hook-On Bins®,"Model:EMDC-362472-30B-95|Weight:335 lbs. / 152 kgs.|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (12) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887574,EMDC-481872-42B-1795,Clearview Cabinets with Hook-On Bins®,"Model:EMDC-481872-42B-1795|Weight:350 lbs. / 159 kgs.|Dimensions Overall:in: 48 x 18 x 72  mm: 1219 x 457 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (24) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887578,EMDC-481872-6B-3S-5295,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-481872-6B-3S-5295|Weight:350 lbs. / 159 kgs.|Shelves:3|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 18 x 72  mm: 1219 x 457 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (6) 16-3/4 x 14-5/8 x 7"
2887586,EMDC-482472-42B-95,Clearview Cabinets with Hook-On Bins®,"Model:EMDC-482472-42B-95|Weight:406 lbs. / 184 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (24) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887530,EGCC16-50,Horizontal Cylinder Storage Cabinet - Holds 16 Cylinders,"Model:EGCC16-50|Weight:334 lbs. / 152 kgs.|Dimensions Overall:in: 60 x 30 x 71-3/4  mm: 1524 x 762 x 1822|Carton Pk:1|Material:1-1/2"" x 1/8"" angle iron frame. Solid 14 gauge steel top and bottom. Expanded metal sides, back, and door, for ventilation and visibility of contents.|Colors:Yellow powder coated finish is rust and acid resistant"
2887522,DWBM-3060-BE-RSR-95,"With Riser, Electrical Strip, and 10 Bins","Model:DWBM-3060-BE-RSR-95|Weight:235 lbs. / 107 kgs.|Shelves:Bottom shelf: 500 lbs. / 227 kgs. capacity|Capacity:4,000 lbs. / 1814 kgs.|Dimensions Overall:in: 60 x 30 x 62-1/2|Colors:Durable, gray, textured powder coat paint"
2887534,EGCVC18-50,Vertical Cylinder Storage Cabinet - Holds 18 Cylinders,"Model:EGCVC18-50|Weight:256 lbs. / 116 kgs.|Dimensions Overall:in: 60 x 30 x 71-3/4  mm: 1524 x 762 x 1822|Carton Pk:1|Material:1-1/2"" x 1/8"" angle iron frame. Solid 14 gauge steel top and bottom. Expanded metal sides, back, and door, for ventilation and visibility of contents.|Colors:Yellow powder coated finish is rust and acid resistant"
2887582,EMDC-482472-24B-2S-5295,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-482472-24B-2S-5295|Weight:406 lbs. / 184 kgs.|Shelves:2|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (24) 8-1/4 x 14-5/8 x 7"
2887590,EMDC-482472-95,,"Model:EMDC-482472-95|Weight:406 lbs. / 184 kgs.|Shelves:3 Adjustable shelves with 700 lbs. / 318 kgs. capacity|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Colors:Durable, textured, gray powder coat finish"
2887594,EPT-3060-95,"All welded 12 gauge steel platform truck with 6"" x 2"" phenolic bolt-on casters, (2) swivel and (2) rigid","Model:EPT-3060-95|Weight:134 lbs. / 61 kgs.|Capacity:2,000 lbs.|Dimensions Overall:in: 30 x 60 x 36  mm: 762 x 1524 x 915"
2887634,HC1101S,,"Model:HC1101S|Weight:1 lb/.45 kg|Dimensions Overall:3""W x 1""D x 4""H (optional casters) = 76mm x 25mm x 102mm"
2887662,HDC-247278-4S95,,"Model:HDC-247278-4S95|Weight:856 lbs. / 388 kgs.|Shelves:4 adjustable|Capacity:1525 lbs./ 692 kgs|Material:12 Gauge Steel|Colors:Durable, textured, gray powder coat finish|Depth:in: 24  mm: 610|Height:in:78  mm:1981|Width:in: 72  mm:1828"
2887658,HDC-244878-4S95,,"Model:HDC-244878-4S95|Weight:573 lbs. / 260 kgs.|Shelves:4 adjustable|Capacity:1200 lbs. / 544 kgs.|Material:12 Gauge Steel|Colors:Durable, textured, gray powder coat finish|Depth:in: 24  mm: 610|Height:in:78  mm:1981|Width:in: 48   mm: 1219"
2887630,H302,"Plated locking hinge with swivel padlock attachment is available for models 302, 302B, and 309B to lock drawers into the racks and hold them securely in place. They have mounted holes and can be easily installed using sheet metal screws or pop rive",Model:H302|Weight:1|Dimensions Overall:6-5/8 x 1-15/16|Carton Pk:1|Colors:Chrome
2887654,HDC-243666-3S95,,"Model:HDC-243666-3S95|Weight:406 lbs. / 184 kgs.|Shelves:3|Capacity:1900 lbs. / 862 kgs.|Material:12 Gauge Steel|Colors:Durable, textured, gray powder coat finish|Depth:in: 24  mm: 610|Height:in: 66  mm:1676|Width:in: 36   mm: 915"
2887666,HDC36-108-3S1795,,"Model:HDC36-108-3S1795|Weight:520 lbs. / 236 kgs. |Shelves:(3) Adjustable|Capacity:1900 lbs. - Adjustable|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (96) 4-3/16 x 7-7/16 x 3  (12) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887686,HDC48-162-1795,12 Gauge Cabinet with 162 Hook-On-Bins,"Model:HDC48-162-1795|Weight:598 lbs. / 272 kgs.|Dimensions Overall:in: 48 x 24 x 78  mm: 1220 x 610 x 1982|Bins:in:  (60) 4 x 5 x 3  (60) 4 x 7 x 3  (24) 6 x 11 x 5  (12) 8 x 15 x 7  (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887682,HDC36-DC24TB4S95,,"Model:HDC36-DC24TB4S95|Weight:593 lbs. / 269 kgs.|Shelves:(4) 33-15/16 x 20-27/32|Capacity:Shelf Cap. 1900 lbs.|Dimensions Overall:in: 36 x 36 x 78  mm: 910 x 910 x 1981|Bins:(24) 15 x 5-3/4 x 6-1/2|Colors:Durable, textured, gray powder coat finish"
2887690,HDC48-84-2S6D1795,,"Model:HDC48-84-2S6D1795|Weight:626 lbs. / 284 kgs.|Shelves:(2) Adjustble   (6) Door shelves|Capacity:1200 lbs. - Adjustable  25 lbs. - Door Shelves|Dimensions Overall:in: 48 x 24 x 78  mm: 1220 x 610 x 1982|Bins:in:  (60) 4-3/16 x 7-7/16 x 3  (24) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887710,HDCC243642-2S95,12 Gauge Countertop Clearview Shelf Cabinet,"Model:HDCC243642-2S95|Weight:290 lbs. | 132 kgs.|Shelves:2|Capacity:1900 lbs. per shelf|Dimensions Overall:in: 36 x 24 x 42  mm: 915 x 610 x 1067 |Colors:Durable, textured, gray powder coat paint "
2887698,HDC60-198-95,12 Gauge Cabinet with 198 Hook-On-Bins,"Model:HDC60-198-95|Weight:732 lbs. / 332 kgs.|Dimensions Overall:in:60 x 24 x 78  mm: 1524 x 610 x 1982|Bins:in:  (72) 4 x 5 x 3  (72) 4 x 7 x 3  (36) 6 x 11 x 5  (12) 8 x 15 x 7  (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887702,HDC72-192-3S95,,"Model:HDC72-192-3S95|Weight:924 lbs. / 419 kgs.|Shelves:(3) Adjustable|Capacity:1300 lbs. - Adjustable|Dimensions Overall:in: 72 x 24 x 78  mm: 1829 x 610 x 1982|Bins:in:  (84) 4-3/16 x 5-7/16 x 3  (84) 4-3/16 x 7-7/16 x 3  (12) 8-1/4 x 14-5/8 x 7  (12) 16-3/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887678,HDC36-96-4S5295,,"Model:HDC36-96-4S5295|Weight:510 lbs. / 232 kgs|Shelves:(4) Adjustable|Capacity:1900 lbs. - Adjustable|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (96) 4-3/16 x 5-7/16 x 3|Colors:Durable, textured, gray powder coat finish"
2887706,HDCC202436-2S95,12 Gauge Countertop Clearview Shelf Cabinet,"Model:HDCC202436-2S95|Weight:182 lbs. | 83 kgs.|Shelves:2|Capacity:1900 lbs. per shelf|Dimensions Overall:in: 24 x 20 x 36  mm: 610 x 508 x 915|Colors:Durable, textured, gray powder coat paint "
2887714,HDCC246078-4S95,12 Gauge Clearview Shelf Cabinet,"Model:HDCC246078-4S95|Weight:699 lbs. | 317 kgs.|Shelves:4|Capacity:1650 lbs. per shelf|Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1981|Colors:Durable, textured, gray powder coat paint "
2887726,HDCM36-30-1795,Mobile Cabinet with Hook-On Bins ,"Model:HDCM36-30-1795|Weight:475 lbs. / 216 kgs.|Dimensions Overall:in: 36 x 24 x 80  mm: 915 x 610 x 2032|Material:12 Gauge Mobile Cabinet Bins|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (12) 6 x 11 x 5   (12) 8 x 15 x 7   (6) 16 x 15 x 7"
2887670,HDC36-126-5295,12 Gauge Cabinet with 126 Hook-On-Bins,"Model:HDC36-126-5295|Weight:512 lbs. / 233 kgs.|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (48) 4 x 5 x 3  (48) 4 x 7 x 3  (12) 6 x 11 x 5  (12) 8 x 15 x 7  (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887650,HDC-203642-2S95,12 Gauge Counter Top Cabinet,"Model:HDC-203642-2S95|Weight:266 lbs. / 121 kgs.|Shelves:2|Capacity:1900 lbs. / 862 kgs.|Dimensions Overall:in: 36 x 20 x 42  mm: 915 x 508 x 1067|Material:All welded 12 gauge steel |Colors:Durable, textured, gray powder coat paint "
2887722,HDCD247278-6B95,,"Model:HDCD247278-6B95|Weight:1267 lbs. | 575 kgs.|Shelves:4|Capacity:1525 lbs. per shelf  400 lbs. per drawer|Dimensions Overall:in: 72 x 24 x 78  mm: 1829 x 610 x 1981|Colors:Durable, textured, gray powder coat finish|No of Drawers:6|Drawer Dimensions:29-3/4 x 20-1/8 x 6"
2887718,HDCD243678-7B95,,"Model:HDCD243678-7B95|Weight:828 lbs. | 376 kgs.|Shelves:2|Capacity:1900 lbs. per shelf  400 lbs. per drawer|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1981|Colors:Durable, textured, gray powder coat finish|No of Drawers:7|Drawer Dimensions:(4) 29-3/4 x 20-1/8 x 4  (3) 29-3/4 x 20-1/8 x 6"
